platform,tenant_host,match,pages,stored_names,example_slug,landing_url,swagit_footer,proposed_name,proposed_gov_id,proposed_evidence,ryan_gov_name,ryan_note
granicus,newbrighton.granicus.com,,1,New Brighton,new-brighton-2017-10-03-october-3-2017-work-session,https://newbrighton.granicus.com,,,,,,
granicus,northsalemschools.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-meet-the-candidates-2023,https://northsalemschools.granicus.com,,,,,,
granicus,nystateassembly.granicus.com,,1,Ny State Assembly,ny-state-assembly-10-9-25-assembly-public-hearing-on-the-impact-and-effectivenes,https://nystateassembly.granicus.com,,,,,,
granicus,olelo.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-caring-together-ep-1-living-with-a-changing-brain,https://olelo.granicus.com,,,,,,
granicus,onelakewood.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-2025-10-13-committee-of-the-whole,https://onelakewood.granicus.com,,,,,,
granicus,oregon.granicus.com,,1,Oregon,oregon-2014-09-16-house-interim-committee-on-agriculture-and-natural-resources-2,https://oregon.granicus.com,,,,,,
granicus,oregonmetro.granicus.com,,1,Oregon Metro Council,oregon-metro-council-2026-03-12-council-meeting-on-2026-03-12-10-30-am,https://oregonmetro.granicus.com,,,,,,
granicus,oregonpuc.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-special-public-meeting-lc-85-pac-2025-integrated-resource-p,https://oregonpuc.granicus.com,,,,,,
granicus,parkcounty.granicus.com,,1,Park County,park-county-november-planning-board-meeting,https://parkcounty.granicus.com,,,,,,
granicus,pasadenaedu.granicus.com,,1,Pasadena Community College,pasadena-community-college-2016-05-04-board-of-trustees-meeting,https://pasadenaedu.granicus.com,,,,,,
granicus,pcbgov.granicus.com,,1,Pcb Gov,pcb-gov-city-council,https://pcbgov.granicus.com,,,,,,
granicus,pioneercommunityenergy.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-board-of-directors-special-meeting,https://pioneercommunityenergy.granicus.com,,,,,,
granicus,portofla.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-2022-07-28-regular-board-meeting,https://portofla.granicus.com,,,,,,
granicus,portofsandiego.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-2022-12-13-board-of-port-commissioners-on-2022-12-13-1-00-p,https://portofsandiego.granicus.com,,,,,,
granicus,princegeorgescountymd.granicus.com,,1,"Prince George&apos;s County, MD",prince-george-apos-s-county-md-2026-06-04-streamlining-development-review,https://princegeorgescountymd.granicus.com,,,,,,
granicus,psc-fl.granicus.com,,1,"Ps C, FL",ps-c-fl-hearing-20240026-20230090-20230139-ei-day-3,https://psc-fl.granicus.com,,,,,,
granicus,pucnv.granicus.com,,1,State of Nevada Public Utilities Commission,state-of-nevada-public-utilities-commission-2024-02-13-agenda-03-24,https://pucnv.granicus.com,,,,,,
granicus,rdale.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-2026-01-05-1-5-26-business-meeting-with-public-hearing,https://rdale.granicus.com,,,,,,
granicus,richmond.granicus.com,,1,City of Richmond,city-of-richmond-2026-04-01-community-police-review-commission-4-1-2026,https://richmond.granicus.com,,,,,,
granicus,rideuta.granicus.com,,1,Ride Uta,ride-uta-2025-09-24-board-of-trustees-on-2025-09-24-9-00-am,https://rideuta.granicus.com,,,,,,
granicus,rtachicago.granicus.com,,1,Regional Transportation Authority (Chicago),regional-transportation-authority-chicago-2020-08-20-board-of-directors,https://rtachicago.granicus.com,,,,,,
granicus,sanmarcos.granicus.com,,1,City of San Marcos,city-of-san-marcos-2024-07-23-regular-city-council-meeting,https://sanmarcos.granicus.com,,,,,,
granicus,scag.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-cannabis-banking-working-group-2-10-17,https://scag.granicus.com,,,,,,
granicus,scvwd.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-regular-meeting-closed-session-mar-8th-2016,https://scvwd.granicus.com,,,,,,
granicus,scwd.granicus.com,,1,South Coast Water District,south-coast-water-district-special-board-meting-doheny-desal-financial-assessmen,https://scwd.granicus.com,,,,,,
granicus,sdcera.granicus.com,,1,San Diego County Retirement Association,san-diego-county-retirement-association-2017-05-25-board-meeting,https://sdcera.granicus.com,,,,,,
granicus,sedgwick.granicus.com,,1,County of Sedgwick,county-of-sedgwick-2024-07-11-board-of-sedgwick-county-commissioners,https://sedgwick.granicus.com,,,,,,
granicus,sfha.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-2024-10-24-special-housing-authority-board-of-commissioners,https://sfha.granicus.com,,,,,,
granicus,sfwmd.granicus.com,,1,"S Fw, MD",s-fw-md-2024-12-12-february-2025-governing-board-meeting,https://sfwmd.granicus.com,,,,,,
granicus,sitka.granicus.com,,1,City of Sitka,city-of-sitka-2021-09-14-city-and-borough-assembly-on-2021-09-14-6-00-pm,https://sitka.granicus.com,,,,,,
granicus,slco.granicus.com,,1,Subtitles County,subtitles-county-2022-10-25-county-council-on-2022-10-25-4-00-pm,https://slco.granicus.com,,,,,,
granicus,smud.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-committee-strategic-development,https://smud.granicus.com,,,,,,
granicus,sonomamarintrain.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-2024-01-17-board-of-directors,https://sonomamarintrain.granicus.com,,,,,,
granicus,spokanevalley.granicus.com,,1,The City of Spokane Valley,the-city-of-spokane-valley-2026-07-07-council-meeting,https://spokanevalley.granicus.com,,"Spokane Valley, WA",us:place:5367167,"hostname ""spokanevalley.granicus.com"" -> ""Spokanevalley""",,
granicus,stockton.granicus.com,,1,City of Stockton,city-of-stockton-2025-07-30-city-council-and-concurrent-authorities,https://stockton.granicus.com,,,,,,
granicus,supremestateaz.granicus.com,,1,Arizona Supreme Court,arizona-supreme-court-2025-10-15-maywald-v-toyota,https://supremestateaz.granicus.com,,,,,,
granicus,tahoecitypud.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-board-of-directors-meeting-in-person-via-zoom,https://tahoecitypud.granicus.com,,,,,,
granicus,tlchouse.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-civil-practices-feb-19th-2003,https://tlchouse.granicus.com,,,,,,
granicus,townsquaretv.granicus.com,,1,Northern Dakota County,northern-dakota-county-2025-05-07-west-st-paul-environmental-committee,https://townsquaretv.granicus.com,,,,,,
granicus,utc-wa.granicus.com,,1,Washington,washington-2022-12-22-utc-open-meeting-for-december-22-2022,https://utc-wa.granicus.com,,,,,,
granicus,villageofgreenport.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-board-of-trustees-work-session-fh,https://villageofgreenport.granicus.com,,"Greenport (village), NY",us:place:3630576,"hostname ""villageofgreenport.granicus.com"" -> ""Greenport""",,
granicus,westspringfieldma.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-school-committee,https://westspringfieldma.granicus.com,,,,,,
granicus,winston-salem.granicus.com,,1,City of Lees Summit,city-of-winston-salem-nc-2025-05-19-regular-meeting-of-the-winston-salem-city-co,https://winston-salem.granicus.com,,"Winston-Salem, NC",us:place:3775000,"hostname ""winston-salem.granicus.com"" -> ""Winston Salem""",,
granicus,wsscwater.granicus.com,,1,Washington Suburban Sanitary Commission,washington-suburban-sanitary-commission-2026-02-18-wssc-water-commission-meeting,https://wsscwater.granicus.com,,,,,,
iqm2,baltimorecountymd.iqm2.com,,2,"Baltimore County, MD",baltimore-county-md-2017-12-12-county-council-work-session,https://baltimorecountymd.iqm2.com,,,,,,
iqm2,mlgw.iqm2.com,,2,MLGW,mlgw-2026-03-04-memphis-light-gas-water-division-board-meeting,https://mlgw.iqm2.com,,,,,,
iqm2,mncppc.iqm2.com,,2,The Maryland-National Capital Park & Planning Commission,meeting-09cf11,https://mncppc.iqm2.com,,,,,,
iqm2,roanokecountyva.iqm2.com,,2,"Roanoke County, VA",roanoke-county-va-2022-12-13-board-of-supervisors-regular-meeting,https://roanokecountyva.iqm2.com,,,,,,
iqm2,scag.iqm2.com,,2,Southern California Association of Governments,southern-california-association-of-governments-2025-06-05-tc-transportation-comm,https://scag.iqm2.com,,,,,,
iqm2,sfwmd.iqm2.com,,2,South Florida Water Management District,south-florida-water-management-district-2016-03-10-governing-board-monthly-meeti,https://sfwmd.iqm2.com,,,,,,
iqm2,syossetsdny.iqm2.com,,1,Syosset School District,syosset-school-district-2020-11-16-board-of-education-monthly-meeting,https://syossetsdny.iqm2.com,,,,,,
townhallstreams,townhallstreams.com,,2,New Boston,2019-03-26-interupting-aging,https://townhallstreams.com,,,,,,
unknown,discover.pbc.gov,,1,,meeting-890af1,https://discover.pbc.gov,,,,,,
unknown,video.ibm.com,,1,,08-18-2026-lafayette-consolidated-government-council-meeting,https://video.ibm.com,,,,,,
unknown,www.mediafire.com,,1,,03-24-26,https://www.mediafire.com,,,,,,
unknown,www.openpublica.com,,1,Open Publica,open-publica-sacramento-county-california-board-of-supervisors-may-21-2025,https://www.openpublica.com,,,,,,
vimeo,vimeo.com,,9,City of Lakeland|City of Plymouth|Covington|Hopkins|Jefferson Parish|Mason County|Peters Township|Salisbury|Town of Amherst,salisbury-2026-08-18-8-18-2026-city-council-meeting,https://vimeo.com,,,,,,
