gov_id,name,state,country,gov_kind,population,domain,reject_reason,access_mode,rung_answered,bucket,platform,hit_url,final_url,waf_family,note,elapsed_seconds,exception,final_url_is_youtube,direct_file_plausible
38:2718746,Ellendale city,MN,us,municipality,658,ellendalemn.com,no-platform-link-found,plain,plain,dead,,,https://www.ellendalemn.com/,cloudflare,"reached, hop links checked, no platform link found",7.1,,False,
36:01121,Talladega County,AL,us,county,81375,talladegacountyal.org,no-platform-link-found,plain,plain,dead,,,https://talladegacountyal.org,none,"reached, hop links checked, no platform link found",17.2,,False,
38:4079350,Waynoka city,OK,us,municipality,703,cityofwaynoka.com,no-platform-link-found,plain,plain,dead,,,https://cityofwaynoka.com,cloudflare,"reached, hop links checked, no platform link found",3.1,,False,
1:2433030,Saint-Narcisse-de-Beaurivage,QC,ca,municipality,1152,www.saintnarcissedebeaurivage.ca,no-platform-link-found,plain,plain,dead,,,https://www.saintnarcissedebeaurivage.ca,cloudflare,"reached, hop links checked, no platform link found",5.5,,False,
38:1232775,Howey-in-the-Hills town,FL,us,municipality,1693,howey.org,no-platform-link-found,plain,plain,dead,,,https://www.howey.org,cloudflare,"reached, hop links checked, no platform link found",46.2,,False,
38:4843684,Lone Star city,TX,us,municipality,1407,lonestartx.net,no-platform-link-found,plain,plain,plain,direct_file,https://www.lonestartx.net/s/May-25-2021-Special-Meeting-217-West-Germany-Variance.mp4,https://www.lonestartx.net/city-council-agendas-minutes,none,,2.9,,False,True
1:2434085,Saint-Thuribe,QC,ca,municipality,298,www.st-thuribe.net,no-platform-link-found,plain,plain,dead,,,https://municipalites-du-quebec.ca/st-thuribe/index.php,none,"reached, hop links checked, no platform link found",5.0,,False,
38:1980400,Van Horne city,IA,us,municipality,768,vanhorneia.govoffice3.com,no-platform-link-found,plain,plain,dead,,,https://www.vanhorne-ia.com/,none,"reached, hop links checked, no platform link found",17.9,,False,
1:1102022,Kingston,PE,ca,municipality,1111,kingstonpei.ca,no-platform-link-found,plain,plain,dead,,,https://kingstonpei.ca,none,"reached, hop links checked, no platform link found",15.6,,False,
1:2461035,Saint-Charles-Borromée,QC,ca,municipality,15285,vivrescb.com,no-platform-link-found,plain,plain,plain,direct_file,https://www.vivrescb.com/storage/app/media/Banniere/scb_ete.mp4,https://www.vivrescb.com/,none,,1.2,,False,True
38:3720980,Elm City town,NC,us,municipality,1223,elmcity.govoffice.com,no-platform-link-found,plain,plain,dead,,,https://elmcity.govoffice.com/404.htm?aspxerrorpath=/index.asp,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.8,,False,
38:5480020,Thomas city,WV,us,municipality,593,local.wv.gov,no-platform-link-found,plain,plain,dead,,,https://local.wv.gov/Pages/default.aspx,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",3.0,,False,
37:3404124960,Franklin township,NJ,us,township,,franklintwpwarren.org,no-platform-link-found,plain,plain,dead,,,https://www.franklintwpwarren.org/,cloudflare,"reached, hop links checked, no platform link found",17.5,,False,
38:4044500,Luther town,OK,us,municipality,1671,townoflutherok.com,no-platform-link-found,plain,plain,dead,,,https://townoflutherok.com,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.6,,False,
1:2434097,Saint-Alban,QC,ca,municipality,1196,www.st-alban.qc.ca,no-platform-link-found,plain,plain,dead,,,https://st-alban.qc.ca/,none,"reached, hop links checked, no platform link found",4.6,,False,
37:5500156525,New Chester town,WI,us,township,,newchester.gov,no-platform-link-found,plain,plain,plain,direct_file,https://drive.google.com/file/d/1kkYIPrUGd-ykkc4EgfVNPQIDvGrb1XoC/view,https://newchester.gov/town-contacts/,cloudflare,,9.8,,False,True
38:4242352,Leesport borough,PA,us,municipality,1972,leesport.org,no-platform-link-found,plain,plain,dead,,,https://leesport.org,none,"reached, hop links checked, no platform link found",17.8,,False,
38:4072250,Talihina town,OK,us,municipality,932,talihinacc.com,no-platform-link-found,plain,plain,dead,,,https://talihinacc.com,cloudflare,"reached, hop links checked, no platform link found",2.5,,False,
36:53045,Mason County,WA,us,county,69632,masoncountywa.gov,no-platform-link-found,plain,plain,plain,direct_file,https://dms.masoncountywa.gov/WebLink/ElectronicFile.aspx?docid=646513&dbid=0&repo=mason,https://masoncountywa.gov/government/advisory_boards/workforce_development_council.php,cloudflare,,9.4,,False,True
36:27113,Pennington County,MN,us,county,13652,co.pennington.mn.us,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/user/MNJudicialBranch,https://mncourts.gov/pay-a-fine,cloudflare,,15.8,,False,
38:1332860,Gillsville city,GA,us,municipality,406,gillsvillega.com,no-platform-link-found,plain,plain,dead,,,https://gillsvillega.com,cloudflare,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.9,,False,
38:3146520,Springfield city,NE,us,municipality,1531,springfieldnebraska.com,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/embed/dJAnzXX04Fs?si=8GoSjGsx6u_4n06E,https://springfieldnebraska.com,none,,0.5,,False,
36:12101,Pasco County,FL,us,county,659114,pascocountyfl.gov,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/channel/UCvlOC1VxmqM8_CiIYqe8iyA?view_as=subscriber,https://pascocountyfl.gov,none,,0.6,,False,
36:13183,Long County,GA,us,county,20439,longcountyga.gov,no-platform-link-found,plain,plain,dead,,,https://www.longcountyga.gov/,none,"reached, hop links checked, no platform link found",19.7,,False,
1:4810028,Vegreville,AB,ca,municipality,5689,vegreville.com,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/@VegrevilleAB,https://vegreville.com,none,,0.6,,False,
1:1102045,"Stanley Bridge, Hope River, Bayview, Cavendish and North Rustico",PE,ca,municipality,359,resortmunicipalitypei.com,no-platform-link-found,plain,plain,dead,,,https://resortmunicipalitypei.com,none,"reached, hop links checked, no platform link found",19.4,,False,
1:2414030,Saint-Joseph-de-Kamouraska,QC,ca,municipality,398,www.stjosephkam.ca,no-platform-link-found,plain,plain,dead,,,https://stjosephkam.ca/,none,"reached, hop links checked, no platform link found",13.3,,False,
37:2611368280,Richland township,MI,us,township,,www.richlandtownshipmissaukee.org,no-platform-link-found,plain,plain,dead,,,https://richlandtownshipmissaukee.org/,cloudflare,"reached, hop links checked, no platform link found",7.4,,False,
37:4206954136,Newton township,PA,us,township,,newton-township.com,no-platform-link-found,plain,plain,dead,,,https://newton-township.com,none,"reached, hop links checked, no platform link found",25.9,,False,
36:47093,Knox County,TN,us,county,506748,knoxcounty.org,no-platform-link-found,plain,plain,plain,destinyhosted,https://public.destinyhosted.com/agenda_publish.cfm?id=56691,https://knoxcounty.org,none,,0.7,,False,
1:4806022,Irricana,AB,ca,municipality,1179,townofirricana.ca,no-platform-link-found,plain,plain,dead,,,https://townofirricana.ca,none,"reached, hop links checked, no platform link found",35.9,,False,
38:3660422,Quogue village,NY,us,municipality,1697,quoguefiredeptny.gov,no-platform-link-found,plain,plain,plain,youtube,https://youtu.be/4EsL9BAFseY,https://www.quoguefiredeptny.gov/,cloudflare,,0.7,,False,
38:1865520,Rockville town,IN,us,municipality,2589,rockvilleindiana.org,no-platform-link-found,plain,plain,dead,,,https://rockvilleindiana.org,cloudflare,"reached, hop links checked, no platform link found",3.0,,False,
37:4201178752,Upper Bern township,PA,us,township,,upperberntownship.org,no-platform-link-found,plain,plain,dead,,,https://upperberntownship.org,none,"reached, hop links checked, no platform link found",25.0,,False,
1:2411030,Sainte-Françoise,QC,ca,municipality,426,www.ste-francoise.qc.ca,no-platform-link-found,plain,plain,dead,,,https://www.ste-francoise.qc.ca,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.9,,False,
38:2682450,Village of Clarkston city,MI,us,municipality,922,villageofclarkston.org,no-platform-link-found,plain,plain,dead,,,https://villageofclarkston.org,none,"reached, hop links checked, no platform link found",17.7,,False,
38:5549450,Markesan city,WI,us,municipality,1385,markesanwi.gov,no-platform-link-found,plain,plain,dead,,,https://www.markesanwi.gov/,none,"reached, hop links checked, no platform link found",19.1,,False,
38:2705680,Big Falls city,MN,us,municipality,171,bigfalls.govoffice.com,no-platform-link-found,plain,plain,dead,,,https://bigfalls.govoffice.com,none,"reached, hop links checked, no platform link found",17.6,,False,
38:4602180,Arlington city,SD,us,municipality,926,arlingtonsd.com,no-platform-link-found,plain,plain,dead,,,https://arlingtonsd.com,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",3.0,,False,
38:3846540,Lignite city,ND,us,municipality,134,lignitend.com,no-platform-link-found,plain,plain,dead,,,https://lignitend.com,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",3.8,,False,
37:3300358740,Ossipee town,NH,us,township,,ossipee.org,no-platform-link-found,plain,plain,dead,,,https://www.ossipee.org/,cloudflare,"reached, hop links checked, no platform link found",21.3,,False,
36:13207,Monroe County,GA,us,county,31437,monroecountygeorgia.com,no-platform-link-found,plain,plain,plain,youtube,https://youtube.com/live/KfvZvHpw5v8?feature=share,https://www.monroecoga.org/,none,,2.0,,False,
1:4706021,Pense No. 160,SK,ca,municipality,441,www.pense160.ca,no-platform-link-found,challenge,challenge,challenge,,,https://payment.optionpay.ca/rm-of-pense-no-160/index.php,cloudflare,,13.7,,False,
38:5462356,Pax town,WV,us,municipality,120,local.wv.gov,no-platform-link-found,plain,plain,dead,,,https://local.wv.gov/Pages/default.aspx,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.8,,False,
1:4808042,Parkland Beach,AB,ca,municipality,168,parklandbeachsv.ca,no-platform-link-found,plain,plain,dead,,,https://parklandbeachsv.ca,cloudflare,"reached, hop links checked, no platform link found",7.0,,False,
37:2702151172,Pine Lake township,MN,us,township,,pinelaketownshipotcmn.gov,no-platform-link-found,plain,plain,dead,,,https://www.pinelaketownshipotcmn.gov/,cloudflare,"reached, hop links checked, no platform link found",2.9,,False,
37:2502350145,Norwell town,MA,us,township,,www.townofnorwell.net,no-platform-link-found,plain,plain,plain,cablecast,https://reflect-nstv.cablecast.tv/CablecastPublicSite/show/3933?site=2,https://townofnorwell.net/government/agendas___minutes/board_of_appeals.php,none,,13.7,,False,
1:2480145,Bowman,QC,ca,municipality,667,www.bowman.ca,no-platform-link-found,plain,plain,dead,,,https://www.bowman.ca,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.7,,False,
38:2824940,Flora town,MS,us,municipality,1648,florams.com,no-platform-link-found,plain,plain,dead,,,https://www.florams.com/,none,"reached, hop links checked, no platform link found",28.2,,False,
37:2616377360,Sumpter township,MI,us,township,,www.sumptertwp.com,no-platform-link-found,plain,plain,plain,youtube,https://youtu.be/9ixZD5zVQJ4,https://www.sumptertwp.org/government/agendas_minutes.php,none,,3.3,,False,
37:2600515200,Cheshire township,MI,us,township,,cheshiretownshipmi.gov,no-platform-link-found,plain,plain,plain,youtube,https://youtu.be/qb-MmByiU9U?si=HPdbjE1_tfIHuu41,https://cheshiretownshipmi.gov/permits.html,none,,13.2,,False,
38:4269416,Sewickley Hills borough,PA,us,municipality,687,sewickleyhills.com,no-platform-link-found,plain,plain,dead,,,https://sewickleyhills.com,none,"reached, hop links checked, no platform link found",18.6,,False,
38:4659940,South Shore town,SD,us,municipality,190,southshore-sd.com,no-platform-link-found,plain,plain,dead,,,https://www.southshore-sd.com/,none,"reached, hop links checked, no platform link found",7.3,,False,
38:3422890,Far Hills borough,NJ,us,municipality,935,farhillsnj.org,no-platform-link-found,plain,plain,dead,,,https://farhillsnj.org,none,"reached, hop links checked, no platform link found",17.6,,False,
38:2631000,Fruitport village,MI,us,municipality,1165,villageoffruitport.com,no-platform-link-found,plain,plain,dead,,,https://villageoffruitport.com,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.8,,False,
37:2500316180,Dalton town,MA,us,township,,www.dalton-ma.gov,no-platform-link-found,plain,plain,plain,youtube,http://youtube.com/shorts/EOhEN5HJcR0?si=tW8Suxx_7et64Nc_,https://dalton-ma.gov/watch-the-earth-week-video-created-by-wahconah-green-umbrella/,none,,13.6,,False,
38:4243944,Littlestown borough,PA,us,municipality,4917,littlestownboro.org,no-platform-link-found,plain,plain,dead,,,https://littlestownboro.org,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",3.0,,False,
1:2488075,Trécesson,QC,ca,municipality,1232,www.municipalitedetrecesson.com,no-platform-link-found,plain,plain,dead,,,https://www.municipalitedetrecesson.com,none,"reached, hop links checked, no platform link found",2.6,,False,
38:4103200,Athena city,OR,us,municipality,1184,cityofathena.com,no-platform-link-found,plain,plain,dead,,,https://www.cityofathena.com/,cloudflare,"reached, hop links checked, no platform link found",16.0,,False,
38:4739140,Kenton town,TN,us,municipality,1250,cityofkentontn.com,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/channel/UCJJZY2Z5ZefXk5a3Ib4CZJA,https://obioncounty.org/discover-obion-county/major-towns/kenton,none,,12.0,,False,
38:0834960,Haxtun town,CO,us,municipality,967,townofhaxtun.colorado.gov,no-platform-link-found,plain,plain,dead,,,https://townofhaxtun.colorado.gov,none,"reached, hop links checked, no platform link found",6.6,,False,
37:2302573845,Starks town,ME,us,township,,starksme.com,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/@networksolutions,https://www.networksolutions.com/typepad?siteID=100&channelID=P99C100S653N0B5A1D0E0000V111,cloudflare,,7.3,,False,
37:2600516720,Clyde township,MI,us,township,,www.clydetwp.com,no-platform-link-found,plain,plain,dead,,,https://www.clydetwp.com,none,"reached, hop links checked, no platform link found",17.0,,False,
38:2766424,Utica city,MN,us,municipality,266,cityofuticamn.gov,no-platform-link-found,plain,plain,dead,,,https://www.cityofuticamn.gov/,cloudflare,"reached, hop links checked, no platform link found",18.0,,False,
1:2452090,Saint-Didace,QC,ca,municipality,688,www.saint-didace.com,no-platform-link-found,plain,plain,dead,,,https://saint-didace.com/,none,"reached, hop links checked, no platform link found",10.5,,False,
38:4903950,Bear River City city,UT,us,municipality,901,bearrivercityutah.gov,no-platform-link-found,plain,plain,dead,,,https://www.bearrivercityutah.gov/,cloudflare,"reached, hop links checked, no platform link found",18.5,,False,
37:2606171840,Schoolcraft township,MI,us,township,,www.schoolcrafttownship.net,no-platform-link-found,plain,plain,dead,,,https://www.schoolcrafttownship.net,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.9,,False,
36:21235,Whitley County,KY,us,county,37233,whitleycountyfiscalcourt.com,no-platform-link-found,plain,plain,dead,,,https://whitleycountyfiscalcourt.com,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",3.0,,False,
1:4808004,Delburne,AB,ca,municipality,919,delburne.ca,no-platform-link-found,plain,plain,dead,,,https://www.delburne.ca/,none,"reached, hop links checked, no platform link found",31.2,,False,
38:4635100,Lake Andes city,SD,us,municipality,692,lakeandes.com,no-platform-link-found,plain,plain,dead,,,https://lakeandes.com,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.8,,False,
38:5161336,Pembroke town,VA,us,municipality,1135,pembrokeva.org,no-platform-link-found,plain,plain,dead,,,https://pembrokeva.org,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",3.9,,False,
38:1865808,Rome City town,IN,us,municipality,1315,townofromecity.org,no-platform-link-found,plain,plain,dead,,,https://townofromecity.org,none,"reached, hop links checked, no platform link found",5.1,,False,
38:4011050,Calumet town,OK,us,municipality,506,townofcalumetok.com,no-platform-link-found,plain,plain,dead,,,https://townofcalumetok.com,none,"reached, hop links checked, no platform link found",44.3,,False,
38:4065400,Sapulpa city,OK,us,municipality,23297,sapulpaok.gov,no-platform-link-found,plain,plain,dead,,,https://www.sapulpaok.gov/,none,"reached, hop links checked, no platform link found",19.4,,False,
1:4803008,Hill Spring,AB,ca,municipality,168,hillspring.ca,no-platform-link-found,plain,plain,dead,,,https://hillspring.ca,none,"reached, hop links checked, no platform link found",15.5,,False,
38:1905365,Bedford city,IA,us,municipality,1474,bedfordia.org,no-platform-link-found,plain,plain,dead,,,https://www.bedfordia.org/,cloudflare,"reached, hop links checked, no platform link found",41.1,,False,
1:4701031,Browning No. 34,SK,ca,municipality,355,www.rmofbrowning.ca,no-platform-link-found,plain,plain,dead,,,https://www.rmofbrowning.ca,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",5.0,,False,
37:2501179110,Whately town,MA,us,township,,www.whately.org,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/@fcatgovernment,https://www.whately.org,none,,0.4,,False,
38:2245040,Logansport town,LA,us,municipality,1333,townoflogansport.com,no-platform-link-found,plain,plain,dead,,,https://townoflogansport.com,none,"reached, hop links checked, no platform link found",18.3,,False,
36:47047,Fayette County,TN,us,county,44476,fayettecountytn.gov,no-platform-link-found,plain,plain,dead,,,https://fayettecountytn.gov,cloudflare,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.7,,False,
38:0501060,Alpena town,AR,us,municipality,390,townofalpena.gov,no-platform-link-found,plain,plain,dead,,,https://www.townofalpena.gov/,none,"reached, hop links checked, no platform link found",6.7,,False,
38:4276560,Thornburg borough,PA,us,municipality,449,thornburgborough.org,no-platform-link-found,plain,plain,dead,,,https://thornburgborough.org,none,"reached, hop links checked, no platform link found",31.0,,False,
38:2129080,Fredonia city,KY,us,municipality,373,fredoniaky.com,no-platform-link-found,plain,plain,dead,,,https://fredoniaky.com,cloudflare,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.6,,False,
38:3710980,Catawba town,NC,us,municipality,729,www.townofcatawbanc.org,no-platform-link-found,plain,plain,dead,,,https://www.townofcatawbanc.org,none,"reached, hop links checked, no platform link found",17.5,,False,
37:2607762960,Pavilion township,MI,us,township,,paviliontwpmi.gov,no-platform-link-found,plain,plain,dead,,,https://www.paviliontwpmi.gov/,cloudflare,"reached, hop links checked, no platform link found",3.1,,False,
37:2603949520,Lovells township,MI,us,township,,www.lovellstownship.com,no-platform-link-found,plain,plain,dead,,,https://www.lovellstownship.com,cloudflare,"reached, hop links checked, no platform link found",16.8,,False,
1:4804001,Acadia No. 34,AB,ca,municipality,494,mdacadia.ab.ca,no-platform-link-found,plain,plain,dead,,,https://mdacadia.ab.ca,none,"reached, hop links checked, no platform link found",17.1,,False,
