tenant_host,match,gov_id,strength,source,evidence,gov_name,solid_pages,needs_plumbing
www.youtube.com,channel=@blueearthcountyminnesota2904,us:county:27013,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/blue-earth-county-mn-2026-08-25-the-blue-earth-county-board-of-commissioners-mee; owner title ""Blue Earth County, Minnesota""",Blue Earth County,1,True
www.youtube.com,channel=@borofairhaven748,us:place:3422440,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/borough-of-fair-haven-2026-08-18-borough-of-fair-haven-council-meeting-august-17; owner title ""Borough of Fair Haven""",Fair Haven borough,1,True
www.youtube.com,channel=@boroughofmadisonnewjersey,us:place:3442510,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/madison-nj-2026-08-11-august-10-2026-madison-council-meeting; owner title ""The Borough of Madison New Jersey""",Madison borough,1,True
www.youtube.com,channel=@boroughofpomptonlakesnewje9721,us:place:3460090,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/borough-of-pompton-lakes-nj-2026-01-14-pompton-lakes-boh-reorganization-meeting; owner title ""Borough of Pompton Lakes, New Jersey""",Pompton Lakes borough,1,True
www.youtube.com,channel=@boroughoframsey9608,us:place:3461680,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/ramsey-nj-2026-08-26-borough-of-ramsey-mayor-and-council-meeting-wednesday-augus; owner title ""Borough of Ramsey""",Ramsey borough,1,True
www.youtube.com,channel=@bossiercitycouncil9337,us:place:2208920,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/bossier-city-la-2026-07-07-regular-council-jul-07-2026; owner title ""Bossier City Council""",Bossier City city,1,True
www.youtube.com,channel=@boxeldercountyut,us:county:49003,fallback,archive_study_2026-09-09,"6 solidly-identified archive page(s), e.g. /m/box-elder-county-ut-2026-08-14-08-12-2026-box-elder-county-commission-meeting; owner title ""Box Elder County""",Box Elder County,6,True
www.youtube.com,channel=@brentwoodmogovtv,us:place:2908236,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/brentwood-mo-2026-07-20-city-of-brentwood-board-of-aldermen-july-20-2026; owner title ""brentwoodmo govtv""",Brentwood city,2,True
www.youtube.com,channel=@bristolindiana8385,us:place:1807750,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/bristol-in-2026-08-20-8-20-2026-council-meeting; owner title ""Bristol Indiana""",Bristol town,1,True
www.youtube.com,channel=@cachecounty1996,us:county:49005,fallback,archive_study_2026-09-09,"10 solidly-identified archive page(s), e.g. /m/cache-county-ut-2026-08-12-cache-county-council-regular-meeting-08-11-2026; owner title ""Cache County""",Cache County,10,True
www.youtube.com,channel=@calumetcountywisconsingove7875,us:county:55015,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/calumet-county-wi-2026-08-18-county-board-18-aug-2026; owner title ""Calumet County, Wisconsin Government""",Calumet County,2,True
www.youtube.com,channel=@caminorealregionalmobility6915,us:place:4824000,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/meeting-732f78; owner title ""Camino Real Regional Mobility Authority""",El Paso city,2,True
www.youtube.com,channel=@ccpaCommissioners,us:county:42041,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/county-of-cumberland-pa-2026-08-12-board-of-commissioners-meeting-august-12-2026; owner title ""Cumberland County PA - Commissioners and Elections""",Cumberland County,1,True
www.youtube.com,channel=@centercrd,us:county:21203,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/rockcastle-county-ky-rockcastle-county-industrial-development-authority-ky; owner title ""The Center for Rural Development""",Rockcastle County,1,True
www.youtube.com,channel=@centervillecityutah,us:place:4911980,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/centerville-ut-2026-08-12-planning-commission-meeting; owner title ""centervillecityutah""",Centerville city,3,True
www.youtube.com,channel=@centralelgin3432,ca:csd:3534020,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/central-elgin-on-2026-03-09-regular-meeting-of-council-09-mar-2026; owner title ""Central Elgin""",Central Elgin,2,True
www.youtube.com,channel=@centrewellington3885,ca:csd:3523025,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/township-of-centre-wellington-on-2026-07-30-special-council-30-jul-2026; owner title ""Centre Wellington""",Centre Wellington,2,True
www.youtube.com,channel=@chiltoncountycommission8218,us:county:01021,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/chilton-county-al-commission-meeting-chilton-county-alabama; owner title ""Chilton County Commission""",Chilton County,1,True
www.youtube.com,channel=@city.westmelbourne,us:place:1276500,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-west-melbourne-fl-2026-03-03-city-council-meeting-march-3rd-2026; owner title ""City of West Melbourne""",West Melbourne city,2,True
www.youtube.com,channel=@cityandboroughofjuneau2053,us:place:5538675,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/juneau-wi-2025-05-05-assembly-committee-of-the-whole; owner title ""City and Borough of Juneau""",Juneau city,2,True
www.youtube.com,channel=@citynorwichct,us:place:0956200,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/norwich-ct-2026-08-19-2026-08-17-council-meeting; owner title ""City of Norwich Connecticut""",Norwich city,1,True
www.youtube.com,channel=@cityof29palms,us:place:0680994,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-twentynine-palms-ca-2026-06-23-city-council-regular-meeting-amended-23-j; owner title ""City of 29 Palms""",Twentynine Palms city,2,True
www.youtube.com,channel=@cityofandersonindiana,us:place:1801468,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/anderson-city-in-2026-06-09-board-of-public-works-06-09-2026; owner title ""City of Anderson, Indiana""",Anderson city,1,True
www.youtube.com,channel=@cityofbarrie,ca:csd:3543042,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/barrie-on-2026-03-25-affordability-committee; owner title ""cityofbarrie""",Barrie,1,True
www.youtube.com,channel=@cityofbasehor4443,us:place:2004400,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-basehor-ks-2026-08-27-8-26-2026-city-council-meeting; owner title ""City of Basehor""",Basehor city,1,True
www.youtube.com,channel=@cityofbedfordheightsohio,us:place:3904920,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-bedford-heights-oh-2026-04-24-bh-council-meeting-april-21-2026; owner title ""City of Bedford Heights""",Bedford Heights city,1,True
www.youtube.com,channel=@cityofbellmeadtexas3874,us:place:4807408,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/bellmead-tx-2026-08-12-2026-08-11-18-30-35; owner title ""City of Bellmead Texas""",Bellmead city,1,True
www.youtube.com,channel=@cityofbessemeralabama4059,us:place:0105980,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/bessemer-al-2022-06-29-fy-2022-2026-neighborhood-revitalization-strategy-area-nr; owner title ""City of Bessemer, Alabama""",Bessemer city,1,True
www.youtube.com,channel=@cityofborger,us:place:4809556,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-borger-tx-2026-03-05-city-of-borger-building-standards-commission-march; owner title ""City of Borger""",Borger city,1,True
www.youtube.com,channel=@cityofbowie1597,us:place:4809640,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-bowie-2026-08-11-notice-is-hereby-given-that-the-city-council-will-hold; owner title ""CIty of Bowie""",Bowie city,2,True
www.youtube.com,channel=@cityofbreckenridgetexas,us:place:4810132,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-breckenridge-texas-meetings-2026-08-06-august-4-2026-regular-meeting-of; owner title ""City Of Breckenridge Texas""",Breckenridge city,2,True
www.youtube.com,channel=@cityofbridgetonmissouri9890,us:place:2908398,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/bridgeton-mo-2026-08-20-bridgeton-city-council-meeting-august-19-2026; owner title ""City of Bridgeton, Missouri""",Bridgeton city,1,True
www.youtube.com,channel=@cityofbristolva1780,us:place:5109816,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-bristol-va-2019-10-11-10-8-19-city-council-meeting1; owner title ""City of Bristol, VA""",Bristol city,1,True
www.youtube.com,channel=@cityofbrockville672,ca:csd:3507015,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/brockville-2025-07-22-council-22-jul-2025; owner title ""City Of Brockville""",Brockville,2,True
www.youtube.com,channel=@cityofbrookhavenms,us:place:2808820,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/brookhaven-ms-2026-06-16-regular-board-meeting-june-16-2026-city-of-brookhaven-m; owner title ""City of Brookhaven, Mississippi""",Brookhaven city,1,True
www.youtube.com,channel=@cityofburnsvillemn,us:place:2708794,fallback,archive_study_2026-09-09,"12 solidly-identified archive page(s), e.g. /m/city-of-burnsville-2026-01-20-regular-city-council-20-jan-2026; owner title ""City of Burnsville""",Burnsville city,12,True
www.youtube.com,channel=@cityofcaleraalabama5454,us:place:0111416,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/calera-al-2024-08-05-city-council-meeting-08-05-2024; owner title ""City of Calera, Alabama""",Calera city,1,True
www.youtube.com,channel=@cityofchadron,us:place:3108605,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/chadron-ne-2026-08-17-chadron-city-council-meeting-august-17-2026; owner title ""cityofchadron""",Chadron city,1,True
www.youtube.com,channel=@cityofclearlake,us:place:0613945,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-clearlake-ca-2021-07-15-city-of-clearlake-city-council-meeting-july-15-2; owner title ""City of Clearlake""",Clearlake city,2,True
www.youtube.com,channel=@cityofcolwoodmeetings9957,ca:csd:5917041,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-colwood-2025-05-05-planning-and-land-use-committee-05-may-2025; owner title ""City of Colwood Meetings""",Colwood,2,True
www.youtube.com,channel=@cityofcookeville,us:place:4716920,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-cookeville-tn-2026-08-21-city-council-meeting-august-20th-2026; owner title ""City of Cookeville, Tennessee""",Cookeville city,1,True
www.youtube.com,channel=@cityofcornerbrook6478,ca:csd:1005018,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-corner-brook-nl-2026-08-17-regular-meeting; owner title ""City of Corner Brook""",Corner Brook,2,True
www.youtube.com,channel=@cityofcortlandcommoncouncil,us:place:3618388,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/cortland-ny-2026-08-14-august-4-2026-common-council-meeting-video; owner title ""City of Cortland Common Council""",Cortland city,1,True
www.youtube.com,channel=@cityofcosmopolis2935,us:place:5314870,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/cosmopolis-washington-meetings-2026-08-03-special-meeting-07-28-26; owner title ""City of Cosmopolis""",Cosmopolis city,2,True
www.youtube.com,channel=@cityofdalhart7869,us:place:4818524,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-dalhart-tx-2026-08-25-city-of-dalhart-regular-council-meeting-august-24; owner title ""City of Dalhart""",Dalhart city,1,True
www.youtube.com,channel=@cityofdeserthotsprings5442,us:place:0618996,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-desert-hot-springs-ca-2022-10-04-city-council-october-4-2022; owner title ""City of Desert Hot Springs""",Desert Hot Springs city,1,True
www.youtube.com,channel=@cityofdevilslakend,us:place:3819420,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/devils-lake-nd-2026-06-15-city-commission-meeting-6-15-2026; owner title ""City of Devils Lake, ND""",Devils Lake city,1,True
www.youtube.com,channel=@cityofdouglas8136,us:place:2622740,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-the-village-ok-2026-08-18-8-17-26-cc-meeting; owner title ""City of Douglas""",Douglas city,2,True
www.youtube.com,channel=@cityofdrippingsprings9597,us:place:4821424,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-dripping-springs-texas-meetings-2026-08-18-city-council-meeting; owner title ""City of Dripping Springs""",Dripping Springs city,2,True
www.youtube.com,channel=@cityofduvallcouncil,us:place:5319035,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-duvall-wa-2026-08-19-august-18-2026-committee-of-the-whole-workshop-and; owner title ""City of Duvall""",Duvall city,2,True
www.youtube.com,channel=@cityofdyersburg,us:place:4722200,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/dyersburg-tn-2026-07-21-july20-2026-board-meeting; owner title ""cityofdyersburg""",Dyersburg city,1,True
www.youtube.com,channel=@cityofenid,us:place:4023950,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-enid-ok-2026-08-10-environmental-enforcement-board-special-meeting-augus; owner title ""cityofenid""",Enid city,1,True
www.youtube.com,channel=@cityoferlanger616,us:place:2125300,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-erlanger-ky-2025-06-10-june-10th-2025-special-council-meeting; owner title ""City Of Erlanger""",Erlanger city,1,True
www.youtube.com,channel=@cityofescalon3597,us:place:0622790,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-escalon-ca-2026-08-18-city-of-escalon-city-council-meeting-august-17-202; owner title ""City of Escalon""",Escalon city,1,True
www.youtube.com,channel=@cityoffairviewparkoh,us:place:3926446,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/fairview-park-oh-2026-06-01-fairview-park-city-council-meeting-legislative-june; owner title ""City of Fairview Park, Ohio""",Fairview Park city,2,True
www.youtube.com,channel=@cityofflorencesouthcarolina,us:place:4525810,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/florence-sc-2026-08-12-design-review-board; owner title ""City of Florence South Carolina""",Florence city,2,True
www.youtube.com,channel=@cityoffortatkinsonwi766,us:place:5526675,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/fort-atkinson-wi-2026-08-20-fort-atkinson-city-council-august-18-2026; owner title ""City of Fort Atkinson, WI""",Fort Atkinson city,1,True
www.youtube.com,channel=@cityoffountaininn3536,us:place:4527070,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/fountain-inn-sc-2021-05-06-may-6-2021-budget-work-session; owner title ""City of Fountain Inn""",Fountain Inn city,1,True
www.youtube.com,channel=@cityoffruitacolorado6340,us:place:0828745,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/fruita-co-2026-08-26-fruita-city-council-meeting-august-18-2026; owner title ""City of Fruita, Colorado""",Fruita city,1,True
www.youtube.com,channel=@cityofgardenridge,us:place:4828248,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/garden-ridge-tx-2019-11-06-city-council-regular-meeting-november-6-2019; owner title ""City of Garden Ridge""",Garden Ridge city,1,True
www.youtube.com,channel=@cityofgearhartoregon8943,us:place:4128450,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/gearhart-or-2026-07-10-jul-9-2026-pc-mtg; owner title ""City of Gearhart Oregon""",Gearhart city,1,True
www.youtube.com,channel=@cityofgoddard7399,us:place:2026725,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-goddard-ks-2026-08-25-8-17-2026-regular-city-council-meeting; owner title ""City of Goddard""",Goddard city,1,True
www.youtube.com,channel=@cityofgoodliving,us:place:0665070,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/city-of-san-carlos-ca-2024-11-18-planning-and-transportation-commission-11-18-20; owner title ""City of San Carlos""",San Carlos city,3,True
www.youtube.com,channel=@cityofhalsey,us:place:4131750,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/halsey-or-2026-08-12-halsey-city-council-meeting-august-11-2026; owner title ""City of Halsey, Oregon""",Halsey city,1,True
www.youtube.com,channel=@cityofhaslet5218,us:place:4832720,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-haslet-tx-2026-08-08-special-meeting-city-council-08-aug-2026; owner title ""City of Haslet""",Haslet city,2,True
www.youtube.com,channel=@cityofhendersonky7497,us:place:2135866,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/henderson-2026-07-28-live-with-restream; owner title ""CityofHendersonKY""",Henderson city,1,True
www.youtube.com,channel=@cityofhendersonville1847,us:place:3730720,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-hendersonville-north-carolina-meetings-2026-08-06-august-6-2026-henderso; owner title ""City of Hendersonville, NC""",Hendersonville city,2,True
www.youtube.com,channel=@cityofinglewood,us:place:0636546,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-inglewood-2018-02-07-district-4-town-hall-meeting-1-24-18; owner title ""City of Inglewood""",Inglewood city,1,True
www.youtube.com,channel=@cityofiolakansas5340,us:place:2034300,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/iola-city-ks-2026-08-11-city-of-iola-kansas-city-council-meeting-08-10-2026; owner title ""City of Iola, Kansas""",Iola city,1,True
www.youtube.com,channel=@cityofjuneaucabletv8377,us:place:5538675,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/juneau-wi-2026-06-08-city-of-juneau-special-common-council-meeting-6-8-26; owner title ""City of Juneau Cable TV""",Juneau city,1,True
www.youtube.com,channel=@cityofkentohio8912,us:place:3939872,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/kent-oh-2026-08-05-city-council-committee-meeting; owner title ""City of Kent, Ohio""",Kent city,2,True
www.youtube.com,channel=@cityofketchikan8631,us:place:0238970,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-ketchikan-ak-2026-01-06-regular-city-council-meeting; owner title ""City of Ketchikan""",Ketchikan city,2,True
www.youtube.com,channel=@cityofkimberleybc,ca:csd:5901028,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/kimberley-bc-2022-03-21-special-council-21-mar-2022; owner title ""City of Kimberley, British Columbia""",Kimberley,1,True
www.youtube.com,channel=@cityofkingsport37660,us:place:4739560,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/kingsport-tn-2026-08-18-bma-meeting-8-18-2026; owner title ""City of Kingsport""",Kingsport city,1,True
www.youtube.com,channel=@cityoflacenter,us:place:5336710,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/la-center-2026-07-31-special-city-council-meeting-31-jul-2026; owner title ""City of La Center""",La Center city,3,True
www.youtube.com,channel=@cityoflagrandeoregon7161,us:place:4140350,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/la-grande-or-2026-06-09-city-council-work-session-eou-partnership-discussion-jun; owner title ""City of La Grande Oregon""",La Grande city,1,True
www.youtube.com,channel=@cityoflakeforestpark2423,us:place:5337270,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/lake-forest-park-washington-meetings-2026-08-17-july-23-2026-city-council-regula; owner title ""City of Lake Forest Park""",Lake Forest Park city,2,True
www.youtube.com,channel=@cityoflampasas1939,us:place:4841188,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/lampasas-tx-2026-08-24-budget-workshop-august-24-2026; owner title ""City of Lampasas""",Lampasas city,1,True
www.youtube.com,channel=@cityoflancasterca9805,us:place:0640130,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-lancaster-community-development-department-ca-2026-01-13-lancaster-meeti; owner title ""City of Lancaster CA""",Lancaster city,2,True
www.youtube.com,channel=@cityofleawood5670,us:place:2039075,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-leawood-2026-08-10-governing-body-special-call-aug-10-2026; owner title ""City of Leawood""",Leawood city,2,True
www.youtube.com,channel=@cityoflitchfieldpark1822,us:place:0441330,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/litchfield-park-az-2026-08-13-recreation-and-public-grounds-commission-meeting; owner title ""City of Litchfield Park""",Litchfield Park city,2,True
www.youtube.com,channel=@cityofloganville,us:place:1347196,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/loganville-georgia-meetings-2026-08-13-city-council-meeting-8-13-2026; owner title ""City of Loganville""",Loganville city,2,True
www.youtube.com,channel=@cityoflongmont,us:place:0845970,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-longmont-co-2026-02-24-city-council-regular-session-02-24-2026; owner title ""City of Longmont Colorado""",Longmont city,1,True
www.youtube.com,channel=@cityoflosal,us:place:0643224,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/los-alamitos-ca-2026-07-20-city-council-regular-meeting; owner title ""City of Los Alamitos""",Los Alamitos city,1,True
www.youtube.com,channel=@cityoflosalamitos,us:place:0643224,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/los-alamitos-ca-2022-08-16-los-alamitos-city-council-august-15-2022; owner title ""Los Alamitos""",Los Alamitos city,1,True
www.youtube.com,channel=@cityoflouisville,us:place:0846355,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/louisville-co-2026-07-22-city-council-meeting-budget-retreat; owner title ""City of Louisville, Colorado""",Louisville city,3,True
www.youtube.com,channel=@cityoflytle4770,us:place:4845288,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-lytle-tx-2026-08-12-08-12-2026-special-city-council-meeting; owner title ""City of Lytle""",Lytle city,1,True
www.youtube.com,channel=@cityofmadeirabeach632,us:place:1242400,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/madeira-beach-fl-2026-08-26-august-26-2026-boc-budget-workshop-meeting-2pm; owner title ""City of Madeira Beach""",Madeira Beach city,1,True
www.youtube.com,channel=@cityofmadrasofficial,us:place:4145250,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-madras-or-2025-08-28-08-20-25-pc-meeting; owner title ""City of Madras""",Madras city,1,True
www.youtube.com,channel=@cityofmesa11,us:place:0446000,fallback,archive_study_2026-09-09,"4 solidly-identified archive page(s), e.g. /m/city-of-mesa-2026-08-10-city-council; owner title ""City of Mesa""",Mesa city,4,True
www.youtube.com,channel=@cityofmiamigardenspublicmeetin,us:place:1245060,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-miami-gardens-fl-2026-07-22-city-council-workshop-meeting; owner title ""The City of Miami Gardens Public Meeting Channel""",Miami Gardens city,1,True
www.youtube.com,channel=@cityofminneapolis,us:place:2743000,fallback,archive_study_2026-09-09,"11 solidly-identified archive page(s), e.g. /m/city-of-minneapolis-2026-08-06-climate-infrastructure-committee; owner title ""cityofminneapolis""",Minneapolis city,11,True
www.youtube.com,channel=@cityofmonroeoregon3957,us:place:4149600,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/monroe-or-2026-01-07-2026-january-5-planning-commission; owner title ""City of Monroe Oregon""",Monroe city,1,True
www.youtube.com,channel=@cityofmontclair,us:place:0648788,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/montclair-ca-2026-05-05-montclair-city-council-workshop-may-4-2026; owner title ""City of Montclair""",Montclair city,2,True
www.youtube.com,channel=@cityofmontesereno392,us:place:0648956,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-monte-sereno-ca-2026-08-18-city-council-aug-18-2026; owner title ""City of Monte Sereno""",Monte Sereno city,1,True
www.youtube.com,channel=@cityofmontgomerytexas3170,us:place:4849128,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/montgomery-tx-2026-08-18-08-18-2026-city-council-planning-and-zoning-commission; owner title ""City of Montgomery, Texas""",Montgomery city,1,True
www.youtube.com,channel=@cityofmorganspointresort35,us:place:4849392,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-morgan-s-point-resort-tx-2026-08-11-regular-city-council-meeting-on-augu; owner title ""City of Morgan's Point Resort""",Morgan's Point Resort city,1,True
www.youtube.com,channel=@cityofmountvernontexas6865,us:place:4849860,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/mount-vernon-tx-2026-08-17-landmark-commission-meeting; owner title ""City of Mount Vernon, Texas""",Mount Vernon town,3,True
www.youtube.com,channel=@cityofnampapublicmeetings,us:place:1656260,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/city-of-nampa-2026-01-05-january-5-2026-regular-council-meeting; owner title ""City of Nampa Public Meetings""",Nampa city,3,True
www.youtube.com,channel=@cityofneedles3388,us:place:0650734,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/needles-ca-2026-08-13-city-council-081126; owner title ""cityof needles""",Needles city,1,True
www.youtube.com,channel=@cityofnelsonvilleohio7813,us:place:3953886,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/nelsonville-oh-2026-07-14-nelsonville-finance-committee-meeting-07132026; owner title ""City of Nelsonville, Ohio""",Nelsonville city,1,True
www.youtube.com,channel=@cityofnewberg,us:place:4152100,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-newberg-or-2026-08-05-affordable-housing-commission-meeting-august-4-202; owner title ""City of Newberg""",Newberg city,1,True
www.youtube.com,channel=@cityofnorco9651,us:place:0651560,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-norco-ca-2024-08-07-city-council-aug-07-2024; owner title ""City of Norco""",Norco city,1,True
www.youtube.com,channel=@cityofnorthmyrtlebeach,us:place:4551280,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-north-myrtle-beach-sc-2026-08-17-city-of-north-myrtle-beach-city-council; owner title ""City of North Myrtle Beach""",North Myrtle Beach city,1,True
www.youtube.com,channel=@cityofnortonohio,us:place:3957260,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-norton-oh-2026-08-19-8-19-2026-parks-cemetery-meeting; owner title ""City of Norton, Ohio""",Norton city,2,True
www.youtube.com,channel=@cityofob,us:place:2854040,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-olive-branch-ms-2026-08-18-board-of-aldermen-meeting-8-18-2026-cityofob; owner title ""City of Olive Branch""",Olive Branch city,2,True
www.youtube.com,channel=@cityofokc,us:place:4055000,fallback,archive_study_2026-09-09,"6 solidly-identified archive page(s), e.g. /m/city-of-oklahoma-city-2026-08-04; owner title ""cityofokc""",Oklahoma City city,6,True
www.youtube.com,channel=@cityofolivette7776,us:place:2954650,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/olivette-mo-2026-08-26-august-25-2026-city-council; owner title ""City of Olivette""",Olivette city,1,True
