tenant_host,match,gov_id,strength,source,evidence,gov_name,solid_pages,needs_plumbing
www.youtube.com,channel=@TownEastGwillimbury,ca:csd:3519054,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/east-gwillimbury-on-2026-07-23-municipal-council-23-jul-2026; owner title ""TownEastGwillimbury""",East Gwillimbury,2,True
www.youtube.com,channel=@TownFairfax,us:place:0623168,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/town-of-fairfax-ca-2026-08-05-town-council-meeting-august-5-2026-town-of-fairfax; owner title ""Town of Fairfax""",Fairfax town,1,True
www.youtube.com,channel=@TownHall-t5c5c,us:place:0823740,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/elizabeth-co-2026-08-25-board-of-trustees-meeting; owner title ""Town Hall""",Elizabeth town,1,True
www.youtube.com,channel=@TownOfAthertonCA,us:place:0603092,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/town-of-atherton-ca-2026-01-13-audit-and-finance-committee-meeting-january-13-20; owner title ""TownOfAtherton""",Atherton town,2,True
www.youtube.com,channel=@TownOfNewChicago,us:place:1852776,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/new-chicago-in-2026-03-18-march-2026-town-council-meeting; owner title ""New Chicago Town Meetings""",New Chicago town,1,True
www.youtube.com,channel=@TownOfSaugeenShores,ca:csd:3541045,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/saugeenshores-2025-06-09-council-meeting-regular; owner title ""Town of Saugeen Shores""",Saugeen Shores,3,True
www.youtube.com,channel=@TownOfZionsville,us:place:1886372,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/town-of-zionsville-in-2026-05-06-5-6-2026-zionsville-board-of-zoning-appeals; owner title ""Town of Zionsville""",Zionsville town,2,True
www.youtube.com,channel=@TownPLAZ,us:place:0455980,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/town-of-pinetop-lakeside-az-2024-02-16-town-of-pinetop-lakeside-2-15-24-town-cou; owner title ""Town of Pinetop-Lakeside""",Pinetop-Lakeside town,1,True
www.youtube.com,channel=@Town_of_Basalt,us:place:0804935,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/basalt-co-2026-04-14-basalt-council-04-14-2026; owner title ""Town of Basalt""",Basalt town,1,True
www.youtube.com,channel=@TownofAguilar,us:place:0800760,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/aguilar-co-2025-03-26-town-of-aguilar-board-meeting-feb-27-2025; owner title ""Town of Aguilar""",Aguilar town,1,True
www.youtube.com,channel=@TownofAtikokan,ca:csd:3559001,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/atikokan-on-2026-08-10-regular-council-10-aug-2026; owner title ""Town of Atikokan""",Atikokan,2,True
www.youtube.com,channel=@TownofBradfordWestGwillimbury,ca:csd:3543014,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/bradfordwestgwillimbury-2025-08-05-sideroad-10-and-swar-street-renaming-proposed; owner title ""Town of Bradford West Gwillimbury""",Bradford West Gwillimbury,1,True
www.youtube.com,channel=@TownofCarolinaBeach,us:place:3710500,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/carolina-beach-nc-2026-08-25-august-25-2026-town-council-workshop; owner title ""Town of Carolina Beach (Government)""",Carolina Beach town,1,True
www.youtube.com,channel=@TownofCasco,us:cousub:2300511125,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/casco-me-2026-08-17-selectboard-meeting-august-4-2026; owner title ""Town of Casco""",Casco town,1,True
www.youtube.com,channel=@TownofChenango,us:county:36017,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/town-of-chenango-ny-2026-08-25-zoning-board-25-aug-2026; owner title ""Town of Chenango""",Chenango County,2,True
www.youtube.com,channel=@TownofClaytonNC1869,us:place:3712860,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/clayton-nc-2026-08-17-town-council-regular-meeting; owner title ""Town of Clayton, N.C.""",Clayton town,2,True
www.youtube.com,channel=@TownofColmaOfficial,us:place:0614736,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/colma-ca-2026-08-26-city-council-meeting; owner title ""Town of Colma Official""",Colma town,1,True
www.youtube.com,channel=@TownofForestHeights,us:place:2428725,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/town-of-forest-heights-md-2026-07-15-town-of-forest-heights-s-personal-meeting-r; owner title ""Town of Forest Heights""",Forest Heights town,1,True
www.youtube.com,channel=@TownofFuquayVarinaGov,us:place:3725300,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/town-of-fuquay-varina-nc-2026-08-18-08-18-26-board-of-commissioners-meeting; owner title ""Town of Fuquay-Varina""",Fuquay-Varina town,2,True
www.youtube.com,channel=@TownofHopeMillsNC,us:place:3732640,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/hope-mills-nc-2022-08-30-hope-mills-board-of-commissioners-special-meeting-augus; owner title ""Town of Hope Mills""",Hope Mills town,1,True
www.youtube.com,channel=@TownofKapuskasing-TOK,ca:csd:3556066,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/kapuskasing-on-2026-08-10-joint-committees-of-the-whole-and-council-10-aug-2026; owner title ""Town of Kapuskasing""",Kapuskasing,2,True
www.youtube.com,channel=@TownofKiowa,us:place:0840790,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/kiowa-co-2026-08-11-town-of-kiowa-board-of-trustees-monthly-meeting-8-11-2026; owner title ""Town of Kiowa""",Kiowa town,1,True
www.youtube.com,channel=@TownofMoraga335,us:place:0649187,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/town-of-moraga-ca-2025-09-11-town-council-meeting-september-10-2025; owner title ""Town of Moraga""",Moraga town,2,True
www.youtube.com,channel=@TownofNagsHead,us:place:3745880,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/nags-head-nc-2026-08-05-board-of-commissioners-meeting; owner title ""Town of Nags Head, NC""",Nags Head town,2,True
www.youtube.com,channel=@TownofNewTecumsethON,ca:csd:3543007,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/new-tecumseth-on-2026-06-17-special-council-meeting-17-jun-2026; owner title ""Town of New Tecumseth""",New Tecumseth,2,True
www.youtube.com,channel=@TownofOsoyoosOfficial,ca:csd:5907005,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/osoyoos-bc-2026-08-18-regular-open-meeting-18-aug-2026; owner title ""Town of Osoyoos""",Osoyoos,1,True
www.youtube.com,channel=@TownofRolesvilleNC,us:place:3757640,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/rolesville-nc-2026-08-21-rolesville-council-meeting-august-18-2026; owner title ""Town of Rolesville NC""",Rolesville town,1,True
www.youtube.com,channel=@TownofRuralRetreat,us:place:5169456,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/rural-retreat-va-2026-08-27-rural-retreat-town-council-meeting-8-25-2026; owner title ""Town of Rural Retreat""",Rural Retreat town,1,True
www.youtube.com,channel=@TownofSkowhegan,us:cousub:2302568910,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/skowhegan-me-2026-08-04-planning-board-meeting-8-4-26; owner title ""Town of Skowhegan""",Skowhegan town,1,True
www.youtube.com,channel=@TownofSwansboro-Official,us:place:3766360,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/swansboro-nc-2026-06-09-boc-6-9-2026-regular-meeting-experienced-technical-diffi; owner title ""Town of Swansboro""",Swansboro town,1,True
www.youtube.com,channel=@TownofTopsailBeach,us:place:3768040,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/town-of-topsail-beach-nc-2026-08-13-topsail-beach-nc-regular-town-board-meeting; owner title ""Town of Topsail Beach""",Topsail Beach town,1,True
www.youtube.com,channel=@TownofWaxhawNC,us:place:3771460,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/town-of-waxhaw-nc-2026-06-02-board-of-commissioners-special-02-jun-2026; owner title ""Town of Waxhaw NC""",Waxhaw town,2,True
www.youtube.com,channel=@TownofWoodside,us:place:0686440,fallback,archive_study_2026-09-09,"25 solidly-identified archive page(s), e.g. /m/woodside-ca-2026-06-24-town-council-meeting-june-23-2026; owner title ""Town of Woodside""",Woodside town,25,True
www.youtube.com,channel=@TroyCityCouncil,us:place:3675484,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/troy-ny-2026-08-06-troy-city-council-committee-meeting-public-hearing-and-regula; owner title ""Troy City Council""",Troy city,1,True
www.youtube.com,channel=@TroyNY,us:place:3675484,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-troy-ny-2026-08-21-august-planning-board-hearing-meeting; owner title ""City of Troy, NY""",Troy city,1,True
www.youtube.com,channel=@TrumbullCountyBoardofDD,us:county:39155,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/trumbull-county-oh-trumbull-county-board-of-developmental-disabilities; owner title ""Trumbull County Board of DD""",Trumbull County,1,True
www.youtube.com,channel=@TwnofMono,ca:csd:3522012,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/town-of-mono-2020-12-09-electoral-reform-task-force-09-dec-2020; owner title ""Town of Mono""",Mono,2,True
www.youtube.com,channel=@VandaliaOhio,us:place:3979492,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-vandalia-oh-2026-08-21-charter-review-2026-08-20; owner title ""City of Vandalia, Ohio""",Vandalia city,1,True
www.youtube.com,channel=@VillageOfMarvin,us:place:3741720,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/marvinnc-2023-08-31-discuss-and-consider-adoption-of-an-ordinance-for-conditiona; owner title ""Village of Marvin""",Marvin village,3,True
www.youtube.com,channel=@VillageofAngelFireNewMexico,us:place:3503400,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/village-of-angel-fire-nm-2023-09-14-september-14-2023-beautification-meeting; owner title ""Village of Angel Fire, New Mexico""",Angel Fire village,1,True
www.youtube.com,channel=@VillageofCarpentersville,us:place:1711358,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/village-of-carpentersville-il-2026-08-19-2026-08-18-regular-meeting-of-the-board; owner title ""Village of Carpentersville""",Carpentersville village,1,True
www.youtube.com,channel=@VillageofClemmons,us:place:3712960,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/clemmons-nc-2026-08-24-village-of-clemmons-council-meeting-august-24-2026; owner title ""Village of Clemmons""",Clemmons village,1,True
www.youtube.com,channel=@VillageofGalena,us:place:3929148,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/village-of-galena-2026-06-29-joint-recreationdistrict; owner title ""Village of Galena""",Galena village,1,True
www.youtube.com,channel=@VillageofHanoverPark,us:place:1732746,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/village-of-hanover-park-il-2026-08-21-village-board-meeting-august-20th-2026; owner title ""Village of Hanover Park""",Hanover Park village,2,True
www.youtube.com,channel=@VillageofHomewoodIL,us:place:1735879,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/homewood-il-2026-08-27-board-of-trustees-meeting-08-25-2026; owner title ""VillageofHomewoodIL""",Homewood village,1,True
www.youtube.com,channel=@VillageofLaGrangeParkOfficial,us:place:1740793,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/la-grange-park-il-2026-08-26-village-of-la-grange-park-board-meeting-8-25-26; owner title ""Village of La Grange Park Official""",La Grange Park village,1,True
www.youtube.com,channel=@VillofTequesta,us:place:1271525,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/village-of-tequesta-fl-2026-08-12-environmental-advisory-committee-eac-aug-12-20; owner title ""Village of Tequesta""",Tequesta village,1,True
www.youtube.com,channel=@WalnutGroveGeorgia,us:place:1380228,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/walnut-grove-ga-2026-07-27-7-09-26-council-called-meeting; owner title ""Walnut Grove Georgia""",Walnut Grove city,1,True
www.youtube.com,channel=@WashingtonCntyOregon,us:county:41067,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/washington-county-2022-07-26-board-of-county-commissioners-jul-26-2022; owner title ""Washington County, Oregon""",Washington County,1,True
www.youtube.com,channel=@WillitsCommunityTV,us:place:0685600,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/willits-ca-2026-07-23-willits-city-council-meeting-7-22-2026; owner title ""Willits Community Television""",Willits city,1,True
www.youtube.com,channel=@WillowsCityHall,us:place:0685684,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/willows-ca-2026-08-26-august-25-2026-city-council-meeting; owner title ""City of Willows""",Willows city,1,True
www.youtube.com,channel=@WoodlandParkColorado1,us:place:0886090,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/woodland-park-co-2021-08-24-city-council-regular-meeting-8-19-2021; owner title ""Woodland Park Colorado""",Woodland Park city,1,True
www.youtube.com,channel=@WoodsCrossCity-SM,us:place:4985370,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/woods-cross-ut-2026-08-06-woods-cross-city-truth-in-taxation-08-04-2026; owner title ""Woods Cross City""",Woods Cross city,1,True
www.youtube.com,channel=@WrightCountyIowaOfficial8312,us:county:19197,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/wright-county-ia; owner title ""Wright County Iowa-Official""",Wright County,1,True
www.youtube.com,channel=@YellowSpringsCommunityAccess,us:place:3986940,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/yellow-springs-oh-2022-02-07-february-7-2022-regular-village-council-meeting; owner title ""YELLOW SPRINGS COMMUNITY ACCESS""",Yellow Springs village,2,True
www.youtube.com,channel=@acbdd,us:county:39009,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/athens-county-oh-2025-09-23-vfw-appreciation-2025; owner title ""Athens County Board of DD""",Athens County,1,True
www.youtube.com,channel=@accesshumboldt,us:place:0660900,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/rio-dell-ca-2026-07-22-rio-dell-city-council-meeting-of-2026-07-21; owner title ""Access Humboldt""",Rio Dell city,1,True
www.youtube.com,channel=@alnwickhaldimandtownshipah6784,ca:csd:3514024,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/alnwick-haldimand-on-2023-10-03-regular-council-03-oct-2023; owner title ""Alnwick Haldimand Township AHTWP""",Alnwick/Haldimand,1,True
www.youtube.com,channel=@alpinecity6873,us:place:4900540,fallback,archive_study_2026-09-09,"22 solidly-identified archive page(s), e.g. /m/alpine-2026-08-26-8-25-26-city-council-meeting; owner title ""Alpine City""",Alpine city,22,True
