gov_id,gov_name,gov_type,country,state,place_geoid,county_fips,sgc_code,nces_lea_id,cog_id,aliases,source,evidence
us:place:4821628,Duncanville city,municipality,us,TX,4821628,,,,,"City of Duncanville, TX|Duncanville, TX",us_places.csv,
us:place:4824000,El Paso city,municipality,us,TX,4824000,,,,,"El Paso, TX",us_places.csv,
us:place:4824348,Ennis city,municipality,us,TX,4824348,,,,,City of Ennis,us_places.csv,
us:place:4824768,Euless city,municipality,us,TX,4824768,,,,,"Euless, TX",us_places.csv,
us:place:4825168,Fair Oaks Ranch city,municipality,us,TX,4825168,,,,,"City of Fair Oaks Ranch, TX",us_places.csv,
us:place:4825452,Farmers Branch city,municipality,us,TX,4825452,,,,,"Farmers Branch, TX",us_places.csv,
us:place:4825572,Fate city,municipality,us,TX,4825572,,,,,"Fate, TX",us_places.csv,
us:place:4826232,Flower Mound town,municipality,us,TX,4826232,,,,,"Flower Mound, TX",us_places.csv,
us:place:4826604,Forney city,municipality,us,TX,4826604,,,,,"Forney, TX",us_places.csv,
us:place:4827000,Fort Worth city,municipality,us,TX,4827000,,,,,"City of Fort Worth, TX",us_places.csv,
us:place:4827348,Fredericksburg city,municipality,us,TX,4827348,,,,,"Fredericksburg, TX",us_places.csv,
us:place:4827684,Frisco city,municipality,us,TX,4827684,,,,,"Frisco, TX",us_places.csv,
us:place:4827876,Fulshear city,municipality,us,TX,4827876,,,,,"Fulshear, TX",us_places.csv,
us:place:4828068,Galveston city,municipality,us,TX,4828068,,,,,"Galveston, TX",us_places.csv,
us:place:4829000,Garland city,municipality,us,TX,4829000,,,,,"Garland, TX",us_places.csv,
us:place:4829336,Georgetown city,municipality,us,TX,4829336,,,,,"Georgetown, TX",us_places.csv,
us:place:4830464,Grand Prairie city,municipality,us,TX,4830464,,,,,"City of Grand Prairie, TX|Grand Prairie, TX",us_places.csv,
us:place:4830584,Granite Shoals city,municipality,us,TX,4830584,,,,,"Granite Shoals, TX",us_places.csv,
us:place:4830644,Grapevine city,municipality,us,TX,4830644,,,,,"Grapevine, TX",us_places.csv,
us:place:4832372,Harlingen city,municipality,us,TX,4832372,,,,,"City of Harlingen, TX",us_places.csv,
us:place:4832720,Haslet city,municipality,us,TX,4832720,,,,,"City of Haslet, TX",us_places.csv,
us:place:4833848,Highland Village city,municipality,us,TX,4833848,,,,,"Highland Village, TX",us_places.csv,
us:place:4835000,Houston city,municipality,us,TX,4835000,,,,,"Houston, TX",us_places.csv,
us:place:4835528,Huntsville city,municipality,us,TX,4835528,,,,,"Huntsville, TX",us_places.csv,
us:place:4835576,Hurst city,municipality,us,TX,4835576,,,,,"Hurst, TX",us_places.csv,
us:place:4835624,Hutto city,municipality,us,TX,4835624,,,,,"Hutto, TX",us_places.csv,
us:place:4837000,Irving city,municipality,us,TX,4837000,,,,,"Irving, TX",us_places.csv,
us:place:4837252,Jamaica Beach city,municipality,us,TX,4837252,,,,,"Jamaica Beach, TX",us_places.csv,
us:place:4837612,Jersey Village city,municipality,us,TX,4837612,,,,,"Jersey Village, TX",us_places.csv,
us:place:4837780,Johnson City city,municipality,us,TX,4837780,,,,,"City of Johnson City, TX",us_places.csv,
us:place:4838476,Katy city,municipality,us,TX,4838476,,,,,"Katy, TX",us_places.csv,
us:place:4838632,Keller city,municipality,us,TX,4838632,,,,,"City of Keller, TX",us_places.csv,
us:place:4838776,Kemah city,municipality,us,TX,4838776,,,,,"Kemah, TX",us_places.csv,
us:place:4839040,Kerrville city,municipality,us,TX,4839040,,,,,"City of Kerrville, TX|Kerrville, TX",us_places.csv,
us:place:4839148,Killeen city,municipality,us,TX,4839148,,,,,"City of Killeen, TX",us_places.csv,
us:place:4839952,Kyle city,municipality,us,TX,4839952,,,,,"Kyle, TX",us_places.csv,
us:place:4840264,Lago Vista city,municipality,us,TX,4840264,,,,,"Lago Vista, TX",us_places.csv,
us:place:4840984,Lakeway city,municipality,us,TX,4840984,,,,,"Lakeway, TX",us_places.csv,
us:place:4841056,Lake Worth city,municipality,us,TX,4841056,,,,,"Lake Worth, TX",us_places.csv,
us:place:4841164,Lamesa city,municipality,us,TX,4841164,,,,,"Lamesa, TX",us_places.csv,
us:place:4841212,Lancaster city,municipality,us,TX,4841212,,,,,"Lancaster, TX",us_places.csv,
us:place:4841464,Laredo city,municipality,us,TX,4841464,,,,,"Laredo, TX",us_places.csv,
us:place:4841980,League City city,municipality,us,TX,4841980,,,,,"League City, TX",us_places.csv,
us:place:4842016,Leander city,municipality,us,TX,4842016,,,,,"Leander, TX",us_places.csv,
us:place:4842388,Leon Valley city,municipality,us,TX,4842388,,,,,"Leon Valley, TX",us_places.csv,
us:place:4842508,Lewisville city,municipality,us,TX,4842508,,,,,"City of Lewisville, TX",us_places.csv,
us:place:4842664,Liberty Hill city,municipality,us,TX,4842664,,,,,"Liberty Hill, TX",us_places.csv,
us:place:4843012,Little Elm city,municipality,us,TX,4843012,,,,,"Little Elm, TX",us_places.csv,
us:place:4843096,Live Oak city,municipality,us,TX,4843096,,,,,"Live Oak, TX",us_places.csv,
us:place:4843240,Lockhart city,municipality,us,TX,4843240,,,,,"Lockhart, TX",us_places.csv,
us:place:4845000,Lubbock city,municipality,us,TX,4845000,,,,,"Lubbock, TX",us_places.csv,
us:place:4845012,Lucas city,municipality,us,TX,4845012,,,,,"Lucas, TX",us_places.csv,
us:place:4845288,Lytle city,municipality,us,TX,4845288,,,,,"City of Lytle, TX",us_places.csv,
us:place:4845384,McAllen city,municipality,us,TX,4845384,,,,,"City of McAllen, TX|McAllen, TX",us_places.csv,
us:place:4845744,McKinney city,municipality,us,TX,4845744,,,,,"City of McKinney, TX|McKinney, TX",us_places.csv,
us:place:4845804,McLendon-Chisholm city,municipality,us,TX,4845804,,,,,"City of McLendon-Chisholm, TX",us_places.csv,
us:place:4846452,Mansfield city,municipality,us,TX,4846452,,,,,"City of Mansfield|Mansfield, TX",us_places.csv,
us:place:4847337,Meadows Place city,municipality,us,TX,4847337,,,,,"Meadows Place, TX",us_places.csv,
us:place:4847892,Mesquite city,municipality,us,TX,4847892,,,,,"Mesquite, TX",us_places.csv,
us:place:4848072,Midland city,municipality,us,TX,4848072,,,,,"Midland, TX",us_places.csv,
us:place:4848096,Midlothian city,municipality,us,TX,4848096,,,,,"Midlothian|Midlothian, TX",us_places.csv,
us:place:4848804,Missouri City city,municipality,us,TX,4848804,,,,,"Missouri City, TX",us_places.csv,
us:place:4849128,Montgomery city,municipality,us,TX,4849128,,,,,"City of Montgomery, TX|Montgomery, TX",us_places.csv,
us:place:4849392,Morgan's Point Resort city,municipality,us,TX,4849392,,,,,"City of Morgan's Point Resort, TX",us_places.csv,
us:place:4849860,Mount Vernon town,municipality,us,TX,4849860,,,,,"Mount Vernon, TX",us_places.csv,
us:place:4850100,Murphy city,municipality,us,TX,4850100,,,,,"Murphy, TX",us_places.csv,
us:place:4850820,New Braunfels city,municipality,us,TX,4850820,,,,,"City of New Braunfels, TX",us_places.csv,
us:place:4852212,Northlake town,municipality,us,TX,4852212,,,,,"Northlake, TX",us_places.csv,
us:place:4852356,North Richland Hills city,municipality,us,TX,4852356,,,,,"North Richland Hills, TX|Unknown Jurisdiction",us_places.csv,
us:place:4853388,Odessa city,municipality,us,TX,4853388,,,,,"Odessa, TX",us_places.csv,
us:place:4855152,Parker city,municipality,us,TX,4855152,,,,,"Parker, TX",us_places.csv,
us:place:4856348,Pearland city,municipality,us,TX,4856348,,,,,"City of Pearland, TX",us_places.csv,
us:place:4857176,Pflugerville city,municipality,us,TX,4857176,,,,,"City of Pflugerville, TX|City of Pflugerville.",us_places.csv,
us:place:4857200,Pharr city,municipality,us,TX,4857200,,,,,"Pharr, TX",us_places.csv,
us:place:4857476,Pilot Point city,municipality,us,TX,4857476,,,,,"City of Pilot Point|Pilot Point, TX",us_places.csv,
us:place:4858016,Plano city,municipality,us,TX,4858016,,,,,"Plano, TX",us_places.csv,
us:place:4858820,Port Arthur city,municipality,us,TX,4858820,,,,,"Port Arthur, TX",us_places.csv,
us:place:4858904,Portland city,municipality,us,TX,4858904,,,,,City of Portland,us_places.csv,
us:place:4859336,Prairie View city,municipality,us,TX,4859336,,,,,"Prairie View, TX",us_places.csv,
us:place:4859576,Princeton city,municipality,us,TX,4859576,,,,,"Princeton, TX",us_places.csv,
us:place:4859696,Prosper town,municipality,us,TX,4859696,,,,,"Prosper, TX",us_places.csv,
us:place:4861796,Richardson city,municipality,us,TX,4861796,,,,,"Richardson, TX",us_places.csv,
us:place:4861892,Richmond city,municipality,us,TX,4861892,,,,,Richmond,us_places.csv,
us:place:4861904,Richwood city,municipality,us,TX,4861904,,,,,"Richwood, TX",us_places.csv,
us:place:4862672,Rockdale city,municipality,us,TX,4862672,,,,,"City of Rockdale, TX",us_places.csv,
us:place:4862828,Rockwall city,municipality,us,TX,4862828,,,,,"Rockwall, TX",us_places.csv,
us:place:4863284,Rosenberg city,municipality,us,TX,4863284,,,,,"Rosenberg, TX",us_places.csv,
us:place:4863500,Round Rock city,municipality,us,TX,4863500,,,,,"City of Round Rock, TX",us_places.csv,
us:place:4863572,Rowlett city,municipality,us,TX,4863572,,,,,"Rowlett, TX",us_places.csv,
us:place:4864064,Sachse city,municipality,us,TX,4864064,,,,,"Sachse, TX",us_places.csv,
us:place:4865000,San Antonio city,municipality,us,TX,4865000,,,,,"San Antonio, TX",us_places.csv,
us:place:4865036,San Benito city,municipality,us,TX,4865036,,,,,"San Benito, TX",us_places.csv,
us:place:4865408,Sanger city,municipality,us,TX,4865408,,,,,"Sanger, TX",us_places.csv,
us:place:4865600,San Marcos city,municipality,us,TX,4865600,,,,,"City of San Marcos, TX",us_places.csv,
us:place:4866128,Schertz city,municipality,us,TX,4866128,,,,,"Schertz, TX",us_places.csv,
us:place:4866644,Seguin city,municipality,us,TX,4866644,,,,,"City of Seguin, TX",us_places.csv,
us:place:4867400,Shenandoah city,municipality,us,TX,4867400,,,,,"City of Shenandoah, TX|Shenandoah, TX",us_places.csv,
us:place:4867496,Sherman city,municipality,us,TX,4867496,,,,,Sherman,us_places.csv,
us:place:4869032,Southlake city,municipality,us,TX,4869032,,,,,"Southlake, TX",us_places.csv,
us:place:4869140,South Padre Island town,municipality,us,TX,4869140,,,,,"South Padre Island, TX",us_places.csv,
us:place:4869908,Stafford city,municipality,us,TX,4869908,,,,,"Stafford, TX",us_places.csv,
us:place:4871156,Sunnyvale town,municipality,us,TX,4871156,,,,,"Sunnyvale, TX",us_places.csv,
us:place:4871324,Sunset Valley city,municipality,us,TX,4871324,,,,,"City of Sunset Valley, Travis County, TX",us_places.csv,
us:place:4871948,Taylor city,municipality,us,TX,4871948,,,,,"Taylor, TX",us_places.csv,
us:place:4872368,Texarkana city,municipality,us,TX,4872368,,,,,"Texarkana, TX",us_places.csv,
us:place:4872392,Texas City city,municipality,us,TX,4872392,,,,,"City of Texas City, TX",us_places.csv,
us:place:4872530,The Colony city,municipality,us,TX,4872530,,,,,"City of The Colony, TX",us_places.csv,
us:place:4873316,Tomball city,municipality,us,TX,4873316,,,,,"Tomball, TX",us_places.csv,
us:place:4873710,Trophy Club town,municipality,us,TX,4873710,,,,,"Trophy Club, TX",us_places.csv,
us:place:4874144,Tyler city,municipality,us,TX,4874144,,,,,"City of Tyler, TX|Tyler, TX",us_places.csv,
us:place:4874408,Universal City city,municipality,us,TX,4874408,,,,,"Universal City, TX",us_places.csv,
us:place:4874492,University Park city,municipality,us,TX,4874492,,,,,"City of University Park, TX",us_places.csv,
us:place:4874588,Uvalde city,municipality,us,TX,4874588,,,,,"City of Uvalde, TX",us_places.csv,
us:place:4874912,Van city,municipality,us,TX,4874912,,,,,"Van, TX",us_places.csv,
us:place:4875428,Victoria city,municipality,us,TX,4875428,,,,,"Victoria, TX",us_places.csv,
us:place:4876000,Waco city,municipality,us,TX,4876000,,,,,"Waco, TX",us_places.csv,
us:place:4876672,Watauga city,municipality,us,TX,4876672,,,,,"Watauga, TX",us_places.csv,
us:place:4876816,Waxahachie city,municipality,us,TX,4876816,,,,,"Waxahachie, TX",us_places.csv,
us:place:4877272,Weslaco city,municipality,us,TX,4877272,,,,,"Weslaco, TX",us_places.csv,
us:place:4877620,Westlake town,municipality,us,TX,4877620,,,,,"Westlake, TX",us_places.csv,
us:place:4878388,Whitehouse city,municipality,us,TX,4878388,,,,,City of Whitehouse,us_places.csv,
us:place:4879000,Wichita Falls city,municipality,us,TX,4879000,,,,,"Wichita Falls, TX",us_places.csv,
us:place:4879492,Willow Park city,municipality,us,TX,4879492,,,,,"Willow Park, TX",us_places.csv,
us:place:4879672,Windcrest city,municipality,us,TX,4879672,,,,,"City of Windcrest, TX",us_places.csv,
us:place:4880058,Woodcreek city,municipality,us,TX,4880058,,,,,"City of Woodcreek, TX",us_places.csv,
us:place:4900540,Alpine city,municipality,us,UT,4900540,,,,,"Alpine|Alpine, UT",us_places.csv,
us:place:4906810,Bluffdale city,municipality,us,UT,4906810,,,,,"Bluffdale, UT",us_places.csv,
us:place:4911980,Centerville city,municipality,us,UT,4911980,,,,,"Centerville, UT",us_places.csv,
us:place:4920810,Eagle Mountain city,municipality,us,UT,4920810,,,,,"Eagle Mountain, UT",us_places.csv,
us:place:4927490,Fruit Heights city,municipality,us,UT,4927490,,,,,"Fruit Heights, UT",us_places.csv,
us:place:4934200,Heber city,municipality,us,UT,4934200,,,,,"Heber, UT",us_places.csv,
us:place:4938710,Ivins city,municipality,us,UT,4938710,,,,,"Ivins, UT",us_places.csv,
us:place:4940360,Kaysville city,municipality,us,UT,4940360,,,,,"KAYSVILLE, UT|Kaysville, UT",us_places.csv,
us:place:4943660,Layton city,municipality,us,UT,4943660,,,,,"Layton, UT",us_places.csv,
us:place:4944320,Lehi city,municipality,us,UT,4944320,,,,,"Lehi, UT",us_places.csv,
us:place:4945090,Lindon city,municipality,us,UT,4945090,,,,,"Lindon, UT",us_places.csv,
us:place:4950150,Millcreek city,municipality,us,UT,4950150,,,,,Mill Creek,us:place (spacing-insensitive match),
us:place:4950700,Moab city,municipality,us,UT,4950700,,,,,"Moab, UT",us_places.csv,
us:place:4955980,Ogden city,municipality,us,UT,4955980,,,,,"Ogden, UT",us_places.csv,
us:place:4957300,Orem city,municipality,us,UT,4957300,,,,,"Orem, UT",us_places.csv,
us:place:4958070,Park City city,municipality,us,UT,4958070,,,,,"Park City, UT",us_places.csv,
us:place:4958510,Parowan city,municipality,us,UT,4958510,,,,,"PAROWAN city, UT|Parowan, UT",us_places.csv,
us:place:4958730,Payson city,municipality,us,UT,4958730,,,,,"Payson|Payson, UT",us_places.csv,
us:place:4962360,Providence city,municipality,us,UT,4962360,,,,,"Providence, UT",us_places.csv,
us:place:4962470,Provo city,municipality,us,UT,4962470,,,,,"Provo, UT",us_places.csv,
us:place:4964340,Riverton city,municipality,us,UT,4964340,,,,,"Riverton, UT",us_places.csv,
us:place:4967000,Salt Lake City city,municipality,us,UT,4967000,,,,,"Salt Lake City, UT",us_places.csv,
us:place:4967770,Santaquin city,municipality,us,UT,4967770,,,,,"Santaquin, UT",us_places.csv,
us:place:4982950,West Jordan city,municipality,us,UT,4982950,,,,,"West Jordan, UT",us_places.csv,
us:place:4983470,West Valley City city,municipality,us,UT,4983470,,,,,"West Valley City, UT",us_places.csv,
us:place:4985370,Woods Cross city,municipality,us,UT,4985370,,,,,"Woods Cross, UT",us_places.csv,
us:place:5010675,Burlington city,municipality,us,VT,5010675,,,,,"Burlington|Burlington, VT",us_places.csv,
us:place:5046000,Montpelier city,municipality,us,VT,5046000,,,,,"City of Montpelier, VT",us_places.csv,
us:place:5101000,Alexandria city,municipality,us,VA,5101000,,,,,"Alexandria, VA|City of Alexandria, VA",us_places.csv,
us:place:5101528,Altavista town,municipality,us,VA,5101528,,,,,"Altavista, VA",us_places.csv,
us:place:5101672,Amherst town,municipality,us,VA,5101672,,,,,Town of Amherst,us_places.csv,
us:place:5103368,Ashland town,municipality,us,VA,5103368,,,,,Town of Ashland,us_places.csv,
us:place:5105544,Bedford town,municipality,us,VA,5105544,,,,,"Bedford, VA|Town of Bedford, VA",us_places.csv,
us:place:5107784,Blacksburg town,municipality,us,VA,5107784,,,,,"Blacksburg, VA|Town of Blacksburg",us_places.csv,
us:place:5109816,Bristol city,municipality,us,VA,5109816,,,,,"City of Bristol, VA",us_places.csv,
us:place:5114968,Charlottesville city,municipality,us,VA,5114968,,,,,"Charlottesville, VA",us_places.csv,
us:place:5116000,Chesapeake city,municipality,us,VA,5116000,,,,,"City of Chesapeake, VA",us_places.csv,
us:place:5120160,Crewe town,municipality,us,VA,5120160,,,,,"Crewe, VA",us_places.csv,
us:place:5121344,Danville city,municipality,us,VA,5121344,,,,,"Danville, VA",us_places.csv,
us:place:5126496,Fairfax city,municipality,us,VA,5126496,,,,,"City of Fairfax, VA",us_places.csv,
us:place:5127200,Falls Church city,municipality,us,VA,5127200,,,,,"Falls Church, VA",us_places.csv,
us:place:5129968,Front Royal town,municipality,us,VA,5129968,,,,,"Front Royal, VA",us_places.csv,
us:place:5135000,Hampton city,municipality,us,VA,5135000,,,,,"City of Hampton|City of Hampton, VA",us_places.csv,
us:place:5135976,Haymarket town,municipality,us,VA,5135976,,,,,"Town of Haymarket, VA",us_places.csv,
us:place:5136648,Herndon town,municipality,us,VA,5136648,,,,,"Herndon|Herndon, VA|Town of Herndon",us_places.csv,
us:place:5138424,Hopewell city,municipality,us,VA,5138424,,,,,"Hopewell Borough, VA|Hopewell, VA",us_places.csv,
us:place:5144984,Leesburg town,municipality,us,VA,5144984,,,,,"Leesburg, VA",us_places.csv,
us:place:5147672,Lynchburg city,municipality,us,VA,5147672,,,,,"City of Lynchburg|Lynchburg, VA",us_places.csv,
us:place:5148968,Manassas Park city,municipality,us,VA,5148968,,,,,"City of Manassas Park, VA",us_places.csv,
us:place:5151448,Middleburg town,municipality,us,VA,5151448,,,,,"Middleburg, VA",us_places.csv,
us:place:5156000,Newport News city,municipality,us,VA,5156000,,,,,"Newport News, VA",us_places.csv,
us:place:5157000,Norfolk city,municipality,us,VA,5157000,,,,,"City of Norfolk, VA|Norfolk|Norfolk, VA",us_places.csv,
us:place:5161832,Petersburg city,municipality,us,VA,5161832,,,,,"Petersburg, VA",us_places.csv,
us:place:5165008,Purcellville town,municipality,us,VA,5165008,,,,,"Purcellville, VA",us_places.csv,
us:place:5165392,Radford city,municipality,us,VA,5165392,,,,,"Radford, VA",us_places.csv,
