gov_id,gov_name,gov_type,country,state,place_geoid,county_fips,sgc_code,nces_lea_id,cog_id,aliases,source,evidence
us:cousub:3610310000,Brookhaven town,township,us,NY,,,,,,Brookhaven|Town of Brookhaven NY,us_cousubs.csv,
us:cousub:3610337000,Huntington town,township,us,NY,,,,,,Town of Huntington,us_cousubs.csv,
us:cousub:3610361984,Riverhead town,township,us,NY,,,,,,"Riverhead, NY",us_cousubs.csv,
us:cousub:3610368000,Smithtown town,township,us,NY,,,,,,"SMITHTOWN, NY",us_cousubs.csv,
us:cousub:3611905320,Bedford town,township,us,NY,,,,,,"Town of Bedford, NY",us_cousubs.csv,
us:cousub:3611930367,Greenburgh town,township,us,NY,,,,,,"Greenburgh, NY",us_cousubs.csv,
us:cousub:3611951693,North Castle town,township,us,NY,,,,,,"North Castle, NY|Town of North Castle, NY",us_cousubs.csv,
us:cousub:3611964320,Rye town,township,us,NY,,,,,,Town of Rye,us_cousubs.csv,
us:cousub:3611984077,Yorktown town,township,us,NY,,,,,,"Town of Yorktown, NY",us_cousubs.csv,
us:cousub:3612127980,Gainesville town,township,us,NY,,,,,,City of Gainesville,us_cousubs.csv,
us:cousub:3612155222,Orangeville town,township,us,NY,,,,,,Town of Orangeville,us_cousubs.csv,
us:cousub:3800540220,Irvine township,township,us,ND,,,,,,City of Irvine,us_cousubs.csv,
us:cousub:3801530900,Glenview township,township,us,ND,,,,,,Glenview,us_cousubs.csv,
us:cousub:3803147900,Longview township,township,us,ND,,,,,,City of Longview,us_cousubs.csv,
us:cousub:3809370180,St. Paul township,township,us,ND,,,,,,City of Saint Paul,us_cousubs.csv,
us:cousub:3809371860,Severn township,township,us,ND,,,,,,Township of Severn,us_cousubs.csv,
us:cousub:3904379730,Vermilion township,township,us,OH,,,,,,Vermilion,us_cousubs.csv,
us:cousub:4200351696,Mount Lebanon township,township,us,PA,,,,,,"Mt. Lebanon, PA",us_cousubs.csv,
us:cousub:4201719792,Doylestown township,township,us,PA,,,,,,"Doylestown Township, PA",us_cousubs.csv,
us:cousub:4209179008,Upper Dublin township,township,us,PA,,,,,,"Upper Dublin, PA",us_cousubs.csv,
us:cousub:4213333728,Hellam township,township,us,PA,,,,,,"Hellam Township, PA",us_cousubs.csv,
us:cousub:4400109280,Bristol town,township,us,RI,,,,,,Town of Bristol,us_cousubs.csv,
us:cousub:4400318640,Coventry town,township,us,RI,,,,,,Town of Coventry,us_cousubs.csv,
us:cousub:4400322240,East Greenwich town,township,us,RI,,,,,,"East Greenwich, RI",us_cousubs.csv,
us:cousub:4400711800,Burrillville town,township,us,RI,,,,,,"Town of Burrillville, RI",us_cousubs.csv,
us:cousub:4400741500,Lincoln town,township,us,RI,,,,,,"Lincoln, RI|Town of Lincoln, RI",us_cousubs.csv,
us:cousub:4400751760,North Providence town,township,us,RI,,,,,,"North Providence Town, RI",us_cousubs.csv,
us:cousub:4400914500,Charlestown town,township,us,RI,,,,,,"Charlestown, RI",us_cousubs.csv,
us:cousub:4600501300,Altoona township,township,us,SD,,,,,,City of Altoona,us_cousubs.csv,
us:cousub:4605924340,Gilbert township,township,us,SD,,,,,,Town of Gilbert,us_cousubs.csv,
us:cousub:4606150140,Plano township,township,us,SD,,,,,,City of Plano,us_cousubs.csv,
us:cousub:4611172740,Woonsocket township,township,us,SD,,,,,,City of Woonsocket,us_cousubs.csv,
us:cousub:5001917350,Derby town,township,us,VT,,,,,,City of Derby,us_cousubs.csv,
us:cousub:5002107750,Brandon town,township,us,VT,,,,,,"Brandon, VT",us_cousubs.csv,
us:cousub:5500541600,Lakeland town,township,us,WI,,,,,,City of Lakeland,us_cousubs.csv,
us:cousub:5500719662,Delta town,township,us,WI,,,,,,Delta,us_cousubs.csv,
us:cousub:5502517200,Cottage Grove town,township,us,WI,,,,,,"Town of Cottage Grove, WI",us_cousubs.csv,
us:cousub:5503178675,Superior town,township,us,WI,,,,,,"Superior, WI",us_cousubs.csv,
us:cousub:5505541700,Lake Mills town,township,us,WI,,,,,,City of Lake Mills,us_cousubs.csv,
us:cousub:5511322625,Edgewater town,township,us,WI,,,,,,City of Edgewater,us_cousubs.csv,
us:cousub:5514112775,Cary town,township,us,WI,,,,,,Cary,us_cousubs.csv,
us:place:0107000,Birmingham city,municipality,us,AL,0107000,,,,,City of Birmingham,us_places.csv,
us:place:0137000,Huntsville city,municipality,us,AL,0137000,,,,,"City of Huntsville.Ordinance No.|Huntsville, AL",us_places.csv,
us:place:0145784,Madison city,municipality,us,AL,0145784,,,,,"Madison, AL",us_places.csv,
us:place:0151000,Montgomery city,municipality,us,AL,0151000,,,,,"Montgomery, AL",us_places.csv,
us:place:0157504,Owens Cross Roads city,municipality,us,AL,0157504,,,,,"City of Owens Cross Roads, AL",us_places.csv,
us:place:0203000,Anchorage municipality,municipality,us,AK,0203000,,,,,"Anchorage, AK",us_places.csv,
us:place:0224230,Fairbanks city,municipality,us,AK,0224230,,,,,"Fairbanks, AK",us_places.csv,
us:place:0238970,Ketchikan city,municipality,us,AK,0238970,,,,,"City of Ketchikan, AK",us_places.csv,
us:place:0282200,Valdez city,municipality,us,AK,0282200,,,,,"City of Valdez, AK",us_places.csv,
us:place:0283080,Wasilla city,municipality,us,AK,0283080,,,,,"City of Wasilla, AK",us_places.csv,
us:place:0402830,Apache Junction city,municipality,us,AZ,0402830,,,,,"City of Apache Junction, AZ",us_places.csv,
us:place:0404720,Avondale city,municipality,us,AZ,0404720,,,,,"Avondale, AZ",us_places.csv,
us:place:0408220,Bullhead City city,municipality,us,AZ,0408220,,,,,"Bullhead City, AZ",us_places.csv,
us:place:0410530,Casa Grande city,municipality,us,AZ,0410530,,,,,"Casa Grande, AZ",us_places.csv,
us:place:0412000,Chandler city,municipality,us,AZ,0412000,,,,,"Chandler, AZ",us_places.csv,
us:place:0412840,Chino Valley town,municipality,us,AZ,0412840,,,,,"Chino Valley, AZ",us_places.csv,
us:place:0419145,Dewey-Humboldt town,municipality,us,AZ,0419145,,,,,"Town of Dewey-Humboldt, AZ",us_places.csv,
us:place:0423620,Flagstaff city,municipality,us,AZ,0423620,,,,,"Flagstaff, AZ",us_places.csv,
us:place:0427400,Gilbert town,municipality,us,AZ,0427400,,,,,"Gilbert, AZ",us_places.csv,
us:place:0427820,Glendale city,municipality,us,AZ,0427820,,,,,"City of Glendale, AZ|Glendale, AZ",us_places.csv,
us:place:0441330,Litchfield Park city,municipality,us,AZ,0441330,,,,,"Litchfield Park, AZ",us_places.csv,
us:place:0444270,Marana town,municipality,us,AZ,0444270,,,,,"Marana, AZ",us_places.csv,
us:place:0444410,Maricopa city,municipality,us,AZ,0444410,,,,,"City of Maricopa|City of Maricopa, AZ|Maricopa, AZ",us_places.csv,
us:place:0446000,Mesa city,municipality,us,AZ,0446000,,,,,City of Mesa,us_places.csv,
us:place:0449640,Nogales city,municipality,us,AZ,0449640,,,,,"City of Nogales, AZ",us_places.csv,
us:place:0451600,Oro Valley town,municipality,us,AZ,0451600,,,,,"Oro Valley, AZ",us_places.csv,
us:place:0452930,Paradise Valley town,municipality,us,AZ,0452930,,,,,"Paradise Valley|Paradise Valley, AZ",us_places.csv,
us:place:0453700,Payson town,municipality,us,AZ,0453700,,,,,"Payson, AZ|Town of Payson",us_places.csv,
us:place:0454050,Peoria city,municipality,us,AZ,0454050,,,,,"City of Peoria, AZ",us_places.csv,
us:place:0455000,Phoenix city,municipality,us,AZ,0455000,,,,,"Phoenix, AZ",us_places.csv,
us:place:0455980,Pinetop-Lakeside town,municipality,us,AZ,0455980,,,,,"Town of Pinetop-Lakeside, AZ",us_places.csv,
us:place:0457380,Prescott city,municipality,us,AZ,0457380,,,,,"Prescott, AZ",us_places.csv,
us:place:0457450,Prescott Valley town,municipality,us,AZ,0457450,,,,,"Town of Prescott Valley, AZ",us_places.csv,
us:place:0458150,Queen Creek town,municipality,us,AZ,0458150,,,,,"Queen Creek, AZ",us_places.csv,
us:place:0462140,Sahuarita town,municipality,us,AZ,0462140,,,,,"Sahuarita, AZ|Town of Sahuarita, AZ",us_places.csv,
us:place:0465000,Scottsdale city,municipality,us,AZ,0465000,,,,,"City of Scottsdale, AZ",us_places.csv,
us:place:0465350,Sedona city,municipality,us,AZ,0465350,,,,,"Sedona, AZ",us_places.csv,
us:place:0471510,Surprise city,municipality,us,AZ,0471510,,,,,"Surprise, AZ",us_places.csv,
us:place:0473000,Tempe city,municipality,us,AZ,0473000,,,,,"City of Tempe, AZ|Tempe, AZ",us_places.csv,
us:place:0477000,Tucson city,municipality,us,AZ,0477000,,,,,"Tucson, AZ",us_places.csv,
us:place:0505320,Bentonville city,municipality,us,AR,0505320,,,,,"Bentonville, AR",us_places.csv,
us:place:0523290,Fayetteville city,municipality,us,AR,0523290,,,,,City of Fayetteville,us_places.csv,
us:place:0531090,Heber Springs city,municipality,us,AR,0531090,,,,,"Heber Springs, AR",us_places.csv,
us:place:0534750,Jacksonville city,municipality,us,AR,0534750,,,,,"City of Jacksonville, AR",us_places.csv,
us:place:0535710,Jonesboro city,municipality,us,AR,0535710,,,,,City of Jonesboro,us_places.csv,
us:place:0544600,Maumelle city,municipality,us,AR,0544600,,,,,"City of Maumelle, AR|Maumelle, AR",us_places.csv,
us:place:0574360,West Fork city,municipality,us,AR,0574360,,,,,"West Fork, AR",us_places.csv,
us:place:0600394,Agoura Hills city,municipality,us,CA,0600394,,,,,"City of Agoura Hills, CA",us_places.csv,
us:place:0600562,Alameda city,municipality,us,CA,0600562,,,,,"Alameda, CA|City of Alameda",us_places.csv,
us:place:0600674,Albany city,municipality,us,CA,0600674,,,,,"Albany, CA|City of Albany, CA",us_places.csv,
us:place:0601640,American Canyon city,municipality,us,CA,0601640,,,,,"American Canyon, CA|City of American Canyon, CA",us_places.csv,
us:place:0602000,Anaheim city,municipality,us,CA,0602000,,,,,"City of Anaheim, CA",us_places.csv,
us:place:0602252,Antioch city,municipality,us,CA,0602252,,,,,"Antioch|Antioch, CA",us_places.csv,
us:place:0602476,Arcata city,municipality,us,CA,0602476,,,,,"Arcata, CA|City of Arcata, CA",us_places.csv,
us:place:0602868,Arroyo Grande city,municipality,us,CA,0602868,,,,,"City of Arroyo Grande, CA",us_places.csv,
us:place:0602896,Artesia city,municipality,us,CA,0602896,,,,,"Artesia|Artesia, CA",us_places.csv,
us:place:0602924,Arvin city,municipality,us,CA,0602924,,,,,"Arvin, CA",us_places.csv,
us:place:0603092,Atherton town,municipality,us,CA,0603092,,,,,"Atherton, CA|Town of Atherton, CA",us_places.csv,
us:place:0603302,Avenal city,municipality,us,CA,0603302,,,,,"City Of Avenal, CA",us_places.csv,
us:place:0603386,Azusa city,municipality,us,CA,0603386,,,,,"Azusa, CA",us_places.csv,
us:place:0603526,Bakersfield city,municipality,us,CA,0603526,,,,,"Bakersfield, CA|City of Bakersfield, CA",us_places.csv,
us:place:0603666,Baldwin Park city,municipality,us,CA,0603666,,,,,"Baldwin Park, CA",us_places.csv,
us:place:0604030,Barstow city,municipality,us,CA,0604030,,,,,"City of Barstow, CA",us_places.csv,
us:place:0605108,Belmont city,municipality,us,CA,0605108,,,,,"Belmont, CA|City of Belmont, CA",us_places.csv,
us:place:0605164,Belvedere city,municipality,us,CA,0605164,,,,,"Belvedere, CA",us_places.csv,
us:place:0605290,Benicia city,municipality,us,CA,0605290,,,,,Benicia CA,us_places.csv,
us:place:0606000,Berkeley city,municipality,us,CA,0606000,,,,,"Berkeley, CA|City of Berkeley, CA",us_places.csv,
us:place:0606308,Beverly Hills city,municipality,us,CA,0606308,,,,,"Beverly Hills, CA|City of Beverly Hills",us_places.csv,
us:place:0608058,Brawley city,municipality,us,CA,0608058,,,,,"Brawley, CA",us_places.csv,
us:place:0608100,Brea city,municipality,us,CA,0608100,,,,,"Brea, CA",us_places.csv,
us:place:0608142,Brentwood city,municipality,us,CA,0608142,,,,,"Brentwood, CA|City of Brentwood, CA",us_places.csv,
us:place:0608310,Brisbane city,municipality,us,CA,0608310,,,,,"Brisbane, CA",us_places.csv,
us:place:0608786,Buena Park city,municipality,us,CA,0608786,,,,,"Buena Park, CA",us_places.csv,
us:place:0608954,Burbank city,municipality,us,CA,0608954,,,,,City of Burbank,us_places.csv,
us:place:0609066,Burlingame city,municipality,us,CA,0609066,,,,,"Burlingame, CA|City of Burlingame, CA",us_places.csv,
us:place:0609780,California City city,municipality,us,CA,0609780,,,,,"California City, CA",us_places.csv,
us:place:0609892,Calistoga city,municipality,us,CA,0609892,,,,,"Calistoga, CA|City of Calistoga, CA",us_places.csv,
us:place:0610046,Camarillo city,municipality,us,CA,0610046,,,,,"City of Camarillo, CA",us_places.csv,
us:place:0610345,Campbell city,municipality,us,CA,0610345,,,,,"Campbell, CA|City of Campbell",us_places.csv,
us:place:0611040,Capitola city,municipality,us,CA,0611040,,,,,"Capitola, CA",us_places.csv,
us:place:0611194,Carlsbad city,municipality,us,CA,0611194,,,,,"Carlsbad, CA",us_places.csv,
us:place:0611446,Carpinteria city,municipality,us,CA,0611446,,,,,"City of Carpinteria, CA",us_places.csv,
us:place:0611530,Carson city,municipality,us,CA,0611530,,,,,"Carson|Carson, CA",us_places.csv,
us:place:0612048,Cathedral City city,municipality,us,CA,0612048,,,,,"Cathedral City, CA",us_places.csv,
us:place:0612524,Ceres city,municipality,us,CA,0612524,,,,,"Ceres, CA",us_places.csv,
us:place:0612552,Cerritos city,municipality,us,CA,0612552,,,,,"Cerritos, CA|City of Cerritos, CA",us_places.csv,
us:place:0613014,Chico city,municipality,us,CA,0613014,,,,,"City of Chico, CA",us_places.csv,
us:place:0613210,Chino city,municipality,us,CA,0613210,,,,,"City of Chino, CA",us_places.csv,
us:place:0613214,Chino Hills city,municipality,us,CA,0613214,,,,,"Chino Hills, CA|City of Chino Hills, CA",us_places.csv,
us:place:0613392,Chula Vista city,municipality,us,CA,0613392,,,,,"Chula Vista Public Comments|City of Chula Vista, CA",us_places.csv,
us:place:0613756,Claremont city,municipality,us,CA,0613756,,,,,"City of Claremont, CA",us_places.csv,
us:place:0613882,Clayton city,municipality,us,CA,0613882,,,,,Clayton CA,us_places.csv,
us:place:0613945,Clearlake city,municipality,us,CA,0613945,,,,,"City of Clearlake, CA|Clearlake, CA",us_places.csv,
us:place:0614190,Cloverdale city,municipality,us,CA,0614190,,,,,"Cloverdale, CA",us_places.csv,
us:place:0614218,Clovis city,municipality,us,CA,0614218,,,,,"Clovis, CA",us_places.csv,
us:place:0614260,Coachella city,municipality,us,CA,0614260,,,,,"Coachella, CA",us_places.csv,
us:place:0614736,Colma town,municipality,us,CA,0614736,,,,,"Colma, CA|Town of Colma, CA",us_places.csv,
us:place:0615044,Compton city,municipality,us,CA,0615044,,,,,"Compton, CA",us_places.csv,
us:place:0616000,Concord city,municipality,us,CA,0616000,,,,,"City of Concord|Concord|Concord, CA",us_places.csv,
us:place:0616350,Corona city,municipality,us,CA,0616350,,,,,"City of Corona|Corona|Corona, CA",us_places.csv,
us:place:0616462,Corte Madera town,municipality,us,CA,0616462,,,,,"Town of Corte Madera, CA",us_places.csv,
us:place:0616532,Costa Mesa city,municipality,us,CA,0616532,,,,,"City of Costa Mesa, CA",us_places.csv,
us:place:0616560,Cotati city,municipality,us,CA,0616560,,,,,"Cotati, CA",us_places.csv,
us:place:0617568,Culver City city,municipality,us,CA,0617568,,,,,"Culver City, CA",us_places.csv,
us:place:0617610,Cupertino city,municipality,us,CA,0617610,,,,,"City of Cupertino, CA|Cupertino, CA",us_places.csv,
us:place:0617750,Cypress city,municipality,us,CA,0617750,,,,,"Cypress, CA",us_places.csv,
us:place:0617918,Daly City city,municipality,us,CA,0617918,,,,,"Daly City, CA",us_places.csv,
us:place:0617988,Danville town,municipality,us,CA,0617988,,,,,"Danville, CA|Town of Danville, CA",us_places.csv,
us:place:0618100,Davis city,municipality,us,CA,0618100,,,,,"City of Davis|City of Davis, CA",us_places.csv,
us:place:0618996,Desert Hot Springs city,municipality,us,CA,0618996,,,,,"City of Desert Hot Springs, CA",us_places.csv,
us:place:0619192,Diamond Bar city,municipality,us,CA,0619192,,,,,"City of Diamond Bar, CA",us_places.csv,
us:place:0619402,Dixon city,municipality,us,CA,0619402,,,,,"City of Dixon|Dixon, CA",us_places.csv,
us:place:0619990,Duarte city,municipality,us,CA,0619990,,,,,"Duarte, CA",us_places.csv,
us:place:0620018,Dublin city,municipality,us,CA,0620018,,,,,"Dublin, CA",us_places.csv,
us:place:0620956,East Palo Alto city,municipality,us,CA,0620956,,,,,"City of East Palo Alto, CA|East Palo Alto, CA|Unknown Jurisdiction",us_places.csv,
us:place:0621712,El Cajon city,municipality,us,CA,0621712,,,,,"El Cajon, CA",us_places.csv,
us:place:0621796,El Cerrito city,municipality,us,CA,0621796,,,,,"City of El Cerrito, CA|El Cerrito, CA",us_places.csv,
us:place:0622020,Elk Grove city,municipality,us,CA,0622020,,,,,"City of Elk Grove, CA|Elk Grove, CA",us_places.csv,
us:place:0622230,El Monte city,municipality,us,CA,0622230,,,,,"City of El Monte, CA",us_places.csv,
us:place:0622412,El Segundo city,municipality,us,CA,0622412,,,,,"City of El Segundo, CA",us_places.csv,
us:place:0622594,Emeryville city,municipality,us,CA,0622594,,,,,"City of Emeryville, CA|Emeryville, CA",us_places.csv,
us:place:0622678,Encinitas city,municipality,us,CA,0622678,,,,,"City of Encinitas, CA",us_places.csv,
us:place:0622790,Escalon city,municipality,us,CA,0622790,,,,,"City of Escalon, CA|Escalon, CA",us_places.csv,
us:place:0623168,Fairfax town,municipality,us,CA,0623168,,,,,"Fairfax, CA|Town of Fairfax, CA",us_places.csv,
us:place:0623616,Farmersville city,municipality,us,CA,0623616,,,,,Farmersville,us_places.csv,
us:place:0624638,Folsom city,municipality,us,CA,0624638,,,,,City of Folsom,us_places.csv,
us:place:0624680,Fontana city,municipality,us,CA,0624680,,,,,Fontana,us_places.csv,
us:place:0625058,Fort Bragg city,municipality,us,CA,0625058,,,,,"City of Fort Bragg, CA",us_places.csv,
us:place:0625338,Foster City city,municipality,us,CA,0625338,,,,,"Foster City, CA",us_places.csv,
us:place:0625380,Fountain Valley city,municipality,us,CA,0625380,,,,,"City of Fountain Valley, CA|Fountain Valley, CA",us_places.csv,
us:place:0627000,Fresno city,municipality,us,CA,0627000,,,,,"City of Fresno, CA",us_places.csv,
us:place:0628112,Galt city,municipality,us,CA,0628112,,,,,"City of Galt, CA",us_places.csv,
us:place:0629504,Gilroy city,municipality,us,CA,0629504,,,,,"Gilroy, CA",us_places.csv,
us:place:0630000,Glendale city,municipality,us,CA,0630000,,,,,"City of Glendale, CA",us_places.csv,
us:place:0630014,Glendora city,municipality,us,CA,0630014,,,,,"City of Glendora|Glendora|Glendora, CA",us_places.csv,
us:place:0630378,Goleta city,municipality,us,CA,0630378,,,,,"City of Goleta, CA",us_places.csv,
us:place:0630392,Gonzales city,municipality,us,CA,0630392,,,,,City of Gonzales,us_places.csv,
us:place:0630658,Grand Terrace city,municipality,us,CA,0630658,,,,,"City of Grand Terrace, CA|Grand Terrace, CA",us_places.csv,
us:place:0631708,Half Moon Bay city,municipality,us,CA,0631708,,,,,"City of Half Moon Bay|Half Moon Bay, CA",us_places.csv,
us:place:0631960,Hanford city,municipality,us,CA,0631960,,,,,"Hanford, CA",us_places.csv,
us:place:0632506,Hawaiian Gardens city,municipality,us,CA,0632506,,,,,"City of Hawaiian Gardens, CA",us_places.csv,
us:place:0632548,Hawthorne city,municipality,us,CA,0632548,,,,,"City of Hawthorne, CA",us_places.csv,
us:place:0633000,Hayward city,municipality,us,CA,0633000,,,,,"Hayward|Hayward, CA",us_places.csv,
us:place:0633056,Healdsburg city,municipality,us,CA,0633056,,,,,"City of Healdsburg, CA|Healdsburg, CA",us_places.csv,
us:place:0633308,Hercules city,municipality,us,CA,0633308,,,,,"City of Hercules, CA|Hercules, CA",us_places.csv,
us:place:0633364,Hermosa Beach city,municipality,us,CA,0633364,,,,,"City of Hermosa Beach, CA",us_places.csv,
us:place:0633434,Hesperia city,municipality,us,CA,0633434,,,,,City of Hesperia,us_places.csv,
us:place:0633588,Highland city,municipality,us,CA,0633588,,,,,"Highland, CA",us_places.csv,
us:place:0634120,Hollister city,municipality,us,CA,0634120,,,,,"City of Hollister, CA|Hollister, CA",us_places.csv,
us:place:0636000,Huntington Beach city,municipality,us,CA,0636000,,,,,"City of Huntington Beach, CA",us_places.csv,
us:place:0636294,Imperial Beach city,municipality,us,CA,0636294,,,,,"City of Imperial Beach, CA",us_places.csv,
us:place:0636434,Indian Wells city,municipality,us,CA,0636434,,,,,"City of Indian Wells, CA",us_places.csv,
us:place:0636448,Indio city,municipality,us,CA,0636448,,,,,"City of Indio, CA|Indio, CA",us_places.csv,
us:place:0636546,Inglewood city,municipality,us,CA,0636546,,,,,"Inglewood, CA",us_places.csv,
us:place:0637692,Jurupa Valley city,municipality,us,CA,0637692,,,,,"Jurupa Valley, CA",us_places.csv,
us:place:0639122,Lafayette city,municipality,us,CA,0639122,,,,,"City of Lafayette|Lafayette, CA",us_places.csv,
us:place:0639178,Laguna Beach city,municipality,us,CA,0639178,,,,,"City of Laguna Beach, CA",us_places.csv,
us:place:0639220,Laguna Hills city,municipality,us,CA,0639220,,,,,"Laguna Hills, CA",us_places.csv,
us:place:0639259,Laguna Woods city,municipality,us,CA,0639259,,,,,"Laguna Woods, CA",us_places.csv,
us:place:0639290,La Habra city,municipality,us,CA,0639290,,,,,"La Habra, CA",us_places.csv,
us:place:0639304,La Habra Heights city,municipality,us,CA,0639304,,,,,"City of La Habra Heights, CA",us_places.csv,
us:place:0639486,Lake Elsinore city,municipality,us,CA,0639486,,,,,"City of Lake Elsinore, CA|Lake Elsinore, CA",us_places.csv,
us:place:0640004,La Mesa city,municipality,us,CA,0640004,,,,,"La Mesa, CA",us_places.csv,
us:place:0640032,La Mirada city,municipality,us,CA,0640032,,,,,"City of La Mirada, CA",us_places.csv,
us:place:0640130,Lancaster city,municipality,us,CA,0640130,,,,,"Lancaster, CA",us_places.csv,
us:place:0640256,La Palma city,municipality,us,CA,0640256,,,,,"La Palma, CA",us_places.csv,
us:place:0640340,La Puente city,municipality,us,CA,0640340,,,,,"City of La Puente, CA",us_places.csv,
us:place:0640354,La Quinta city,municipality,us,CA,0640354,,,,,"La|La Quinta, CA",us_places.csv,
us:place:0640830,La Verne city,municipality,us,CA,0640830,,,,,"La Verne, CA",us_places.csv,
us:place:0641474,Lincoln city,municipality,us,CA,0641474,,,,,"City of Lincoln, CA",us_places.csv,
us:place:0641936,Live Oak city,municipality,us,CA,0641936,,,,,"City of Live Oak, CA",us_places.csv,
us:place:0641992,Livermore city,municipality,us,CA,0641992,,,,,"Livermore, CA",us_places.csv,
us:place:0642202,Lodi city,municipality,us,CA,0642202,,,,,"City of Lodi|City of Lodi, CA",us_places.csv,
us:place:0643000,Long Beach city,municipality,us,CA,0643000,,,,,"City of Long Beach, CA|Long Beach, CA",us_places.csv,
us:place:0643224,Los Alamitos city,municipality,us,CA,0643224,,,,,"Los Alamitos, CA",us_places.csv,
us:place:0643280,Los Altos city,municipality,us,CA,0643280,,,,,"City of Los Altos, CA|Los Altos, CA",us_places.csv,
us:place:0643294,Los Altos Hills town,municipality,us,CA,0643294,,,,,"LOS ALTOS HILLS, CA|Los Altos Hills, CA",us_places.csv,
us:place:0644000,Los Angeles city,municipality,us,CA,0644000,,,,,"City of Los Angeles, CA|Los Angeles, CA",us_places.csv,
us:place:0644112,Los Gatos town,municipality,us,CA,0644112,,,,,"Los Gatos, CA|Town of Los Gatos, CA",us_places.csv,
us:place:0645246,Malibu city,municipality,us,CA,0645246,,,,,"City of Malibu, CA|Malibu, CA",us_places.csv,
us:place:0645358,Mammoth Lakes town,municipality,us,CA,0645358,,,,,"City of Mammoth Lakes, CA|Town of Mammoth Lakes, CA",us_places.csv,
us:place:0645400,Manhattan Beach city,municipality,us,CA,0645400,,,,,"City of Manhattan Beach|Manhattan Beach, CA",us_places.csv,
us:place:0645484,Manteca city,municipality,us,CA,0645484,,,,,"City of Manteca, CA",us_places.csv,
us:place:0646114,Martinez city,municipality,us,CA,0646114,,,,,"City of Martinez, CA|Martinez, CA",us_places.csv,
us:place:0646170,Marysville city,municipality,us,CA,0646170,,,,,"City of Marysville, CA",us_places.csv,
us:place:0646842,Menifee city,municipality,us,CA,0646842,,,,,"City of Menifee, CA|Menifee, CA",us_places.csv,
us:place:0646870,Menlo Park city,municipality,us,CA,0646870,,,,,"City of Menlo Park, CA|Menlo Park, CA",us_places.csv,
us:place:0646898,Merced city,municipality,us,CA,0646898,,,,,"City of Merced, CA",us_places.csv,
us:place:0647486,Millbrae city,municipality,us,CA,0647486,,,,,"Millbrae, CA",us_places.csv,
us:place:0647710,Mill Valley city,municipality,us,CA,0647710,,,,,"City of Mill Valley, CA|Mill Valley, CA",us_places.csv,
us:place:0647766,Milpitas city,municipality,us,CA,0647766,,,,,"Milpitas, CA",us_places.csv,
us:place:0648256,Mission Viejo city,municipality,us,CA,0648256,,,,,"City of Mission Viejo, CA|Mission Viejo, CA",us_places.csv,
us:place:0648354,Modesto city,municipality,us,CA,0648354,,,,,"Modesto, CA",us_places.csv,
us:place:0648788,Montclair city,municipality,us,CA,0648788,,,,,"Montclair, CA",us_places.csv,
us:place:0648872,Monterey city,municipality,us,CA,0648872,,,,,"Monterey, CA",us_places.csv,
us:place:0648914,Monterey Park city,municipality,us,CA,0648914,,,,,"City of Monterey Park, CA",us_places.csv,
us:place:0648956,Monte Sereno city,municipality,us,CA,0648956,,,,,"City of Monte Sereno, CA|Monte Sereno, CA",us_places.csv,
us:place:0649138,Moorpark city,municipality,us,CA,0649138,,,,,"City of Moorpark, CA",us_places.csv,
us:place:0649187,Moraga town,municipality,us,CA,0649187,,,,,"Moraga, CA|Town of Moraga, CA",us_places.csv,
us:place:0649270,Moreno Valley city,municipality,us,CA,0649270,,,,,"City of Moreno Valley, CA|Moreno Valley, CA",us_places.csv,
us:place:0649278,Morgan Hill city,municipality,us,CA,0649278,,,,,"City of Morgan Hill, CA|MORGAN HILL, CA - California|Morgan Hill, CA",us_places.csv,
us:place:0649362,Morro Bay city,municipality,us,CA,0649362,,,,,"City of Morro Bay, CA|Morro Bay, CA",us_places.csv,
us:place:0649670,Mountain View city,municipality,us,CA,0649670,,,,,"City of Mountain View, CA|Mountain View|Mountain View, CA",us_places.csv,
us:place:0650076,Murrieta city,municipality,us,CA,0650076,,,,,"City of Murrieta, CA",us_places.csv,
us:place:0650258,Napa city,municipality,us,CA,0650258,,,,,"City of Napa, CA|Napa, CA",us_places.csv,
us:place:0650398,National City city,municipality,us,CA,0650398,,,,,"National City, CA",us_places.csv,
us:place:0650734,Needles city,municipality,us,CA,0650734,,,,,"Needles, CA",us_places.csv,
us:place:0650874,Nevada City city,municipality,us,CA,0650874,,,,,"County of Nevada|Nevada City, CA|Nevada County",us_places.csv,
us:place:0650916,Newark city,municipality,us,CA,0650916,,,,,"Newark, CA",us_places.csv,
us:place:0651182,Newport Beach city,municipality,us,CA,0651182,,,,,"Newport Beach, CA",us_places.csv,
us:place:0651560,Norco city,municipality,us,CA,0651560,,,,,"City of Norco, CA",us_places.csv,
us:place:0652582,Novato city,municipality,us,CA,0652582,,,,,"City of Novato, CA|Novato, CA",us_places.csv,
us:place:0653000,Oakland city,municipality,us,CA,0653000,,,,,"City of Oakland, CA|Oakland, CA",us_places.csv,
us:place:0653070,Oakley city,municipality,us,CA,0653070,,,,,"City of Oakley, CA|Oakley, CA",us_places.csv,
us:place:0653476,Ojai city,municipality,us,CA,0653476,,,,,"Ojai, CA",us_places.csv,
us:place:0653980,Orange city,municipality,us,CA,0653980,,,,,City of Orange,us_places.csv,
