geoid,name,state,level
2700103,Clearbrook-Gonvick School District,MN,unified
2700104,West Central Area,MN,unified
2700105,Belgrade-Brooten-Elrosa Public School District,MN,unified
2700106,A.C.G.C. Public School District,MN,unified
2700107,Greenbush-Middle River School District,MN,unified
2700108,Pipestone Area School District,MN,unified
2700109,Long Prairie-Grey Eagle School District,MN,unified
2700110,Cedar Mountain School District,MN,unified
2700123,Howard Lake-Waverly-Winsted,MN,unified
2700124,Fairmont Area School District,MN,unified
2700125,Lac Qui Parle Valley School District,MN,unified
2700127,Stephen-Argyle Central Schools,MN,unified
2700128,Glencoe-Silver Lake School District,MN,unified
2700130,Blue Earth Area Public Schools,MN,unified
2700132,Red Rock Central School District,MN,unified
2700148,Glenville-Emmons School District,MN,unified
2700150,Clinton-Graceville-Beardsley,MN,unified
2700162,Lake Park Audubon School District,MN,unified
2700163,Renville County West School District,MN,unified
2700182,Redwood Area School District,MN,unified
2700183,Westbrook-Walnut Grove Schools,MN,unified
2700231,Jackson County Central School District,MN,unified
2700287,Plainview-Elgin-Millville,MN,unified
2700294,RTR Public Schools,MN,unified
2700326,Tracy Area Public School District,MN,unified
2700328,Ortonville Public Schools,MN,unified
2700379,Tri-City United School District,MN,unified
2700382,Brandon-Evansville Public Schools,MN,unified
2700383,Morris Area Public Schools,MN,unified
2700385,Red Lake County Central Public Schools,MN,unified
2700388,Round Lake-Brewster Public Schools,MN,elementary
2700466,Rock Ridge Public Schools,MN,unified
2700480,Ada-Borup-West Public Schools,MN,unified
2702640,Lester Prairie Public School District,MN,unified
2702720,Southland Public School District,MN,unified
2702730,Adrian Public School District,MN,unified
2702760,Aitkin Public School District,MN,unified
2702910,Walker-Hackensack-Akeley School District,MN,unified
2702930,Albany Public School District,MN,unified
2702970,Albert Lea Public School District,MN,unified
2703030,Alden-Conger Public School District,MN,unified
2703060,Alexandria Public School District,MN,unified
2703150,Annandale Public School District,MN,unified
2703180,Anoka-Hennepin Public School District,MN,unified
2703300,Ashby Public School District,MN,unified
2703450,Austin Public School District,MN,unified
2703540,Badger Public School District,MN,unified
2703570,Bagley Public School District,MN,unified
2703660,Barnesville Public School District,MN,unified
2703690,Barnum Public School District,MN,unified
2703750,Battle Lake Public School District,MN,unified
2703870,Becker Public School District,MN,unified
2704050,Belle Plaine Public School District,MN,unified
2704440,Bemidji Public School District,MN,unified
2704470,Benson Public School District,MN,unified
2705430,Bertha-Hewitt Public School District,MN,unified
2705460,Big Lake Public School District,MN,unified
2705660,Bird Island-Olivia-Lake Lillian Public School District,MN,unified
2705730,Blackduck Public School District,MN,unified
2705760,Blooming Prairie Public School District,MN,unified
2705790,Bloomington Public School District,MN,unified
2706060,Braham Public School District,MN,unified
2706090,Brainerd Public School District,MN,unified
2706150,Breckenridge Public School District,MN,unified
2706240,Brooklyn Center School District,MN,unified
2706300,Browerville Public School District,MN,unified
2707110,Browns Valley Public School District,MN,elementary
2707200,Buffalo-Hanover-Montrose Public Schools,MN,unified
2707290,Burnsville-Eagan-Savage School District,MN,unified
2707320,Butterfield-Odin Public School District,MN,unified
2707350,Byron Public School District,MN,unified
2707380,Caledonia Public School District,MN,unified
2707410,Cambridge-Isanti Public School District,MN,unified
2707450,Campbell-Tintah Public School District,MN,unified
2707470,Canby Public School District,MN,unified
2707500,Cannon Falls Public School District,MN,unified
2707590,Carlton Public School District,MN,unified
2708070,Cass Lake-Bena Public Schools,MN,unified
2708100,Centennial Public School District,MN,unified
2708190,Eastern Carver County Public Schools,MN,unified
2708220,Chatfield Public Schools,MN,unified
2708880,Franconia Public School District,MN,unified
2708910,Chisholm Public School District,MN,unified
2708940,Chokio-Alberta Public School District,MN,unified
2709330,Cleveland Public School District,MN,unified
2709360,Climax-Shelly Public Schools,MN,unified
2709420,Cloquet Public School District,MN,unified
2709440,Rocori Public School District,MN,unified
2709480,Greenway Public School District,MN,unified
2709510,Columbia Heights Public School District,MN,unified
2709540,Comfrey Public School District,MN,unified
2709690,Cromwell-Wright Public Schools,MN,unified
2709720,Crookston Public School District,MN,unified
2709750,Crosby-Ironton Public School District,MN,unified
2710060,Dassel-Cokato Public School District,MN,unified
2710090,Dawson-Boyd Public School District,MN,unified
2710140,Deer River Public School District,MN,unified
2710170,Delano Public School District,MN,unified
2710230,Detroit Lakes Public School District,MN,unified
2710260,Dilworth-Glyndon-Felton,MN,unified
2711010,Dover-Eyota Public School District,MN,unified
2711040,Duluth Public School District,MN,unified
2711085,East Central School District,MN,unified
2711130,East Grand Forks Public School District,MN,unified
2711190,Eden Valley-Watkins School District,MN,unified
2711220,Edgerton Public School District,MN,unified
2711250,Edina Public School District,MN,unified
2711370,Elk River School District,MN,unified
2711460,Ellsworth Public School District,MN,unified
2711520,Ely Public School District,MN,unified
2711670,Minnetonka Public School District,MN,unified
2711760,Faribault Public School District,MN,unified
2711820,Farmington Public School District,MN,unified
2711880,Fergus Falls Public School District,MN,unified
2711910,Fertile-Beltrami School District,MN,unified
2712180,Fisher Public School District,MN,unified
2712210,Floodwood Public School District,MN,unified
2712240,Foley Public School District,MN,unified
2712270,Forest Lake Public School District,MN,unified
2712300,Fosston Public School District,MN,unified
2712360,Frazee-Vergas Public School District,MN,unified
2712420,Fridley Public School District,MN,unified
2712480,Fulda Public School District,MN,unified
2712580,G.F.W.,MN,unified
2712900,Goodhue Public School District,MN,unified
2713020,Goodridge Public School District,MN,unified
2713040,Granada-Huntley-East Chain,MN,unified
2713110,Cook County Public Schools,MN,unified
2713140,Grand Meadow Public School District,MN,unified
2713170,Grand Rapids Public School District,MN,unified
2713380,Hancock Public School District,MN,unified
2713530,Hastings Public School District,MN,unified
2713560,Hawley Public School District,MN,unified
2713590,Hayfield Public School District,MN,unified
2713680,Hendricks Public School District,MN,unified
2713860,Henning Public School District,MN,unified
2713890,Herman-Norcross School District,MN,unified
2713920,Hermantown Public School District,MN,unified
2713930,Heron Lake-Okabena School District,MN,unified
2713980,Hibbing Public School District,MN,unified
2714010,Hill City Public School District,MN,unified
2714040,Hills-Beaver Creek School District,MN,unified
2714070,Hinckley-Finlayson School District,MN,unified
2714190,Holdingford Public School District,MN,unified
2714220,Eden Prairie Public School District,MN,unified
2714260,Hopkins Public School District,MN,unified
2714280,Houston Public School District,MN,unified
2714970,Hutchinson Public School District,MN,unified
2715000,International Falls School District,MN,unified
2715030,Inver Grove Heights Schools,MN,unified
2715510,Isle Public School District,MN,unified
2715540,Ivanhoe Public School District,MN,elementary
2715750,Jordan Public School District,MN,unified
2716830,Prinsburg Public School District,MN,unified
2716980,Kasson-Mantorville School District,MN,unified
2717010,Kelliher Public School District,MN,unified
2717100,Kenyon-Wanamingo School District,MN,unified
2717120,Kerkhoven-Murdock-Sunburg,MN,unified
2717220,Kimball Public School District,MN,unified
2717250,La Crescent-Hokah School District,MN,unified
2717460,Lake Benton Public School District,MN,unified
2717520,Lake City Public School District,MN,unified
2717570,Lake of the Woods School District,MN,unified
2717780,Lakeville Public School District,MN,unified
2717880,Lancaster Public School District,MN,unified
2717910,Lanesboro Public School District,MN,unified
2717940,Laporte Public School District,MN,unified
2718060,LeRoy-Ostrander Public Schools,MN,unified
2718070,Le Sueur-Henderson School District,MN,unified
2718090,Lewiston-Altura Public School District,MN,unified
2718210,Litchfield Public School District,MN,unified
2718240,Little Falls Public School District,MN,unified
2718270,Littlefork-Big Falls School District,MN,unified
2718330,Luverne Public School District,MN,unified
2718360,Lyle Public School District,MN,unified
2718390,Lynd Public School District,MN,elementary
2718540,Mabel-Canton Public School District,MN,unified
2718570,Madelia Public School District,MN,unified
2718660,Mahnomen Public School District,MN,unified
2718750,Mahtomedi Public School District,MN,unified
2718780,Mankato Public School District,MN,unified
2718810,Maple Lake Public School District,MN,unified
2718920,Grygla Public School District,MN,unified
2718940,Marshall Public School District,MN,unified
2718960,Martin County West School District,MN,unified
2719170,McGregor Public School District,MN,unified
2719320,Medford Public School District,MN,unified
2720550,Melrose Public School District,MN,unified
2720580,Menahga Public School District,MN,unified
2720670,Milaca Public School District,MN,unified
2721210,Milroy Public School District,MN,elementary
2721240,Minneapolis Public School District,MN,unified
2721270,Minneota Public School District,MN,unified
2721320,Montevideo Public School District,MN,unified
2721390,Monticello Public School District,MN,unified
2721420,Moorhead Public School District,MN,unified
2721450,Moose Lake Public School District,MN,unified
2721480,Mora Public School District,MN,unified
2722920,Westonka Public School District,MN,unified
2722950,Mounds View Public School District,MN,unified
2723010,Mountain Lake Public Schools,MN,unified
2723310,Nashwauk-Keewatin School District,MN,unified
2723370,Nevis Public School District,MN,unified
2723400,New London-Spicer School District,MN,unified
2723430,New Prague Area Schools,MN,unified
2723490,New Ulm Public School District,MN,unified
2723520,New York Mills Public School District,MN,unified
2723550,Marshall County Central Schools,MN,unified
2723580,Nicollet Public School District,MN,unified
2723820,North Branch Public Schools,MN,unified
2723850,North St. Paul-Maplewood-Oakdale School District,MN,unified
2723880,Northfield Public School District,MN,unified
2723910,Central Public School District,MN,unified
2723970,Ogilvie Public School District,MN,unified
2725050,Onamia Public School District,MN,unified
2725080,Orono Public School District,MN,unified
2725140,Osakis Public School District,MN,unified
2725200,Osseo Public School District,MN,unified
2727001,Park Rapids Public School District in Pine Point (9-12),MN,secondary
2728050,Owatonna Public School District,MN,unified
2728080,Park Rapids Public School District,MN,unified
2728110,Parkers Prairie Public School District,MN,unified
2728140,Paynesville Public School District,MN,unified
2728170,Pelican Rapids Public School District,MN,unified
2728200,Pequot Lakes Public Schools,MN,unified
2728230,Perham-Dent Public School District,MN,unified
2728290,Rushford-Peterson Public Schools,MN,unified
2728320,Pierz Public School District,MN,unified
2728350,Pillager Public School District,MN,unified
2728380,Pine City Public School District,MN,unified
2728950,Pine Island Public School District,MN,unified
2728960,Pine Point Public School District,MN,elementary
2728970,Pine River-Backus Public School District,MN,unified
2730030,Princeton Public School District,MN,unified
2730060,Prior Lake-Savage Area Schools,MN,unified
2730090,Proctor Public School District,MN,unified
2730150,Randolph Public School District,MN,unified
2730450,Red Lake Falls Public School District,MN,unified
2730480,Red Wing Public School District,MN,unified
2730510,Red Lake Public School District,MN,unified
2730870,Northland Community Schools,MN,unified
2731750,Richfield Public School District,MN,unified
2731780,Robbinsdale Public School District,MN,unified
2731800,Rochester Public School District,MN,unified
2732070,Rockford Public School District,MN,unified
2732250,Roseau Public School District,MN,unified
2732390,Rosemount-Apple Valley-Eagan,MN,unified
2732430,Roseville Public School District,MN,unified
2732460,Rothsay Public School District,MN,unified
2732520,Royalton Public School District,MN,unified
2732550,Rush City Public School District,MN,unified
2732700,South Koochiching School District,MN,unified
2732820,Sartell-St. Stephen School District,MN,unified
2732850,Sauk Centre Public School District,MN,unified
2732880,Sauk Rapids-Rice Public Schools,MN,unified
2732970,Sebeka Public School District,MN,unified
2733000,Shakopee Public School District,MN,unified
2733210,Sleepy Eye Public School District,MN,unified
2733270,South St. Paul Public School District,MN,unified
2733300,Spring Grove School District,MN,unified
2733330,Spring Lake Park Public Schools,MN,unified
2733390,Springfield Public School District,MN,unified
2733420,St. Anthony-New Brighton Schools,MN,unified
2733450,St. Charles Public School District,MN,unified
2733480,St. Clair Public School District,MN,unified
2733510,St. Cloud Public School District,MN,unified
2733540,St. Francis Area Schools,MN,unified
2733600,St. James Public School District,MN,unified
2733720,Nett Lake Public School District,MN,elementary
2733780,St. Louis Park Public School District,MN,unified
2733790,St. Michael-Albertville School District,MN,unified
2733810,South Washington County School District,MN,unified
2733840,St. Paul Public School District,MN,unified
2733870,St. Peter Public School District,MN,unified
2733900,Staples-Motley School District,MN,unified
2738160,Stewartville Public School District,MN,unified
2738190,Stillwater Area Public School District,MN,unified
2738280,Swanville Public School District,MN,unified
2738850,Thief River Falls School District,MN,unified
2738880,Esko Public School District,MN,unified
2740665,Triton School District,MN,unified
2740680,Truman Public School District,MN,unified
2740740,Lake Superior Public School District,MN,unified
2740810,Ulen-Hitterdal Public School District,MN,unified
2740830,Underwood Public School District,MN,unified
2740860,Upsala Public School District,MN,unified
2740920,Verndale Public School District,MN,unified
2741060,Wabasha-Kellogg Public School District,MN,unified
2741430,Wabasso Public School District,MN,unified
2741460,Waconia Public School District,MN,unified
2741850,Warroad Public School District,MN,unified
2741880,Waseca Public School District,MN,unified
2741910,Watertown-Mayer Public School District,MN,unified
2742120,Waubun-Ogema-White Earth Public Schools,MN,unified
2742160,Wayzata Public School District,MN,unified
2742270,West St. Paul-Mendota Heights-Eagan,MN,unified
2742330,Wheaton Area Public School District,MN,unified
2742360,White Bear Lake School District,MN,unified
2742720,Willmar Public School District,MN,unified
2742750,Willow River Public School District,MN,unified
2742780,Windom Public School District,MN,unified
2744070,Winona Area Public School District,MN,unified
2744160,Worthington Public School District,MN,unified
2744190,Wrenshall Public School District,MN,unified
2745735,Zumbrota-Mazeppa School District,MN,unified
2791445,Lake Crystal-Wellcome Memorial,MN,unified
2791446,Tri-County School District,MN,unified
2791447,Kittson Central School District,MN,unified
2791449,Win-E-Mac School District,MN,unified
2791450,Mesabi East School District,MN,unified
2791451,Janesville-Waldorf-Pemberton,MN,unified
2799997,School District Not Defined,MN,unified
2800185,West Bolivar Consolidated School District,MS,unified
2800186,North Bolivar Consolidated School District,MS,unified
2800187,Sunflower County Consolidated School District,MS,unified
2800189,Starkville Oktibbeha Consolidated School District,MS,unified
2800191,West Point Consolidated School District,MS,unified
2800195,Holmes County Consolidated School District,MS,unified
2800196,Winona-Montgomery County Consolidated School District,MS,unified
2800198,Greenwood-Leflore Consolidated School District,MS,unified
2800200,Chickasaw County School District,MS,unified
2800360,Aberdeen School District,MS,unified
2800390,Alcorn School District,MS,unified
2800420,Amite County School District,MS,unified
2800450,Amory School District,MS,unified
2800510,Attala County School District,MS,unified
2800540,Baldwyn School District,MS,unified
2800570,Bay St. Louis-Waveland School District,MS,unified
2800600,Benton County School District,MS,unified
2800630,Biloxi Public School District,MS,unified
2800750,Cleveland School District,MS,unified
2800820,Booneville School District,MS,unified
2800840,Brookhaven School District,MS,unified
2800870,Calhoun County School District,MS,unified
2800900,Canton Public School District,MS,unified
2800930,Carroll County School District,MS,unified
2800990,Choctaw County School District,MS,unified
2801020,Claiborne County School District,MS,unified
2801050,Clarksdale Municipal School District,MS,unified
2801090,Clinton Public School District,MS,unified
2801110,Coahoma County School District,MS,unified
2801140,Coffeeville School District,MS,unified
2801170,Columbia School District,MS,unified
2801200,Columbus Municipal School District,MS,unified
2801220,Copiah County School District,MS,unified
2801260,Corinth School District,MS,unified
2801290,Covington County School District,MS,unified
2801320,DeSoto County School District,MS,unified
2801380,East Jasper School District,MS,unified
2801410,East Tallahatchie School District,MS,unified
2801440,Enterprise School District,MS,unified
2801470,Forest Municipal School District,MS,unified
2801490,Forrest County Schools,MS,unified
2801530,Franklin County School District,MS,unified
2801560,George County School District,MS,unified
2801590,Greene County School District,MS,unified
2801620,Greenville Public School District,MS,unified
2801680,Grenada School District,MS,unified
2801710,Gulfport School District,MS,unified
2801740,Hancock County School District,MS,unified
2801770,Harrison County School District,MS,unified
2801800,Hattiesburg Public School District,MS,unified
2801830,Hazlehurst City School District,MS,unified
2801860,Hinds County School District,MS,unified
2801890,Hollandale School District,MS,unified
2801950,Holly Springs School District,MS,unified
2802040,Humphreys County School District,MS,unified
2802100,Itawamba County School District,MS,unified
2802160,Jackson County School District,MS,unified
2802190,Jackson Public School District,MS,unified
2802220,Jefferson County School District,MS,unified
2802250,Jefferson Davis County School District,MS,unified
2802280,Jones County School District,MS,unified
2802310,Kemper County School District,MS,unified
2802340,Kosciusko School District,MS,unified
2802370,Lafayette County School District,MS,unified
2802400,Lamar County School District,MS,unified
2802430,Lauderdale County School District,MS,unified
2802460,Laurel School District,MS,unified
2802490,Lawrence County School District,MS,unified
2802520,Leake County School District,MS,unified
2802550,Lee County School District,MS,unified
2802610,Leland School District,MS,unified
2802640,Lincoln County School District,MS,unified
2802670,Long Beach School District,MS,unified
2802700,Louisville Municipal School District,MS,unified
2802730,Lowndes County School District,MS,unified
2802790,Madison County School District,MS,unified
2802820,Marion County School District,MS,unified
2802850,Marshall County School District,MS,unified
2802880,McComb School District,MS,unified
2802910,Meridian Public School District,MS,unified
2802940,Monroe County School District,MS,unified
2803000,Moss Point School District,MS,unified
2803030,Natchez-Adams School District,MS,unified
2803060,Neshoba County School District,MS,unified
2803090,Nettleton School District,MS,unified
2803120,New Albany Public Schools,MS,unified
2803150,Newton County School District,MS,unified
2803180,Newton Municipal School,MS,unified
2803210,North Panola School District,MS,unified
2803240,North Pike School District,MS,unified
2803270,North Tippah School District,MS,unified
2803300,Noxubee County School District,MS,unified
2803360,Ocean Springs School District,MS,unified
2803390,Okolona Separate School District,MS,unified
2803450,Oxford School District,MS,unified
2803480,Pascagoula-Gautier School District,MS,unified
2803510,Pass Christian Public School District,MS,unified
2803520,Pearl Public School District,MS,unified
2803530,Petal School District,MS,unified
2803540,Pearl River County School District,MS,unified
2803570,Perry County Schools,MS,unified
2803600,Philadelphia Public School District,MS,unified
2803630,Picayune School District,MS,unified
2803660,Pontotoc County Schools,MS,unified
2803690,Pontotoc City Schools,MS,unified
2803720,Poplarville Separate School District,MS,unified
2803750,Prentiss County School District,MS,unified
2803780,Quitman School District,MS,unified
2803810,Quitman County School District,MS,unified
2803830,Rankin County School District,MS,unified
2803870,Richton School District,MS,unified
2803900,Scott County School District,MS,unified
2803930,Senatobia Municipal School District,MS,unified
2803960,South Delta School District,MS,unified
2803990,Simpson County School District,MS,unified
2804020,Smith County School District,MS,unified
2804050,South Panola School District,MS,unified
2804080,South Pike School District,MS,unified
2804110,South Tippah School District,MS,unified
2804170,Stone County School District,MS,unified
2804230,Tate County School District,MS,unified
2804260,Tishomingo County Schools,MS,unified
2804290,Tunica County School District,MS,unified
2804320,Tupelo Public School District,MS,unified
2804350,Union County School District,MS,unified
2804380,Union Public School District,MS,unified
2804440,Walthall County School District,MS,unified
2804470,Vicksburg Warren School District,MS,unified
2804500,Water Valley School District,MS,unified
2804530,Wayne County School District,MS,unified
2804560,Webster County School District,MS,unified
2804590,West Jasper School District,MS,unified
2804650,West Tallahatchie School,MS,unified
2804680,Western Line School District,MS,unified
2804710,Wilkinson County School District,MS,unified
2804770,Yazoo City Municipal School District,MS,unified
2804800,Yazoo County School District,MS,unified
2900001,Maries County R-II School District,MO,unified
2900002,South Harrison County R-II School District,MO,unified
2900003,Portageville School District,MO,unified
2900004,New Madrid County R-I School District,MO,unified
2901000,Columbia 93 School District,MO,unified
2902850,Adrian R-III School District,MO,unified
2902880,Advance R-IV School District,MO,unified
2902910,Affton 101 School District,MO,unified
2902970,Albany R-III School District,MO,unified
2903000,Santa Fe R-X School District,MO,unified
2903040,Altenburg 48 School District,MO,elementary
2903060,Alton R-IV School District,MO,unified
2903120,Appleton City R-II School District,MO,unified
2903150,Arcadia Valley R-II School District,MO,unified
2903200,Archie R-V School District,MO,unified
2903270,Ash Grove R-IV School District,MO,unified
2903480,Atlanta C-3 Schools,MO,unified
2904020,Aurora R-VIII School District,MO,unified
2904050,Ava R-I School District,MO,unified
2904080,Avenue City R-IX School District,MO,elementary
2904110,Avilla R-XIII School District,MO,elementary
2904140,Bakersfield R-IV School District,MO,unified
2904170,Ballard R-II School District,MO,unified
2904500,Bayless School District,MO,unified
2904530,Bell City R-II School District,MO,unified
2904590,Belleview R-III School District,MO,elementary
2904620,Belton 124 School District,MO,unified
2904890,Scott County R-IV School District,MO,unified
2904950,Bernie R-XIII School District,MO,unified
2904980,Bevier C-4 School District,MO,unified
2905070,Billings R-IV School District,MO,unified
2905130,Bismarck R-V School District,MO,unified
2905190,Blackwater R-II School District,MO,elementary
2905250,Bloomfield R-XIV School District,MO,unified
2905280,Blue Eye R-V School District,MO,unified
2905310,Blue Springs R-IV School District,MO,unified
2905370,Bolivar R-I School District,MO,unified
2905400,Boncl R-X School District,MO,elementary
2905430,North St. Francis County R-I School District,MO,unified
2905580,Boonville R-I School District,MO,unified
2905610,Bosworth R-V School District,MO,unified
2905640,Crawford County R-I School District,MO,unified
2905660,Bowling Green R-I School District,MO,unified
2905700,Bradleyville R-I School District,MO,unified
2905730,Delta C-7 School District,MO,unified
2905760,Branson R-IV School District,MO,unified
2905790,Adair County R-II School District,MO,unified
2905820,Braymer C-4 School District,MO,unified
2905850,Breckenridge R-I School District,MO,unified
2905880,Brentwood School District,MO,unified
2905910,Bronaugh R-VII School District,MO,unified
2905940,Brookfield R-III School District,MO,unified
2906000,Linn County R-I School District,MO,unified
2906030,Brunswick R-II School District,MO,unified
2906090,Bucklin R-II School District,MO,unified
2906120,Dallas County R-I School District,MO,unified
2906150,Cooper County R-IV School District,MO,unified
2906170,Bunker R-III School District,MO,unified
2906360,Butler R-V School District,MO,unified
2906430,Cabool R-IV School District,MO,unified
2906450,Cainsville R-I School District,MO,unified
2906480,Calhoun R-VIII School District,MO,unified
2906510,Moniteau County R-I School District,MO,unified
2906540,Callao C-8 School District,MO,elementary
2906990,Camdenton R-III School District,MO,unified
2907020,Cameron R-I School District,MO,unified
2907050,Campbell R-II School District,MO,unified
2907080,Canton R-V School District,MO,unified
2907120,Cape Girardeau 63 School District,MO,unified
2907320,Nell Holcomb R-IV School District,MO,elementary
2907350,Carl Junction R-I School District,MO,unified
2907380,Carrollton R-VII School District,MO,unified
2907460,Carthage R-IX School District,MO,unified
2907470,Caruthersville 18 School District,MO,unified
2908170,Cassville R-IV School District,MO,unified
2908250,Center 58 School District,MO,unified
2908320,Johnson County R-VII School District,MO,unified
2908340,Centerville R-I School District,MO,elementary
2908370,Fort Zumwalt R-II School District,MO,unified
2908400,Centralia R-VI School District,MO,unified
2908430,Chadwick R-I School District,MO,unified
2908460,Chaffee R-II School District,MO,unified
2908490,Osage County R-I School District,MO,unified
2908670,Charleston R-I School District,MO,unified
2908730,Chilhowee R-IV School District,MO,unified
2908760,Chillicothe R-II School District,MO,unified
2908790,Livingston County R-III School District,MO,elementary
2909090,Clarksburg C-2 School District,MO,elementary
2909120,Clarkton C-4 School District,MO,unified
2909720,Clayton School District,MO,unified
2909750,Clearwater R-I School District,MO,unified
2909780,Clever R-V School District,MO,unified
2909810,Climax Springs R-IV School District,MO,unified
2909860,Clinton School District,MO,unified
2909900,Cole Camp R-I School District,MO,unified
2909930,Blair Oaks R-II School District,MO,unified
2910020,Community R-VI School District,MO,unified
2910080,Concordia R-II School District,MO,unified
2910110,Laclede County R-I School District,MO,unified
2910140,Cooter R-IV School District,MO,unified
2910200,Couch R-I School District,MO,unified
2910230,Cowgill R-VI School District,MO,elementary
2910260,Craig R-III School District,MO,unified
2910290,Crane R-III School District,MO,unified
2910320,Sherwood Cass R-VIII School District,MO,unified
2910350,Crocker R-II School District,MO,unified
2910380,Crystal City 47 School District,MO,unified
2910410,Crawford County R-2 School District,MO,unified
2910440,Dadeville R-II School District,MO,unified
2910470,Davis R-XII School District,MO,elementary
2910500,De Soto 73 School District,MO,unified
2910520,Lakeland R-III School District,MO,unified
2910590,Buchanan County R-IV School District,MO,unified
2910620,Delta R-V School District,MO,unified
2910650,North Wood R-IV School District,MO,elementary
2910710,Dent-Phelps R-III School District,MO,elementary
2910770,Dexter R-XI School District,MO,unified
2910800,Diamond R-IV School District,MO,unified
2910830,Dixon R-I School District,MO,unified
2910920,Doniphan R-I School District,MO,unified
2910950,Dora R-III School District,MO,unified
2911010,Skyline R-II School District,MO,elementary
2911040,Plainview R-VIII School District,MO,elementary
2911070,Drexel R-IV School District,MO,unified
2911100,East Carter County R-II School District,MO,unified
2911160,East Lynne 40 School District,MO,elementary
2911220,East Prairie R-II School District,MO,unified
2911250,East Buchanan County C-1 School District,MO,unified
2911280,Knox County R-I School District,MO,unified
2911310,El Dorado Springs R-II School District,MO,unified
2911340,Eldon R-I School District,MO,unified
2911400,Elsberry R-II School District,MO,unified
2911450,Eminence R-I School District,MO,unified
2911550,Cole County R-V School District,MO,unified
2911580,Everton R-III School District,MO,unified
2911650,Excelsior Springs 40 School District,MO,unified
2911670,Exeter R-VI School District,MO,unified
2911700,Fair Grove R-X School District,MO,unified
2911730,Fair Play R-II School District,MO,unified
2911760,Fairfax R-III School District,MO,unified
2911850,Fairview R-XI School District,MO,elementary
2911910,Farmington R-VII School District,MO,unified
2911940,Mid-Buchanan County R-V School District,MO,unified
2911990,Fayette R-III School District,MO,unified
2912010,Ferguson-Florissant R-II School District,MO,unified
2912030,Festus R-VI School District,MO,unified
2912180,Fordland R-III School District,MO,unified
2912240,Forsyth R-III School District,MO,unified
2912290,Fort Osage R-I School District,MO,unified
2912300,Fox C-6 School District,MO,unified
2912450,Spring Bluff R-XV School District,MO,elementary
2912480,Strain-Japan R-XVI School District,MO,elementary
2912510,Franklin County R-II School District,MO,elementary
2912540,Fredericktown R-I School District,MO,unified
2912550,Fulton 58 School District,MO,unified
2912600,Gainesville R-V School District,MO,unified
2912630,Galena R-II School District,MO,unified
2912660,Gallatin R-V School District,MO,unified
2912690,Grundy County R-V School District,MO,unified
2912720,Gasconade C-4 School District,MO,elementary
2912780,Gideon 37 School District,MO,unified
2912840,Gilliam C-4 School District,MO,elementary
2912870,Gilman City R-IV School District,MO,unified
2912900,Glasgow School District,MO,unified
2912930,Golden City R-III School District,MO,unified
2913080,Grain Valley R-V School District,MO,unified
2913140,Grandview C-4 School District,MO,unified
2913170,Grandview R-II School District,MO,unified
2913230,Green City R-I School District,MO,unified
2913260,Green Forest R-II School District,MO,elementary
2913290,Green Ridge R-VIII School District,MO,unified
2913320,Greenfield R-IV School District,MO,unified
2913380,Greenville R-II School District,MO,unified
2913440,Pleasant View R-VI School District,MO,elementary
2913500,Hale R-I School District,MO,unified
2913530,Halfway R-III School District,MO,unified
2913560,Hallsville R-IV School District,MO,unified
2913590,Hamilton R-II School District,MO,unified
2913620,Hancock Place School District,MO,unified
2913650,Hannibal 60 School District,MO,unified
2913680,Hardin-Central C-2 School District,MO,unified
2913710,Harrisburg R-VIII School District,MO,unified
2913760,Harrisonville R-IX School District,MO,unified
2913770,Hartville R-II School District,MO,unified
2913800,Hayti R-II School District,MO,unified
2913830,Hazelwood School District,MO,unified
2914250,Dunklin R-V School District,MO,unified
2914280,Gasconade County R-I School District,MO,unified
2914310,Hermitage R-IV School District,MO,unified
2914320,Hickory County R-I School District,MO,unified
2914340,Hickman Mills C-1 School District,MO,unified
2914370,Higbee R-VIII School District,MO,unified
2914400,Lafayette County C-1 School District,MO,unified
2914430,Hillsboro R-III School District,MO,unified
2914460,Holcomb R-III School District,MO,unified
2914490,Holden R-III School District,MO,unified
2914520,Holliday C-2 School District,MO,elementary
2914550,Hollister R-V School District,MO,unified
2914840,Houston R-I School District,MO,unified
2915060,Junction Hill C-12 School District,MO,elementary
2915180,Glenwood R-VIII School District,MO,elementary
2915210,Howell Valley R-I School District,MO,elementary
2915240,Hudson R-IX School District,MO,elementary
2915270,Pettis County R-V School District,MO,unified
2915300,Humansville R-IV School District,MO,unified
2915330,Hume R-VIII School District,MO,unified
2915390,Hurley R-I School District,MO,unified
2915420,Iberia R-V School District,MO,unified
2915450,Scott City R-I School District,MO,unified
2915480,Independence 30 School District,MO,unified
2915510,Iron County C-4 School District,MO,unified
2915600,Jackson R-II School District,MO,unified
2915630,North Daviess R-III School District,MO,unified
2915660,Jamestown C-1 School District,MO,unified
2916140,Jasper County R-V School District,MO,unified
2916190,Jefferson City Public Schools,MO,unified
2916200,Jefferson C-123 School District,MO,unified
2916230,Jefferson County R-VII School District,MO,elementary
2916290,Jennings School District,MO,unified
2916350,Joplin School District,MO,unified
2916380,Clark County R-I School District,MO,unified
2916400,Kansas City 33 School District,MO,unified
2916450,Kearney R-I School District,MO,unified
2916470,Kelso C-7 School District,MO,elementary
2916500,Kennett 39 School District,MO,unified
2916530,Keytesville R-III School District,MO,unified
