geoid,name,state,level
0601332,Twin Rivers Unified School District,CA,unified
0601339,Hamilton Unified School District,CA,unified
0601409,Bishop Unified School District,CA,unified
0601410,Lammersville Joint Unified School District,CA,unified
0601414,Santa Barbara Unified School District,CA,unified
0601415,Washington Unified School District,CA,unified
0601418,Woodlake Unified School District,CA,unified
0601420,Fortuna Elementary School District,CA,elementary
0601421,Santa Paula Unified School District,CA,unified
0601423,Exeter Unified School District,CA,unified
0601426,Bonsall Unified School District,CA,unified
0601427,Penn Valley Union Elementary School District,CA,elementary
0601428,Wiseburn Unified School District,CA,unified
0601442,Upper Lake Unified School District,CA,unified
0601620,ABC Unified School District,CA,unified
0601650,Acalanes Union High School District,CA,secondary
0601680,Ackerman Elementary School District,CA,elementary
0601710,Adelanto Elementary School District,CA,elementary
0601770,Alameda City Unified School District,CA,unified
0601860,Albany City Unified School District,CA,unified
0601890,Alexander Valley Union School District,CA,elementary
0601950,Alisal Union Elementary School District,CA,elementary
0601980,Allensworth Elementary School District,CA,elementary
0602010,Alpaugh Unified School District,CA,unified
0602070,Alpine County Unified School District,CA,unified
0602100,Alpine Union Elementary School District,CA,elementary
0602160,Alta Loma Elementary School District,CA,elementary
0602220,Alta Vista Elementary School District,CA,elementary
0602250,Alta-Dutch Flat Union Elementary School District,CA,elementary
0602310,Alum Rock Union Elementary School District,CA,elementary
0602360,Alview-Dairyland Union Elementary School District,CA,elementary
0602370,Alvina Elementary School District,CA,elementary
0602430,Alvord Unified School District,CA,unified
0602450,Amador County Unified School District,CA,unified
0602571,Banta Unified School District,CA,unified
0602610,Anaheim Elementary School District,CA,elementary
0602630,Anaheim Union High School District,CA,secondary
0602670,West Sonoma County Union High School District,CA,secondary
0602700,Anderson Union High School District,CA,secondary
0602730,Anderson Valley Unified School District,CA,unified
0602760,Antelope Elementary School District,CA,elementary
0602820,Antelope Valley Union Joint High School District,CA,secondary
0602850,Antioch Unified School District,CA,unified
0602970,Arcadia Unified School District,CA,unified
0603000,Arcata Elementary School District,CA,elementary
0603030,Northern Humboldt Union High School District,CA,secondary
0603060,Arcohe Union Elementary School District,CA,elementary
0603090,Arena Union Elementary School District,CA,elementary
0603180,Armona Union Elementary School District,CA,elementary
0603270,Arvin Union School District,CA,elementary
0603300,Atascadero Unified School District,CA,unified
0603420,Atwater Elementary School District,CA,elementary
0603480,Auburn Union Elementary School District,CA,elementary
0603600,Azusa Unified School District,CA,unified
0603610,Baker Valley Unified School District,CA,unified
0603630,Bakersfield City School District,CA,elementary
0603690,Baldwin Park Unified School District,CA,unified
0603720,Ballard Elementary School District,CA,elementary
0603750,Ballico-Cressey Elementary School District,CA,elementary
0603780,Bangor Union Elementary School District,CA,elementary
0603840,Banning Unified School District,CA,unified
0604020,Barstow Unified School District,CA,unified
0604080,Bass Lake Joint Union Elementary School District,CA,elementary
0604110,Bassett Unified School District,CA,unified
0604200,Bayshore Elementary School District,CA,elementary
0604230,Bear Valley Unified School District,CA,unified
0604260,Beardsley Elementary School District,CA,elementary
0604290,Beaumont Unified School District,CA,unified
0604350,Bella Vista Elementary School District,CA,elementary
0604380,Bellevue Union School District,CA,elementary
0604440,Bellflower Unified School District,CA,unified
0604500,Belleview Elementary School District,CA,elementary
0604530,Belmont-Redwood Shores Elementary School District,CA,elementary
0604620,Benicia Unified School District,CA,unified
0604650,Bennett Valley Union Elementary School District,CA,elementary
0604740,Berkeley Unified School District,CA,unified
0604800,Berryessa Union Elementary School District,CA,elementary
0604830,Beverly Hills Unified School District,CA,unified
0604860,Big Creek Elementary School District,CA,elementary
0604890,Big Lagoon Union Elementary School District,CA,elementary
0604950,Big Pine Unified School District,CA,unified
0604980,Big Springs Union Elementary School District,CA,elementary
0605010,Big Valley Joint Unified School District,CA,unified
0605040,Biggs Unified School District,CA,unified
0605190,Bitterwater-Tully Union Elementary School District,CA,elementary
0605220,Black Butte Union Elementary School District,CA,elementary
0605240,Black Oak Mine Unified School District,CA,unified
0605250,Blake Elementary School District,CA,elementary
0605280,Blochman Union Elementary School District,CA,elementary
0605400,Blue Lake Union Elementary School District,CA,elementary
0605490,Bogus Elementary School District,CA,elementary
0605520,Bolinas-Stinson Union Elementary School District,CA,elementary
0605580,Santa Maria-Bonita Elementary School District,CA,elementary
0605610,Bonita Unified School District,CA,unified
0605640,Bonny Doon Union Elementary School District,CA,elementary
0605700,Borrego Springs Unified School District,CA,unified
0605730,Bradley Union Elementary School District,CA,elementary
0605790,Brawley Elementary School District,CA,elementary
0605820,Brawley Union High School District,CA,secondary
0605880,Brea-Olinda Unified School District,CA,unified
0605910,Brentwood Union Elementary School District,CA,elementary
0605940,Bret Harte Union High School District,CA,secondary
0606000,Bridgeville Elementary School District,CA,elementary
0606001,Yosemite Unified School District (9-12),CA,secondary
0606003,Twin Rivers Unified School District (9-12),CA,secondary
0606004,Twin Rivers Unified School District (7-12),CA,secondary
0606005,Scott Valley Unified School District (9-12),CA,secondary
0606006,Trinity Alps Unified School District (9-12),CA,secondary
0606013,Turlock Unified School District (9-12),CA,secondary
0606015,Santa Cruz City High School District (9-12),CA,secondary
0606016,Dinuba Unified School District (9-12),CA,secondary
0606018,Washington Unified School District (9-12),CA,secondary
0606019,Santa Barbara Unified School District (7-12),CA,secondary
0606020,Lammersville Joint Unified School District (9-12),CA,secondary
0606021,Bishop Unified School District (9-12),CA,secondary
0606022,Santa Paula Unified School District (9-12),CA,secondary
0606025,Hamilton Unified School District (9-12),CA,secondary
0606026,Woodlake Unified School District (9-12),CA,secondary
0606028,Exeter Unified School District (9-12),CA,secondary
0606030,Briggs Elementary School District,CA,elementary
0606031,Tracy Unified School District (9-12),CA,secondary
0606034,Perris Union High School District (9-12),CA,secondary
0606037,Alhambra Unified School District (9-12),CA,secondary
0606038,Healdsburg Unified School District (7-12),CA,secondary
0606053,Gonzales Unified School District (9-12),CA,secondary
0606060,Brisbane Elementary School District,CA,elementary
0606090,Brittan Elementary School District,CA,elementary
0606100,Browns Elementary School District,CA,elementary
0606107,Porterville Unified School District (9-12),CA,secondary
0606270,Buckeye Union Elementary School District,CA,elementary
0606330,Buellton Union Elementary School District,CA,elementary
0606360,Buena Park Elementary School District,CA,elementary
0606390,Panama-Buena Vista School District,CA,elementary
0606420,Buena Vista Elementary School District,CA,elementary
0606450,Burbank Unified School District,CA,unified
0606480,Burlingame Elementary School District,CA,elementary
0606510,Burnt Ranch Elementary School District,CA,elementary
0606540,Burrel Union Elementary School District,CA,elementary
0606570,Burton Elementary School District,CA,elementary
0606580,Butte Valley Unified School District,CA,unified
0606690,Butteville Union Elementary School District,CA,elementary
0606720,Buttonwillow Union Elementary School District,CA,elementary
0606750,Byron Union Elementary School District,CA,elementary
0606780,Cabrillo Unified School District,CA,unified
0606810,Cajon Valley Union Elementary School District,CA,elementary
0606870,Calaveras Unified School District,CA,unified
0606900,Calexico Unified School District,CA,unified
0606960,Caliente Union Elementary School District,CA,elementary
0606990,Calipatria Unified School District,CA,unified
0607020,Calistoga Joint Unified School District,CA,unified
0607140,Cambrian Elementary School District,CA,elementary
0607170,Camino Union Elementary School District,CA,elementary
0607200,Campbell Union Elementary School District,CA,elementary
0607230,Campbell Union High School District,CA,secondary
0607260,Camptonville Elementary School District,CA,elementary
0607350,Canyon Elementary School District,CA,elementary
0607410,Capay Joint Union Elementary School District,CA,elementary
0607440,Capistrano Unified School District,CA,unified
0607470,Cardiff Elementary School District,CA,elementary
0607500,Carlsbad Unified School District,CA,unified
0607530,Carmel Unified School District,CA,unified
0607560,Carpinteria Unified School District,CA,unified
0607680,Cascade Union Elementary School District,CA,elementary
0607740,Castaic Union School District,CA,elementary
0607770,Castle Rock Union Elementary School District,CA,elementary
0607800,Castro Valley Unified School District,CA,unified
0607840,Cayucos Elementary School District,CA,elementary
0607900,Center Joint Unified School District,CA,unified
0607920,Centinela Valley Union High School District,CA,secondary
0607950,Central Elementary School District,CA,elementary
0607970,Central Unified School District,CA,unified
0607980,Central Union Elementary School District,CA,elementary
