tenant_host,state,source,evidence
longbeach.primegov.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Long Beach, CA'"
longbeachca.new.swagit.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Long Beach, CA'"
longmont.primegov.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
los-altos.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
losalamos.granicus.com,NM,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
losaltoshills.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
losaltoshillsca.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
losgatos-ca.municodemeetings.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
loswegok12.granicus.com,OR,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
loudoun.granicus.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
louisacova.portal.civicclerk.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
louisville.granicus.com,KY,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Louisville, KY'"
louisvilleco.portal.civicclerk.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lovelandoh.iqm2.com,OH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
loxahatcheegroves-fl.municodemeetings.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
loyalist.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lpcgov.granicus.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lubbockisdtx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lubbocktx.new.swagit.com,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Lubbock, TX'"
lucascooh.portal.civicclerk.com,OH,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Lucas County, OH'"
lwsd.granicus.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lwsd.new.swagit.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lynchburgva.portal.civicclerk.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lynnwoodwa.new.swagit.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ma-beverly.civicplus.com,MA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ma-easthampton.civicplus.com,MA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Easthampton, MA'"
ma-salem.civicplus.com,MA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Salem, MA'"
madeirabeach-fl.municodemeetings.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
madisonal.portal.civicclerk.com,AL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Madison, AL'"
malibucity.primegov.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mallorytown.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mammothlakes.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
manateeschools.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Manatee County Public Schools, FL'"
manhattanbeach.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
manitowoc.granicus.com,WI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Manitowoc, WI'"
mansfieldisd.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mansfieldtx.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mansfieldtx.portal.civicclerk.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
manteca-ca.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Manteca, CA'"
marcoisland.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Marco Island, FL'"
margatefl.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Margate, FL'"
marietta.granicus.com,GA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Marietta, GA'"
marin.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
marionfl.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Marion County, FL'"
mariposacoca.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
marlboroughma.portal.civicclerk.com,MA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
martin.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Martin County, FL'"
martinez.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
marysville.granicus.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
marysvilleca.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
masoncity.granicus.com,IA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
matanuska.granicus.com,AK,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
matatransit.granicus.com,TN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mauicounty.granicus.com,HI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mcallen.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mcallentx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mcdonoughga.portal.civicclerk.com,GA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mckenziecountynd.gov,ND,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mckinney.granicus.com,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of McKinney, TX'"
mckinneytx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mclendon-chisholm.civicweb.net,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mcpsmd.new.swagit.com,MD,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
md-centreville.civicplus.com,MD,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Centreville, MD'"
md-chesapeakebeach.civicplus.com,MD,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Chesapeake Beach, MD'"
md-mountrainier.civicplus.com,MD,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Mount Rainier, MD'"
md-sykesville.civicplus.com,MD,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Sykesville, MD'"
md-takomapark.civicplus.com,MD,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Takoma Park, MD'"
me-freeport.civicplus.com,ME,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Freeport, ME'"
me-skowhegan2.civicplus.com,ME,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Skowhegan, ME'"
meaford.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mecklenburg.granicus.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
medfordnj.new.swagit.com,NJ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
meetings.redwoodcity.org,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
memphis.granicus.com,TN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mendocino.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Mendocino County, CA'"
menlofire.primegov.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
menlopark.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
menomoneefallswi.new.swagit.com,WI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mequoncitywi.iqm2.com,WI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mesaaz.granicus.com,AZ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mesquitetx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
metchosin.civicweb.net,BC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
metro.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
metroairports.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mi-caledoniachartertownship.civicplus.com,MI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Caledonia Charter Township, MI'"
mi-lincolnpark.civicplus.com,MI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Lincoln Park, MI'"
mi-saginaw.civicplus.com,MI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Saginaw, MI'"
mi-sturgis.civicplus.com,MI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Sturgis, MI'"
mi-taylor.civicplus.com,MI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Taylor, MI'"
mi-wayne.civicplus.com,MI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Wayne, MI'"
mi-ypsilanti.civicplus.com,MI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Ypsilanti, MI'"
miamibeachfl.new.swagit.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
miamidade.granicus.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
miamifl.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Miami, FL'"
miamifl.iqm2.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
middleburgva.new.swagit.com,VA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Middleburg, VA'"
middlesexcountynj.iqm2.com,NJ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
middletownnj.portal.civicclerk.com,NJ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
millcreek.civicweb.net,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
millikenco.portal.civicclerk.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
milpitasca.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
milwaukee.granicus.com,WI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Milwaukee.'"
milwaukeecounty.granicus.com,WI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Milwaukee County, WI'"
miramar.granicus.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
missionviejo.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Mission Viejo, CA'"
missouricitytx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mitchellsd.portal.civicclerk.com,SD,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mn-brainerd.civicplus.com,MN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Brainerd, MN'"
mn-cannonfalls.civicplus.com,MN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Cannon Falls, MN'"
mn-crookston.civicplus.com,MN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Crookston, MN'"
mn-forestlake.civicplus.com,MN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Forest Lake, MN'"
mn-maplegrove.civicplus.com,MN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Maple Grove, MN'"
mncppc.granicus.com,MD,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mnsenate.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mo-brentwood4.civicplus.com,MO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Brentwood, MO'"
mo-fulton.civicplus.com,MO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Fulton, MO'"
mo-olivette.civicplus.com,MO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Olivette, MO'"
mo-sunsethills.civicplus.com,MO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Sunset Hills, MO'"
mo-warrensburg.civicplus.com,MO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Warrensburg, MO'"
mojavewater.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mokena.granicus.com,IL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Village of Mokena, IL'"
mono.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
monococa.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
monocounty.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
monroeoh.portal.civicclerk.com,OH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
monterey-park.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
monterey.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
montesereno.civicweb.net,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
montgomerycoks.portal.civicclerk.com,KS,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
montgomerynj.new.swagit.com,NJ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
montpelier-vt.granicus.com,VT,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
montroseco.portal.civicclerk.com,CO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Montrose, CO'"
mooreconc.portal.civicclerk.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mooresvillenc.granicus.com,NC,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Mooresville, NC'"
moorheadmn.portal.civicclerk.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
moorpark.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
morgan-hill.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
morganhillca.iqm2.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
morganhillca.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
morganspointresort-tx.municodemeetings.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
morgantown.granicus.com,WV,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mountainview.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mountainview.legistar.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mountdorafl.portal.civicclerk.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mountvernon-tx.municodemeetings.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ms-olivebranch.civicplus.com,MS,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Olive Branch, MS'"
mt-columbiafalls.civicplus.com,MT,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Columbia Falls, MT'"
mt-pleasant-tn.municodemeetings.com,TN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mt-redlodge.civicplus.com,MT,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Red Lodge, MT'"
mt-whitefish.civicplus.com,MT,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Whitefish, MT'"
mtlebanon.granicus.com,PA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mukilteo-wa.granicus.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
multnomah.granicus.com,OR,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
murrieta.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
muskegoncomi.portal.civicclerk.com,MI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
muskegonmi.portal.civicclerk.com,MI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
muskokalakes.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
mysanibel.granicus.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
myseminole.granicus.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nagsheadnc.portal.civicclerk.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
napa.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
napacity.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
napatv.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
naperville.granicus.com,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
naples.granicus.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nashuanh.portal.civicclerk.com,NH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nashville.cablecast.tv,TN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nashville.granicus.com,TN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Nashville-Davidson County, TN'"
nassaucountyfl.primegov.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nassaufl.granicus.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nationalcityca.new.swagit.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nbvillage.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'North Bay Village, FL'"
nc-blowingrock.civicplus.com,NC,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Blowing Rock, NC'"
nc-edenton.civicplus.com,NC,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Edenton, NC'"
nc-emeraldisle.civicplus.com,NC,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Emerald Isle, NC'"
nc-fuquayvarina.civicplus.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nc-indiantrail.civicplus.com,NC,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Indian Trail, NC'"
nc-millsriver.civicplus.com,NC,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Mills River, NC'"
nc-northwilkesboro.civicplus.com,NC,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'North Wilkesboro, NC'"
ne-chadron.civicplus.com,NE,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Chadron, NE'"
needles-ca.municodemeetings.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
neoshomo.portal.civicclerk.com,MO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nevco.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
newark.granicus.com,NJ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
newbernnc.new.swagit.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
newbraunfels.granicus.com,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of New Braunfels, TX'"
newburghny.portal.civicclerk.com,NY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
newhanovernc.new.swagit.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
newmarketnh.portal.civicclerk.com,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
newportbeach.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
newprague-mn.municodemeetings.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
newrochelle.granicus.com,NY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
newtecumseth.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nj-boonton.civicplus.com,NJ,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Boonton, NJ'"
nj-fairhaven.civicplus.com,NJ,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Fairhaven, NJ'"
nj-hawthorne.civicplus.com,NJ,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Hawthorne, NJ'"
nj-newprovidence.civicplus.com,NJ,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'New Providence, NJ'"
nj-oakland.civicplus.com,NJ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nj-princeton.civicplus.com,NJ,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Princeton, NJ'"
nj-rockaway.civicplus.com,NJ,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Rockaway, NJ'"
nj-roseland.civicplus.com,NJ,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Roseland, NJ'"
nj-tenafly.civicplus.com,NJ,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Tenafly, NJ'"
nj-westfield.civicplus.com,NJ,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Westfield, NJ'"
nm-angelfire.civicplus.com,NM,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nm-corrales.civicplus.com,NM,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Corrales, NM'"
norcrossga.portal.civicclerk.com,GA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
norfolk-va.cablecast.tv,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
norfolkcityva.iqm2.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
northbaltimore-oh.municodemeetings.com,OH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
northbranchmn.portal.civicclerk.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
northcastleny.granicus.com,NY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
northcastleny.portal.civicclerk.com,NY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
northernbrucepeninsula.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
northfield.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
northkingstownschoolri.iqm2.com,RI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
northsalem.granicus.com,NY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
novato.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nrhtx.granicus.com,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'North Richland Hills, TX'"
nuecescountytx.new.swagit.com,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Nueces County, TX'"
nvleg.granicus.com,NV,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nwsccc-brooklynctr.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nwsccc-brooklynpark.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nwsccc-maplegrove.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nwsccc-newhope.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nwsccc-osseo.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
nwsccc-plymouth.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ny-albany.civicplus.com,NY,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Albany, NY'"
ny-amsterdam.civicplus.com,NY,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Amsterdam, NY'"
ny-harrison.civicplus.com,NY,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Harrison, NY'"
ny-patchogue.civicplus.com,NY,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Patchogue, NY'"
ny-redhook.civicplus.com,NY,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Red Hook, NY'"
ny-sagaponack.civicplus.com,NY,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Sagaponack, NY'"
ny-schenectady.civicplus.com,NY,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Schenectady, NY'"
ny-troy.civicplus.com,NY,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Troy, NY'"
nyecounty.granicus.com,NV,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
oak-park.granicus.com,IL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Oak Park, IL'"
oakbay.civicweb.net,BC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
oakland.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
oaklandparkfl.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Oakland Park, FL'"
oakley.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ocala.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Ocala, FL'"
occompt.granicus.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ocgov.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Orange County, CA'"
ogunquitme.portal.civicclerk.com,ME,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
oh-commercialpoint.civicplus.com,OH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
oh-fairviewpark.civicplus.com,OH,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Fairview Park, OH'"
oh-fostoria.civicplus.com,OH,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Fostoria, OH'"
oh-louisville.civicplus.com,OH,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Louisville, OH'"
oh-morelandhills.civicplus.com,OH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
oh-newfranklin.civicplus.com,OH,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'New Franklin, OH'"
oh-norton.civicplus.com,OH,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Norton, OH'"
oh-stmarys.civicplus.com,OH,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'St Marys, OH'"
