zcta,place_name,state,area_land_part
61604,Peoria city,IL,13938898
61604,West Peoria city,IL,5448372
61605,Bartonville village,IL,142253
61605,Bellevue village,IL,342860
61605,Peoria city,IL,7915039
61606,Peoria city,IL,3165462
61606,West Peoria city,IL,5509
61607,Bartonville village,IL,20707017
61607,Bellevue village,IL,492719
61607,Mapleton village,IL,52865
61607,Pekin city,IL,427891
61607,Peoria city,IL,2293744
61610,Creve Coeur village,IL,10622388
61610,East Peoria city,IL,1792
61610,Marquette Heights city,IL,55349
61611,Bay View Gardens village,IL,1473854
61611,East Peoria city,IL,47673939
61611,Morton village,IL,35918
61611,Peoria Heights village,IL,33
61611,Spring Bay village,IL,1769740
61614,Peoria Heights village,IL,2312
61614,Peoria city,IL,31130941
61615,Peoria city,IL,45430389
61616,Peoria Heights village,IL,6451052
61616,Peoria city,IL,131522
61625,Peoria city,IL,162266
61701,Bloomington city,IL,26860775
61701,Normal town,IL,706
61704,Bloomington city,IL,32727783
61705,Bloomington city,IL,10637381
61705,Downs village,IL,3295160
61705,Normal town,IL,131268
61720,Anchor village,IL,442400
61721,Armington village,IL,737753
61722,Arrowsmith village,IL,511308
61723,Atlanta city,IL,3235468
61724,Bellflower village,IL,933731
61725,Carlock village,IL,1023485
61726,Chenoa city,IL,6294203
61727,Clinton city,IL,9250714
61728,Colfax village,IL,1433463
61729,Congerville village,IL,2493161
61729,Goodfield village,IL,2939
61730,Cooksville village,IL,561307
61732,Danvers village,IL,2081000
61733,Deer Creek village,IL,1385082
61734,Delavan city,IL,3729505
61735,De Witt village,IL,614303
61736,Downs village,IL,4386917
61737,Ellsworth village,IL,561468
61738,El Paso city,IL,5556040
61738,Kappa village,IL,925064
61738,Panola village,IL,1111776
61739,Fairbury city,IL,4685292
61740,Flanagan village,IL,1486345
61741,Forrest village,IL,1679234
61742,Goodfield village,IL,4197962
61744,Gridley village,IL,3192605
61745,Heyworth village,IL,7837413
61747,Hopedale village,IL,2284975
61748,Hudson village,IL,2118502
61749,Kenney village,IL,729624
61752,Le Roy city,IL,6226124
61753,Lexington city,IL,5301842
61754,McLean village,IL,3049210
61755,Mackinaw village,IL,3079558
61756,Maroa city,IL,4567135
61759,Minier village,IL,1474862
61760,Minonk city,IL,6215225
61761,Bloomington city,IL,38252
61761,Normal town,IL,47253306
61764,Pontiac city,IL,21709554
61769,Saunemin village,IL,598696
61770,Saybrook village,IL,2076581
61771,Secor village,IL,751928
61773,Sibley village,IL,1244637
61774,Stanford village,IL,1714405
61775,Strawn village,IL,1319897
61776,Towanda village,IL,1927366
61777,Wapella village,IL,1426131
61778,Waynesville village,IL,825573
61801,Champaign city,IL,32463
61801,Urbana city,IL,12414172
61802,Champaign city,IL,88225
61802,Urbana city,IL,18224996
61810,Allerton village,IL,1758504
61811,Alvin village,IL,2054384
61811,Henning village,IL,675130
61813,Bement village,IL,2014983
61813,Ivesdale village,IL,18388
61814,Bismarck village,IL,1925570
61815,Bondville village,IL,577859
61816,Broadlands village,IL,835194
61817,Catlin village,IL,2198160
61818,Cerro Gordo village,IL,1887463
61820,Champaign city,IL,14653204
61820,Savoy village,IL,40435
61820,Urbana city,IL,1409
61821,Champaign city,IL,18182682
61822,Bondville village,IL,73031
61822,Champaign city,IL,26425779
61822,Mahomet village,IL,5049592
61822,Savoy village,IL,836328
61830,Cisco village,IL,471198
61832,Belgium village,IL,3117
61832,Danville city,IL,36898722
61832,Tilton village,IL,4284576
61833,Tilton village,IL,3743456
61834,Belgium village,IL,64943
61834,Catlin village,IL,1757
61834,Danville city,IL,9347623
61834,Tilton village,IL,1783149
61839,De Land village,IL,1099214
61840,Mahomet village,IL,266864
61841,Fairmount village,IL,822196
61842,Farmer City city,IL,6202349
61843,Fisher village,IL,3444955
61844,Fithian village,IL,991094
61845,Foosland village,IL,177457
61846,Georgetown city,IL,4185174
61847,Gifford village,IL,1149811
61848,Henning village,IL,2629219
61849,Homer village,IL,2537580
61850,Indianola village,IL,1005993
61851,Ivesdale village,IL,1836119
61852,Longview village,IL,640361
61853,Mahomet village,IL,18629155
61854,Mansfield village,IL,1314643
61856,Monticello city,IL,9976458
61857,Muncie village,IL,463123
61858,Oakwood village,IL,2404249
61859,Ogden village,IL,1523091
61863,Pesotum village,IL,1473595
61864,Philo village,IL,2137663
61865,Henning village,IL,643879
61865,Potomac village,IL,1264175
61866,Rantoul village,IL,21989880
61870,Ridge Farm village,IL,7915547
61871,Royal village,IL,474825
61872,Sadorus village,IL,2660897
61873,St. Joseph village,IL,5393735
61874,Savoy village,IL,7414832
61875,Mahomet village,IL,1233599
61876,Sidell village,IL,2400169
61877,Sidney village,IL,1615593
61878,Thomasboro village,IL,2577805
61880,Philo village,IL,9199
61880,Savoy village,IL,82309
61880,Tolono village,IL,5338684
61882,Weldon village,IL,691392
61883,Belgium village,IL,1054872
61883,Westville village,IL,4346939
61910,Arcola city,IL,5239208
61911,Arthur village,IL,3461726
61912,Ashmore village,IL,2083740
61913,Atwood village,IL,1590072
61913,Garrett village,IL,278689
61914,Bethany village,IL,2529430
61917,Brocton village,IL,1480793
61919,Camargo village,IL,3260993
61920,Charleston city,IL,22157848
61924,Chrisman city,IL,1861442
61925,Dalton City village,IL,1382467
61925,Mount Zion village,IL,222441
61928,Gays village,IL,999681
61929,Hammond village,IL,1959690
61930,Hindsboro village,IL,697972
61931,Humboldt village,IL,889458
61932,Hume village,IL,1465185
61933,Kansas village,IL,2646379
61937,Lovington village,IL,1408612
61938,Charleston city,IL,852373
61938,Mattoon city,IL,26712230
61940,Metcalf village,IL,1538028
61942,Newman city,IL,1588349
61943,Oakland city,IL,2026670
61944,Paris city,IL,14700144
61944,Vermilion village,IL,394058
61949,Redmon village,IL,374790
61951,Allenville village,IL,1577026
61951,Sullivan city,IL,7170486
61953,Tuscola city,IL,7452764
61955,Vermilion village,IL,1020624
61956,Villa Grove city,IL,3888974
61957,Windsor city,IL,1631811
62001,Alhambra village,IL,1956824
62002,Alton city,IL,38102464
62002,East Alton village,IL,2796010
62002,Godfrey village,IL,7900970
62006,Batchtown village,IL,4826171
62009,Benld city,IL,2634156
62009,Mount Clare village,IL,624061
62009,Sawyerville village,IL,327639
62010,Alton city,IL,5010
62010,Bethalto village,IL,17096928
62010,Wood River city,IL,47387
62011,Bingham village,IL,708553
62012,Brighton village,IL,4976162
62012,Godfrey village,IL,4323553
62013,Brussels village,IL,1444748
62014,Bunker Hill city,IL,3300634
62015,Butler village,IL,1543210
62015,Litchfield city,IL,2636031
62016,Carrollton city,IL,4926717
62016,Eldred village,IL,14925
62017,Coffeen city,IL,3006335
62018,Alton city,IL,2091599
62018,Bethalto village,IL,1362620
62018,East Alton village,IL,2173780
62019,Donnellson village,IL,958112
62023,Eagarville village,IL,1514932
62024,Alton city,IL,10475
62024,Bethalto village,IL,966694
62024,East Alton village,IL,7815932
62024,Wood River city,IL,1316187
62025,Edwardsville city,IL,45654432
62025,Glen Carbon village,IL,2317297
62025,Pontoon Beach village,IL,6352453
62025,Roxana village,IL,7934584
62025,South Roxana village,IL,638827
62025,Wood River city,IL,442909
62026,Edwardsville city,IL,2837566
62027,Eldred village,IL,331451
62028,Elsah village,IL,2828818
62030,Fidelity village,IL,262397
62031,Fieldon village,IL,524356
62032,Fillmore village,IL,2630281
62033,Dorchester village,IL,1869237
62033,Eagarville village,IL,188033
62033,East Gillespie village,IL,825444
62033,Gillespie city,IL,3844660
62033,Mount Clare village,IL,3359963
62033,Wilsonville village,IL,123315
62034,Edwardsville city,IL,118933
62034,Glen Carbon village,IL,24229114
62034,Maryville village,IL,23661
62034,Pontoon Beach village,IL,6871
62034,Troy city,IL,181281
62035,Alton city,IL,403074
62035,Godfrey village,IL,76856845
62037,Grafton city,IL,9615165
62040,Collinsville city,IL,293041
62040,Fairmont City village,IL,963295
62040,Granite City city,IL,44575458
62040,Hartford village,IL,96981
62040,Madison city,IL,9405324
62040,Pontoon Beach village,IL,17258646
62040,Venice city,IL,197094
62044,Greenfield city,IL,4438599
62045,Hamburg village,IL,1352103
62046,Hamel village,IL,2753076
62047,Hardin village,IL,5512452
62048,Edwardsville city,IL,2600405
62048,Granite City city,IL,4690476
62048,Hartford village,IL,11442357
62048,Madison city,IL,16940207
62048,South Roxana village,IL,84569
62048,Wood River city,IL,94917
62049,Hillsboro city,IL,18165965
62049,Schram City village,IL,1746917
62049,Taylor Springs village,IL,489702
62050,Hillview village,IL,2112759
62051,Hillsboro city,IL,2736467
62051,Irving village,IL,2322577
62052,Jerseyville city,IL,13564003
62052,Otterville town,IL,2605539
62053,Kampsville village,IL,2641045
62054,Kane village,IL,1409727
62056,Litchfield city,IL,20509951
62058,Livingston village,IL,2493563
62059,Brooklyn village,IL,1701283
62060,Brooklyn village,IL,41430
62060,Granite City city,IL,5732
62060,Madison city,IL,6602196
62060,Venice city,IL,714878
62061,Marine village,IL,1932216
62062,Maryville village,IL,13344810
62062,Troy city,IL,41697
62063,Medora village,IL,984469
62067,Bethalto village,IL,235079
62069,Eagarville village,IL,656794
62069,Lake Ka-Ho village,IL,734293
62069,Mount Olive city,IL,2987424
62069,White City village,IL,3139767
62074,Livingston village,IL,193836
62074,New Douglas village,IL,2713726
62075,Coalton village,IL,1371496
62075,Hillsboro city,IL,466978
62075,Nokomis city,IL,3266578
62075,Wenonah village,IL,3921535
62076,Ohlman village,IL,833536
62077,Panama village,IL,944588
62078,Wilmington village,IL,1369592
62080,Ramsey village,IL,2878417
62081,Rockbridge village,IL,1908590
62082,Alsey village,IL,208658
62082,Manchester village,IL,969341
62082,Roodhouse city,IL,2918865
62082,Wilmington village,IL,667194
62084,Roxana village,IL,9373969
62084,South Roxana village,IL,2233
62084,Wood River city,IL,2022764
62085,Benld city,IL,111308
62085,Sawyerville village,IL,2208564
62086,Sorento village,IL,2065803
62087,Edwardsville city,IL,98844
62087,Hartford village,IL,1839912
62087,Roxana village,IL,867702
62087,South Roxana village,IL,4862399
62088,Livingston village,IL,6316
62088,Sawyerville village,IL,21514
62088,Staunton city,IL,10292402
62088,Williamson village,IL,3034050
62089,Hillsboro city,IL,28139
62089,Taylor Springs village,IL,2229899
62090,Venice city,IL,3875626
62091,Walshville village,IL,664585
62092,White Hall city,IL,6675087
62093,Wilsonville village,IL,2351446
62094,Witt city,IL,3202629
62095,East Alton village,IL,988911
62095,Roxana village,IL,215018
62095,Wood River city,IL,14140691
62097,Hamel village,IL,328331
62097,Worden village,IL,1847425
62201,Brooklyn village,IL,358383
62201,East St. Louis city,IL,11263612
62201,Fairmont City village,IL,12921973
62201,Madison city,IL,3194311
62201,Sauget village,IL,2561797
62201,Washington Park village,IL,35856
62203,Belleville city,IL,48366
62203,Caseyville village,IL,1261836
62203,Centreville city,IL,2840917
62203,East St. Louis city,IL,6537298
62203,Fairview Heights city,IL,67852
62203,Washington Park village,IL,968684
62204,Caseyville village,IL,866866
62204,East St. Louis city,IL,4509135
62204,Washington Park village,IL,5518986
62205,Alorton village,IL,1223356
62205,Centreville city,IL,1808760
62205,East St. Louis city,IL,9327621
62205,Washington Park village,IL,5294
62206,Cahokia village,IL,24424183
62206,Centreville city,IL,74629
62206,Sauget village,IL,9304116
62207,Alorton village,IL,3458293
62207,Belleville city,IL,194710
62207,Centreville city,IL,6020328
62207,East St. Louis city,IL,4389234
62208,Caseyville village,IL,288648
62208,Fairview Heights city,IL,28816476
62208,O'Fallon city,IL,684929
62208,Swansea village,IL,21616
62214,Addieville village,IL,2571032
62214,Venedy village,IL,729017
62215,Albers village,IL,1936728
62215,Damiansville village,IL,2128029
62216,Aviston village,IL,4144818
62217,Baldwin village,IL,1724316
62217,Sparta city,IL,822910
62218,Bartelso village,IL,1115383
62218,Germantown village,IL,64
62219,Beckemeyer village,IL,1586766
62220,Belleville city,IL,24356048
62220,Freeburg village,IL,26313
62220,Smithton village,IL,3655856
62221,Belleville city,IL,9408167
62221,Freeburg village,IL,5008041
62221,Mascoutah city,IL,521704
62221,Shiloh village,IL,17047750
62221,Swansea village,IL,65302
62223,Belleville city,IL,13960576
62223,Centreville city,IL,47555
62223,East St. Louis city,IL,22091
62223,Fairview Heights city,IL,139691
62223,Millstadt village,IL,2826
62223,Swansea village,IL,1011001
62225,Mascoutah city,IL,812
62225,O'Fallon city,IL,574079
62225,Shiloh village,IL,844891
62226,Belleville city,IL,10181377
62226,Fairview Heights city,IL,407500
62226,Shiloh village,IL,546440
62226,Swansea village,IL,15405227
62230,Breese city,IL,6911965
62230,St. Rose village,IL,1529625
62231,Carlyle city,IL,8869680
62231,Huey village,IL,558668
62231,Keyesport village,IL,0
62232,Caseyville village,IL,15793561
62232,Collinsville city,IL,111608
62232,Fairmont City village,IL,25178
62232,Fairview Heights city,IL,174658
62233,Chester city,IL,15037335
62234,Caseyville village,IL,607923
62234,Collinsville city,IL,38644469
62234,Fairmont City village,IL,2159262
62234,Maryville village,IL,1331061
62234,Pontoon Beach village,IL,2179174
62234,Troy city,IL,454731
62236,Columbia city,IL,26684132
62236,Dupo village,IL,1589317
62237,Coulterville village,IL,1472561
62238,Cutler village,IL,1212348
62239,Cahokia village,IL,476061
62239,Dupo village,IL,9812596
62240,Cahokia village,IL,296187
62240,Dupo village,IL,5113889
62240,East Carondelet village,IL,3049206
62241,Ellis Grove village,IL,1272172
62242,Evansville village,IL,2041890
62243,Belleville city,IL,1994700
62243,Freeburg village,IL,12671745
62243,Smithton village,IL,1141177
62244,Fults village,IL,136719
62244,Maeystown village,IL,471211
62245,Albers village,IL,152928
62245,Germantown village,IL,2625583
62246,Greenville city,IL,16339579
62246,Smithboro village,IL,45795
62248,Hecker village,IL,652197
62249,Grantfork village,IL,873067
62249,Highland city,IL,17484467
62249,Pierron village,IL,291991
62249,St. Jacob village,IL,329822
62250,Hoffman village,IL,1311771
62253,Keyesport village,IL,1866026
62254,Lebanon city,IL,6979721
62254,Mascoutah city,IL,18127
62254,O'Fallon city,IL,1975613
62255,Lenzburg village,IL,2990860
62256,Maeystown village,IL,301064
62257,Marissa village,IL,18678354
62257,St. Libory village,IL,161729
62258,Fayetteville village,IL,766147
62258,Mascoutah city,IL,24265557
62258,New Baden village,IL,4438
62260,Cahokia village,IL,64603
62260,Millstadt village,IL,9037606
62262,Mulberry Grove village,IL,2598385
62263,Nashville city,IL,7975463
62263,New Minden village,IL,700173
62264,Hecker village,IL,2038
62264,New Athens village,IL,5470796
62265,Albers village,IL,100680
62265,New Baden village,IL,4721025
62268,Oakdale village,IL,4097107
62269,O'Fallon city,IL,37063685
62269,Shiloh village,IL,10132456
62269,Swansea village,IL,271819
62271,Okawville village,IL,5243840
62272,Percy village,IL,2535721
62273,Pierron village,IL,710645
62274,Pinckneyville city,IL,10635227
62275,Old Ripley village,IL,399807
62275,Pierron village,IL,898611
62275,Pocahontas village,IL,2028516
62277,Prairie du Rocher village,IL,1479757
62278,Red Bud city,IL,6793777
62278,Ruma village,IL,1921475
62280,Rockwood village,IL,548253
62281,St. Jacob village,IL,1824833
62282,St. Libory village,IL,2356086
62284,Smithboro village,IL,2367056
62285,Smithton village,IL,6688452
62286,Sparta city,IL,28107519
62288,Steeleville village,IL,3945455
62289,Summerfield village,IL,798411
62292,Tilden village,IL,2524797
62293,Summerfield village,IL,484364
62293,Trenton city,IL,4868291
62294,Troy city,IL,13878190
62295,Valmeyer village,IL,8821814
62298,Valmeyer village,IL,28684
62298,Waterloo city,IL,21061438
62301,Quincy city,IL,25825708
62305,Columbus village,IL,65229
62305,Quincy city,IL,15004915
62311,Augusta village,IL,1790172
62312,Barry city,IL,3709510
62312,El Dara village,IL,1998688
62313,Basco village,IL,575660
62314,Baylis village,IL,1220560
62316,Bowen village,IL,1108399
62319,Camden village,IL,1972157
62320,Camp Point village,IL,2936615
62320,Columbus village,IL,501517
62321,Bentley town,IL,370624
62321,Carthage city,IL,6452081
62321,Ferris village,IL,4685023
62323,Perry village,IL,5321
62324,Clayton village,IL,2290671
62325,Coatsburg village,IL,342926
62326,Colchester city,IL,2979424
62326,Tennessee village,IL,3350
62330,Dallas City city,IL,6149729
62330,Pontoosuc village,IL,2804419
62334,Elvaston village,IL,1887188
62336,Ferris village,IL,409224
62339,Golden village,IL,1663971
62340,Griggsville city,IL,2863541
62340,Pittsfield city,IL,884606
62340,Valley City village,IL,698254
62341,Elvaston village,IL,60927
62341,Hamilton city,IL,8874465
62343,Hull village,IL,4727140
62345,Kinderhook village,IL,2091457
62346,La Prairie village,IL,499358
62347,Liberty village,IL,1012887
62348,Lima village,IL,250510
62349,Loraine village,IL,2186149
62351,Mendon village,IL,2218848
62352,Milton village,IL,998886
62353,Mount Sterling city,IL,2870385
62353,Ripley village,IL,980748
62354,Nauvoo city,IL,8770161
62355,Nebo village,IL,1123078
62356,El Dara village,IL,620873
62356,New Canton town,IL,2280834
62357,New Salem village,IL,2717243
62358,Pontoosuc village,IL,837067
62360,Payson village,IL,3030506
62361,Pearl village,IL,3899000
62362,Perry village,IL,994237
62363,Detroit village,IL,649302
62363,Florence village,IL,714396
62363,Pittsfield city,IL,11501449
62363,Time village,IL,657589
62365,Plainville village,IL,607954
62366,Pleasant Hill village,IL,1982199
62367,Plymouth village,IL,1462267
62374,Tennessee village,IL,1098384
62375,Mound Station village,IL,1343049
62376,Lima village,IL,98052
62376,Ursa village,IL,1786934
62378,Versailles village,IL,2417212
62379,Elvaston village,IL,120278
62379,Hamilton city,IL,348979
62379,Warsaw city,IL,16885785
62380,West Point village,IL,434820
62401,Effingham city,IL,26309095
62410,Allendale village,IL,794997
62411,Altamont city,IL,3855845
62414,Beecher City village,IL,2319131
62417,Bridgeport city,IL,2776824
62418,Brownstown village,IL,1969379
62419,Calhoun village,IL,2362581
62420,Casey city,IL,5859942
62421,Claremont village,IL,2054502
62422,Cowden village,IL,1040855
62424,Dieterich village,IL,3537743
62426,Edgewood village,IL,2623964
62427,Flat Rock village,IL,2216835
62428,Greenup village,IL,4531929
62431,Herrick village,IL,947945
62432,Hidalgo village,IL,889785
62432,Rose Hill village,IL,1642191
62433,Hutsonville village,IL,1610297
62436,Jewett village,IL,2602204
62439,Lawrenceville city,IL,5603679
62439,Russellville village,IL,1034736
62440,Lerna village,IL,297795
62441,Marshall city,IL,9494648
62442,Martinsville city,IL,5233541
62443,Mason town,IL,3334447
62445,Montrose village,IL,1650065
62446,Mount Erie village,IL,993310
62447,Neoga city,IL,3600739
62448,Newton city,IL,5409111
62449,Oblong village,IL,2811526
62450,Olney city,IL,17951319
62451,Palestine village,IL,2044273
62452,Parkersburg village,IL,2138254
62454,Robinson city,IL,12169234
62454,Stoy village,IL,1008861
62458,St. Elmo city,IL,3841214
62459,Ste. Marie village,IL,2844710
62460,St. Francisville city,IL,1929404
62461,Shumway village,IL,860256
62462,Sigel town,IL,728127
62463,Stewardson village,IL,1579788
62464,Stoy village,IL,1406214
62465,Strasburg village,IL,1400684
62466,Sumner city,IL,3620879
62467,Effingham city,IL,390464
62467,Teutopolis village,IL,5290695
62468,Toledo village,IL,2300394
62471,Vandalia city,IL,21099864
62473,Watson village,IL,2827799
62474,Westfield village,IL,2533781
62476,West Salem village,IL,4039698
62479,Wheeler village,IL,1491339
62480,Ste. Marie village,IL,26878
62480,Willow Hill village,IL,2691404
62481,Yale village,IL,1489670
62501,Argenta village,IL,1690950
62501,Decatur city,IL,1661160
62510,Assumption city,IL,2564245
62513,Blue Mound village,IL,1515588
62515,Buffalo village,IL,893368
62517,Bulpitt village,IL,178073
62520,Dawson village,IL,1890003
62521,Decatur city,IL,46277996
62521,Long Creek village,IL,6993461
62521,Mount Zion village,IL,1922964
62522,Decatur city,IL,13291410
62522,Harristown village,IL,3948755
62523,Decatur city,IL,1157120
62526,Decatur city,IL,47331894
62526,Forsyth village,IL,41396
62530,Divernon village,IL,1977069
62531,Edinburg village,IL,1619198
62533,Farmersville village,IL,1821116
62534,Findlay village,IL,2392134
62535,Decatur city,IL,729507
62535,Forsyth village,IL,8065937
62536,Chatham village,IL,846708
62536,Springfield city,IL,166309
62537,Harristown village,IL,568732
62538,Harvel village,IL,1860258
62539,Illiopolis village,IL,1753769
62540,Jeisyville village,IL,31654
62540,Kincaid village,IL,1911671
62543,Latham village,IL,707416
62544,Macon city,IL,3757147
62545,Mechanicsburg village,IL,2682925
62546,Morrisonville village,IL,2679946
62546,Palmer village,IL,293883
62547,Mount Auburn village,IL,2581468
62548,Mount Pulaski city,IL,2937033
62549,Long Creek village,IL,323399
62549,Mount Zion village,IL,8802197
62550,Moweaqua village,IL,5499764
62551,Harristown village,IL,136123
62551,Niantic village,IL,2691569
62553,Oconee village,IL,921528
62554,Decatur city,IL,646387
62554,Oreana village,IL,1211427
62555,Owaneco village,IL,1186977
62555,Taylorville city,IL,2859561
62556,Palmer village,IL,2283008
62557,Pana city,IL,9710635
62558,Pawnee village,IL,3449576
62560,Litchfield city,IL,134303
62560,Raymond village,IL,3257184
62561,Dawson village,IL,161308
62561,Riverton village,IL,7399584
62561,Spaulding village,IL,1774886
62563,Rochester village,IL,6812887
62563,Springfield city,IL,5872
62565,Shelbyville city,IL,10558017
62567,Stonington village,IL,1184406
62568,Jeisyville village,IL,283034
62568,Kincaid village,IL,203386
62568,Taylorville city,IL,23855854
62570,Tovey village,IL,577439
62571,Pana city,IL,274451
62571,Tower Hill village,IL,2603132
62572,Waggoner village,IL,632445
62573,Warrensburg village,IL,1886798
62610,Alsey village,IL,1129316
62611,Arenzville village,IL,1988598
62612,Ashland village,IL,1936837
62613,Athens city,IL,4356718
62615,Auburn city,IL,10680574
62615,Chatham village,IL,625449
62615,Thayer village,IL,892239
62617,Bath village,IL,944151
62618,Beardstown city,IL,9373849
62621,Bluffs village,IL,2311823
62621,Exeter village,IL,1786298
62624,Browning village,IL,801906
62625,Cantrall village,IL,647975
62626,Carlinville city,IL,8724418
62626,Nilwood town,IL,1287
62627,Chandlerville village,IL,2057655
62628,Chapin village,IL,2585919
62629,Chatham village,IL,17332147
62629,Springfield city,IL,6102329
62630,Chesterfield village,IL,1400571
62631,Concord village,IL,644043
62633,Easton village,IL,621567
62634,Broadwell village,IL,450298
62634,Elkhart village,IL,5030135
62635,Emden village,IL,608105
62638,Franklin village,IL,2146564
62640,Girard city,IL,2419002
62640,Standard City village,IL,1647581
62642,Greenview village,IL,2225062
62643,Hartsburg village,IL,388519
62644,Havana city,IL,7189878
62649,Hettick village,IL,946103
62650,Jacksonville city,IL,27356767
62650,Lynnville village,IL,200324
62650,South Jacksonville village,IL,5885987
62650,Woodson village,IL,358203
62655,Kilbourne village,IL,2303348
62656,Lincoln city,IL,16179524
62661,Loami village,IL,2620308
62663,Manchester village,IL,1783908
62664,Mason City city,IL,2625121
62665,Meredosia village,IL,2237981
62665,Naples town,IL,1567326
62666,Broadwell village,IL,15089
62666,Middletown village,IL,884382
62667,Modesto village,IL,1448872
62668,Murrayville village,IL,1285325
62670,Berlin village,IL,2306806
62670,Curran village,IL,5114134
62670,New Berlin village,IL,2925434
62670,Springfield city,IL,531901
62671,New Holland village,IL,803489
62672,Nilwood town,IL,1204019
62673,Oakford village,IL,644508
62674,Palmyra village,IL,2587257
62674,Scottville village,IL,2581157
62675,Petersburg city,IL,4046000
62677,Pleasant Plains village,IL,3458121
62681,Rushville city,IL,4279796
62682,San Jose village,IL,1072274
62684,Sherman village,IL,6247440
62684,Spaulding village,IL,168116
62684,Williamsville village,IL,145090
62685,Royal Lakes village,IL,1205840
62685,Shipman town,IL,3419612
62688,Tallula village,IL,1375908
62689,Thayer village,IL,688703
62690,Virden city,IL,4892246
62691,Virginia city,IL,3124873
62692,Waverly city,IL,2682552
62693,Williamsville village,IL,3865481
62694,Alsey village,IL,85045
62694,Glasgow village,IL,2619548
62694,Winchester city,IL,2923180
62695,Woodson village,IL,660999
62701,Springfield city,IL,1007529
62702,Grandview village,IL,867715
62702,Sherman village,IL,309
62702,Springfield city,IL,30607977
62703,Southern View village,IL,1674603
62703,Springfield city,IL,30942358
62704,Jerome village,IL,1196764
62704,Leland Grove city,IL,1625365
62704,Springfield city,IL,26541041
62706,Springfield city,IL,127379
62707,Clear Lake village,IL,238190
62707,Riverton village,IL,683426
62707,Sherman village,IL,1850048
62707,Springfield city,IL,16269520
62711,Springfield city,IL,25224412
62712,Chatham village,IL,267739
62712,Rochester village,IL,39434
62712,Springfield city,IL,20819157
62801,Central City village,IL,1463282
62801,Centralia city,IL,21237531
62801,Irvington village,IL,304604
62801,Wamac city,IL,3638238
62803,Hoyleton village,IL,1968090
62803,New Minden village,IL,16960
62806,Albion city,IL,5531613
62807,Alma village,IL,2933054
62808,Ashley city,IL,2922197
62809,Mill Shoals village,IL,348638
62810,Belle Rive village,IL,2657507
62811,Bellmont village,IL,842100
62812,Benton city,IL,13898914
62812,Buckner village,IL,301139
62812,North City village,IL,900512
62812,Orient city,IL,13781
62812,Valier village,IL,1274410
62812,West City village,IL,4164536
62814,Bluford village,IL,4043728
62815,Bone Gap village,IL,1509741
62816,Bonnie village,IL,3303346
62816,Ina village,IL,634432
62816,Nason city,IL,2358849
62817,Broughton village,IL,4894355
62818,Browns village,IL,750339
62819,Buckner village,IL,1956834
62820,Burnt Prairie village,IL,196481
62821,Carmi city,IL,6706560
62821,Maunie village,IL,0
62822,Christopher city,IL,3379260
62822,North City village,IL,1484859
62823,Cisne village,IL,1632694
62823,Johnsonville village,IL,6566
62824,Clay City village,IL,4614401
62824,Sailor Springs village,IL,352291
62825,North City village,IL,1822137
62827,Crossville village,IL,1658827
62827,Phillipstown village,IL,700407
62828,Belle Prairie City town,IL,1134619
62828,Dahlgren village,IL,2634422
62830,Dix village,IL,5370952
62831,Du Bois village,IL,2725903
62832,Du Quoin city,IL,18074843
62832,St. Johns village,IL,1878795
62835,Enfield village,IL,2618177
62836,Ewing village,IL,2613313
62837,Fairfield city,IL,10433414
62838,Farina village,IL,3469682
62838,Iola village,IL,2497705
62839,Flora city,IL,12148208
62841,Freeman Spur village,IL,481267
62842,Jeffersonville village,IL,2622084
62843,Golden Gate village,IL,205401
62844,Grayville city,IL,5509406
62846,Ina village,IL,5594535
62848,Irvington village,IL,2310153
62849,Iuka village,IL,1899422
62850,Johnsonville village,IL,546130
62851,Keenes village,IL,336066
62852,Keensburg village,IL,272330
62853,Kell village,IL,2595303
62854,Farina village,IL,304085
62854,Kinmundy city,IL,3102456
62856,Hanaford village,IL,2409667
62858,Louisville village,IL,2145433
62859,McLeansboro city,IL,7297092
62860,Macedonia village,IL,689056
62861,Maunie village,IL,410996
62862,Mill Shoals village,IL,1637040
62863,Keensburg village,IL,401282
62863,Mount Carmel city,IL,12455819
62864,Mount Vernon city,IL,37769405
62865,Christopher city,IL,820824
62865,North City village,IL,1415031
62865,Zeigler city,IL,1063542
62867,New Haven village,IL,3222814
62868,Noble village,IL,2634034
62869,Norris City village,IL,3035614
62870,Odin village,IL,2598335
62871,Omaha village,IL,1928089
62874,Orient city,IL,1914809
62875,Patoka village,IL,2887255
62876,Radom village,IL,2715183
62877,Richview village,IL,2974621
62879,Sailor Springs village,IL,321345
62880,St. Peter village,IL,1348364
62881,Salem city,IL,18106329
62882,Junction City village,IL,1771373
62882,Sandoval village,IL,2578737
62884,Sesser city,IL,2668333
62886,Sims village,IL,3060297
62887,Springerton village,IL,327215
62888,Tamaroa village,IL,2480233
62890,Hanaford village,IL,201092
62890,Thompsonville village,IL,5259740
62891,Valier village,IL,1636395
62892,Vernon village,IL,2283700
62893,Walnut Hill village,IL,983695
62894,Waltonville village,IL,3212583
62895,Wayne City village,IL,4459646
62896,Freeman Spur village,IL,553308
62896,West Frankfort city,IL,12897770
62897,Benton city,IL,293860
62898,Woodlawn village,IL,2206302
62899,Xenia village,IL,1277227
62901,Cambria village,IL,7605
62901,Carbondale city,IL,31781575
62901,Carterville city,IL,134415
