zcta,place_name,state,area_land_part
29692,Ware Shoals town,SC,8487324
29693,Westminster city,SC,8926371
29696,Walhalla city,SC,699277
29696,West Union town,SC,1820689
29697,Williamston town,SC,9479781
29702,Blacksburg town,SC,4846373
29706,Chester city,SC,8561602
29706,Lowrys town,SC,8186503
29708,Fort Mill town,SC,4351584
29708,Tega Cay city,SC,11623247
29709,Chesterfield town,SC,10520547
29710,Clover town,SC,11777467
29714,Fort Lawn town,SC,3606669
29715,Fort Mill town,SC,46517225
29717,Hickory Grove town,SC,4325723
29718,Jefferson town,SC,4667360
29720,Lancaster city,SC,16974105
29720,Van Wyck town,SC,25988158
29726,McConnells town,SC,8781451
29727,Mount Croghan town,SC,1965351
29728,Pageland town,SC,11199980
29729,Richburg town,SC,2269593
29730,Rock Hill city,SC,61917885
29732,Rock Hill city,SC,38744334
29733,Rock Hill city,SC,331092
29741,Ruby town,SC,6395016
29742,Sharon town,SC,3393652
29743,Smyrna town,SC,1828177
29745,York city,SC,21962821
29801,Aiken city,SC,24136227
29803,Aiken city,SC,29847928
29803,New Ellenton town,SC,1523376
29809,New Ellenton town,SC,9976162
29810,Allendale town,SC,8548998
29812,Barnwell city,SC,20311640
29812,Hilda town,SC,7559433
29812,Kline town,SC,8044855
29812,Snelling town,SC,10452277
29816,Burnettown town,SC,747353
29817,Blackville town,SC,23134783
29817,Hilda town,SC,392706
29824,Edgefield town,SC,10886535
29826,Elko town,SC,1886435
29827,Allendale town,SC,24268
29827,Fairfax town,SC,8578209
29827,Sycamore town,SC,8212533
29828,Burnettown town,SC,416
29829,Burnettown town,SC,6429010
29831,Jackson town,SC,9102614
29832,Johnston town,SC,6857655
29835,McCormick town,SC,9516579
29835,Plum Branch town,SC,28314
29841,Burnettown town,SC,1763290
29841,North Augusta city,SC,41601999
29842,Burnettown town,SC,9060
29842,North Augusta city,SC,2887706
29843,Govan town,SC,1947395
29843,Olar town,SC,2033966
29844,Parksville town,SC,1484852
29845,Parksville town,SC,400474
29845,Plum Branch town,SC,909745
29847,Trenton town,SC,3265914
29848,Troy town,SC,2069144
29849,Ulmer town,SC,7094493
29851,Aiken city,SC,166849
29851,Burnettown town,SC,5300515
29853,Elko town,SC,830185
29853,Williston town,SC,23187430
29856,Windsor town,SC,2264721
29860,North Augusta city,SC,8676929
29899,McCormick town,SC,977277
29902,Beaufort city,SC,13248990
29902,Port Royal town,SC,22953020
29904,Beaufort city,SC,10283911
29905,Port Royal town,SC,7340301
29906,Beaufort city,SC,29629905
29906,Port Royal town,SC,6512199
29907,Beaufort city,SC,5129548
29907,Port Royal town,SC,381732
29909,Bluffton town,SC,7403207
29909,Hardeeville city,SC,3653197
29909,Port Royal town,SC,858614
29909,Ridgeland town,SC,10155488
29910,Bluffton town,SC,126761060
29911,Brunson town,SC,2633938
29916,Yemassee town,SC,195736
29918,Estill town,SC,8365276
29918,Furman town,SC,1277083
29918,Scotia town,SC,493594
29921,Furman town,SC,6797539
29923,Gifford town,SC,2504680
29924,Hampton town,SC,11362011
29924,Varnville town,SC,37329
29926,Hilton Head Island town,SC,53480815
29927,Bluffton town,SC,432552
29927,Hardeeville city,SC,133250481
29928,Hilton Head Island town,SC,53622832
29932,Luray town,SC,2675445
29935,Beaufort city,SC,9798
29935,Port Royal town,SC,5892643
29936,Hardeeville city,SC,9979233
29936,Ridgeland town,SC,115045068
29939,Scotia town,SC,7703190
29941,Beaufort city,SC,4971136
29944,Hampton town,SC,325720
29944,Varnville town,SC,9888257
29945,Yemassee town,SC,20386655
30002,Avondale Estates city,GA,2957566
30004,Alpharetta city,GA,10265420
30004,Milton city,GA,91667577
30004,Roswell city,GA,610699
30005,Alpharetta city,GA,22013574
30005,Johns Creek city,GA,6713843
30008,Marietta city,GA,3696668
30009,Alpharetta city,GA,18846698
30009,Milton city,GA,3589701
30009,Roswell city,GA,1151180
30011,Auburn city,GA,17478983
30011,Carl town,GA,1931716
30012,Conyers city,GA,11885147
30013,Conyers city,GA,12598663
30014,Covington city,GA,39289272
30014,Jersey city,GA,559937
30014,Oxford city,GA,25396
30014,Porterdale city,GA,5452166
30014,Walnut Grove city,GA,2933347
30016,Porterdale city,GA,641128
30017,Grayson city,GA,6499973
30017,Snellville city,GA,1149062
30018,Jersey city,GA,1450216
30019,Dacula city,GA,12986752
30021,Clarkston city,GA,4626198
30021,Tucker city,GA,24688
30022,Alpharetta city,GA,16790061
30022,Johns Creek city,GA,39724785
30022,Roswell city,GA,4799786
30024,Duluth city,GA,294895
30024,Johns Creek city,GA,2965609
30024,Sugar Hill city,GA,2364001
30024,Suwanee city,GA,28387877
30025,Social Circle city,GA,37750824
30030,Avondale Estates city,GA,152513
30030,Decatur city,GA,11825763
30032,Atlanta city,GA,74232
30032,Avondale Estates city,GA,57475
30033,Atlanta city,GA,440925
30033,Decatur city,GA,58146
30034,Stonecrest city,GA,0
30035,Stonecrest city,GA,3362106
30038,Stonecrest city,GA,70987468
30039,Snellville city,GA,951871
30040,Cumming city,GA,14303273
30041,Cumming city,GA,4317755
30043,Lawrenceville city,GA,2485425
30044,Lawrenceville city,GA,500761
30044,Lilburn city,GA,304707
30045,Dacula city,GA,912463
30045,Lawrenceville city,GA,611280
30046,Lawrenceville city,GA,31685332
30047,Lilburn city,GA,17255844
30052,Loganville city,GA,19177887
30052,Snellville city,GA,1163975
30052,Walnut Grove city,GA,4425284
30054,Covington city,GA,1366158
30054,Oxford city,GA,5552016
30055,Mansfield city,GA,2826789
30056,Mansfield city,GA,3421
30056,Newborn town,GA,4130891
30058,Lithonia city,GA,2403015
30058,Stonecrest city,GA,21213600
30060,Marietta city,GA,13864421
30060,Smyrna city,GA,26863
30062,Marietta city,GA,10447049
30064,Marietta city,GA,16907049
30064,Powder Springs city,GA,34101
30066,Marietta city,GA,4926881
30067,Marietta city,GA,8358724
30068,Marietta city,GA,620411
30070,Porterdale city,GA,67224
30071,Berkeley Lake city,GA,852064
30071,Duluth city,GA,459687
30071,Norcross city,GA,15128494
30071,Peachtree Corners city,GA,5755314
30072,Pine Lake city,GA,332101
30075,Milton city,GA,4438863
30075,Mountain Park city,GA,1132842
30075,Roswell city,GA,59292772
30076,Alpharetta city,GA,1757840
30076,Johns Creek city,GA,144501
30076,Roswell city,GA,39606690
30078,Snellville city,GA,23854339
30079,Clarkston city,GA,132473
30080,Marietta city,GA,238742
30080,Smyrna city,GA,20642433
30082,Smyrna city,GA,14203736
30083,Pine Lake city,GA,282308
30083,Stone Mountain city,GA,4161651
30083,Tucker city,GA,5486714
30084,Clarkston city,GA,19213
30084,Lilburn city,GA,59400
30084,Tucker city,GA,30737018
30087,Stone Mountain city,GA,100006
30087,Tucker city,GA,15290594
30088,Stone Mountain city,GA,14896
30090,Marietta city,GA,34220
30092,Berkeley Lake city,GA,287589
30092,Norcross city,GA,696594
30092,Peachtree Corners city,GA,27447801
30092,Sandy Springs city,GA,432311
30093,Norcross city,GA,106538
30094,Conyers city,GA,5921247
30094,Stonecrest city,GA,645614
30096,Berkeley Lake city,GA,3385265
30096,Duluth city,GA,18843686
30096,Peachtree Corners city,GA,2767239
30097,Duluth city,GA,6872569
30097,Johns Creek city,GA,30257420
30097,Peachtree Corners city,GA,1516482
30101,Acworth city,GA,19101861
30101,Cartersville city,GA,31026
30101,Kennesaw city,GA,950952
30103,Adairsville city,GA,24235021
30103,Calhoun city,GA,1483751
30104,Aragon city,GA,2669595
30106,Austell city,GA,10793513
30107,Ball Ground city,GA,16397527
30107,Nelson city,GA,3360045
30108,Bowdon city,GA,8804487
30108,Ephesus city,GA,2572367
30108,Mount Zion city,GA,394794
30110,Bremen city,GA,23877821
30110,Waco city,GA,3125369
30111,Austell city,GA,1075384
30113,Buchanan city,GA,3728059
30114,Canton city,GA,41795639
30114,Holly Springs city,GA,2856946
30114,Waleska city,GA,22940
30114,Woodstock city,GA,121906
30115,Canton city,GA,5600068
30115,Holly Springs city,GA,14045269
30116,Carrollton city,GA,9756024
30117,Bremen city,GA,285230
30117,Carrollton city,GA,47758566
30117,Mount Zion city,GA,16102899
30118,Carrollton city,GA,519108
30120,Cartersville city,GA,47661477
30120,Emerson city,GA,5481861
30120,Euharlee city,GA,7193112
30121,Cartersville city,GA,22045338
30121,Emerson city,GA,13240934
30122,Douglasville city,GA,9602215
30124,Cave Spring city,GA,9497360
30125,Cedartown city,GA,23638118
30126,Smyrna city,GA,5349717
30127,Austell city,GA,1380199
30127,Powder Springs city,GA,19077079
30132,Dallas city,GA,13204564
30132,Hiram city,GA,226403
30134,Douglasville city,GA,24967913
30135,Douglasville city,GA,24349512
30137,Emerson city,GA,3566112
30139,Fairmount city,GA,4693957
30141,Hiram city,GA,9268703
30143,Jasper city,GA,16812615
30143,Nelson city,GA,392821
30144,Acworth city,GA,3663888
30144,Kennesaw city,GA,14720002
30144,Marietta city,GA,48343
30145,Euharlee city,GA,6134558
30145,Kingston city,GA,3260016
30152,Acworth city,GA,590464
30152,Kennesaw city,GA,9493082
30152,Marietta city,GA,1521465
30153,Aragon city,GA,148558
30153,Braswell town,GA,8195469
30153,Rockmart city,GA,14613210
30157,Dallas city,GA,5911963
30157,Hiram city,GA,686763
30161,Rome city,GA,38064009
30165,Rome city,GA,42850012
30168,Austell city,GA,2120243
30168,Douglasville city,GA,128629
30170,Ephesus city,GA,5639002
30170,Roopville town,GA,2045226
30173,Rome city,GA,1132644
30175,Ellijay city,GA,171579
30175,Jasper city,GA,5349039
30175,Talking Rock town,GA,5344623
30176,Buchanan city,GA,129682
30176,Tallapoosa city,GA,25084465
30177,Nelson city,GA,193934
30178,Euharlee city,GA,668722
30178,Taylorsville town,GA,3863819
30179,Temple city,GA,17636045
30179,Villa Rica city,GA,3709
30180,Villa Rica city,GA,37930305
30182,Bremen city,GA,3310732
30182,Mount Zion city,GA,8642557
30182,Tallapoosa city,GA,888270
30182,Waco city,GA,1628188
30183,Waleska city,GA,4067494
30184,Cartersville city,GA,4384217
30184,White city,GA,2710451
30185,Whitesburg city,GA,7171095
30187,Douglasville city,GA,125697
30188,Holly Springs city,GA,1644701
30188,Mountain Park city,GA,62760
30188,Woodstock city,GA,24590960
30189,Woodstock city,GA,7590877
30204,Aldora town,GA,618517
30204,Barnesville city,GA,15732070
30204,Milner city,GA,18436
30205,Brooks town,GA,11110355
30206,Concord city,GA,2179133
30213,Chattahoochee Hills city,GA,33824977
30213,Fairburn city,GA,34777555
30213,Palmetto city,GA,1248089
30213,South Fulton city,GA,74888159
30213,Tyrone town,GA,250555
30213,Union City city,GA,15821854
30214,Fayetteville city,GA,20128325
30214,South Fulton city,GA,498767
30214,Tyrone town,GA,1318654
30215,Fayetteville city,GA,13447430
30215,Peachtree City city,GA,9469
30215,Woolsey town,GA,2118304
30216,Flovilla city,GA,5070826
30217,Centralhatchee town,GA,8486339
30217,Ephesus city,GA,1356958
30217,Franklin city,GA,8314331
30218,Gay town,GA,2237942
30220,Grantville city,GA,14949515
30220,Lone Oak town,GA,1019190
30222,Greenville city,GA,6071319
30223,Griffin city,GA,16254794
30223,Sunny Side city,GA,23447
30224,Griffin city,GA,19966391
30224,Orchard Hill town,GA,920671
30228,Hampton city,GA,21872426
30228,Lovejoy city,GA,7002969
30228,Sunny Side city,GA,426954
30229,Haralson town,GA,78017
30230,Hogansville city,GA,18949975
30230,Lone Oak town,GA,599124
30233,Jackson city,GA,15743181
30234,Jenkinsburg city,GA,3371495
30234,Locust Grove city,GA,878569
30236,Jonesboro city,GA,7272823
30236,Lovejoy city,GA,468649
30236,Morrow city,GA,31059
30236,Stockbridge city,GA,339157
30238,Jonesboro city,GA,438892
30238,Lovejoy city,GA,5412
30240,LaGrange city,GA,67514964
30240,West Point city,GA,1824624
30241,LaGrange city,GA,41605383
30248,Locust Grove city,GA,28440849
30250,Lovejoy city,GA,63300
30251,Luthersville city,GA,8193919
30252,McDonough city,GA,10056295
30253,Locust Grove city,GA,700461
30253,McDonough city,GA,23231454
30253,Stockbridge city,GA,7162702
30256,Meansville city,GA,1298519
30257,Milner city,GA,5438641
30258,Molena city,GA,4849418
30259,Grantville city,GA,55646
30259,Moreland town,GA,2339458
30260,Forest Park city,GA,393873
30260,Lake City city,GA,4784485
30260,Morrow city,GA,8729043
30263,Chattahoochee Hills city,GA,1080406
30263,Newnan city,GA,34453888
30265,Newnan city,GA,14994022
30268,Chattahoochee Hills city,GA,115775484
30268,Fairburn city,GA,8219784
30268,Palmetto city,GA,29459010
30268,South Fulton city,GA,5059869
30269,Peachtree City city,GA,65107480
30269,Tyrone town,GA,134828
30272,South Fulton city,GA,142954
30274,Riverdale city,GA,8363529
30276,Haralson town,GA,1936558
30276,Senoia city,GA,15957376
30276,Sharpsburg town,GA,29618
30276,Turin town,GA,2217684
30277,Newnan city,GA,720794
30277,Sharpsburg town,GA,2480141
30277,Turin town,GA,1597719
30281,Stockbridge city,GA,27978745
30284,Sunny Side city,GA,60955
30286,Thomaston city,GA,24705711
30289,Turin town,GA,315334
30290,Tyrone town,GA,30679242
30291,Fairburn city,GA,745485
30291,South Fulton city,GA,4797038
30291,Union City city,GA,22371956
30292,Williamson city,GA,3389291
30292,Zebulon city,GA,1380957
30293,Woodbury city,GA,5357978
30294,Forest Park city,GA,5219986
30294,Stonecrest city,GA,664474
30295,Zebulon city,GA,10878371
30296,Riverdale city,GA,3080168
30296,South Fulton city,GA,5312878
30297,Forest Park city,GA,18488726
30303,Atlanta city,GA,2685160
30305,Atlanta city,GA,16824293
30306,Atlanta city,GA,8832177
30307,Atlanta city,GA,7270972
30307,Decatur city,GA,20340
30308,Atlanta city,GA,4137848
30309,Atlanta city,GA,8569774
30310,Atlanta city,GA,22248754
30311,Atlanta city,GA,32089442
30311,South Fulton city,GA,171024
30312,Atlanta city,GA,8574845
30313,Atlanta city,GA,3041964
30314,Atlanta city,GA,11814939
30315,Atlanta city,GA,29517104
30315,East Point city,GA,34461
30316,Atlanta city,GA,9837750
30317,Atlanta city,GA,8155780
30317,Decatur city,GA,1552
30318,Atlanta city,GA,52599476
30319,Atlanta city,GA,2929199
30319,Brookhaven city,GA,22868592
30319,Chamblee city,GA,10947
30319,Dunwoody city,GA,36751
30319,Sandy Springs city,GA,874228
30322,Atlanta city,GA,1203753
30324,Atlanta city,GA,10319819
30324,Brookhaven city,GA,911315
30326,Atlanta city,GA,1952273
30327,Atlanta city,GA,28748633
30327,Sandy Springs city,GA,16498989
30328,Sandy Springs city,GA,33003843
30329,Atlanta city,GA,1283738
30329,Brookhaven city,GA,4102701
30329,Chamblee city,GA,505737
30331,Atlanta city,GA,47980053
30331,East Point city,GA,5286
30331,South Fulton city,GA,48057154
30332,Atlanta city,GA,232646
30334,Atlanta city,GA,64316
30336,Atlanta city,GA,25926
30336,South Fulton city,GA,3890823
30337,College Park city,GA,21656363
30337,East Point city,GA,152789
30337,South Fulton city,GA,976787
30338,Dunwoody city,GA,25022440
30338,Sandy Springs city,GA,502085
30339,Marietta city,GA,27448
30339,Sandy Springs city,GA,1131813
30339,Smyrna city,GA,64815
30340,Doraville city,GA,6967447
30340,Peachtree Corners city,GA,20969
30340,Tucker city,GA,312081
30341,Brookhaven city,GA,2385424
30341,Chamblee city,GA,16330374
30341,Doraville city,GA,33491
30341,Dunwoody city,GA,152979
30341,Tucker city,GA,3844
30342,Atlanta city,GA,10591654
30342,Sandy Springs city,GA,12625148
30344,Atlanta city,GA,224491
30344,College Park city,GA,115638
30344,East Point city,GA,30927118
30344,Hapeville city,GA,192476
30344,South Fulton city,GA,7007
30345,Chamblee city,GA,3078052
30345,Tucker city,GA,473735
30346,Dunwoody city,GA,2614614
30349,College Park city,GA,6393915
30349,East Point city,GA,6880889
30349,Forest Park city,GA,5183
30349,South Fulton city,GA,76904949
30349,Union City city,GA,12737293
30350,Dunwoody city,GA,185054
30350,Sandy Springs city,GA,32464461
30354,Atlanta city,GA,17544561
30354,College Park city,GA,549022
30354,East Point city,GA,43784
30354,Forest Park city,GA,4150
30354,Hapeville city,GA,6039015
30360,Doraville city,GA,5718147
30360,Dunwoody city,GA,5725360
30360,Peachtree Corners city,GA,4203562
30363,Atlanta city,GA,639627
30401,Nunez city,GA,1844674
30401,Swainsboro city,GA,32578481
30410,Ailey city,GA,4878855
30410,Alston town,GA,940528
30410,Higgston town,GA,5704163
30410,Mount Vernon city,GA,9353
30411,Alamo town,GA,5074445
30411,Scotland city,GA,564759
30412,Alston town,GA,4917717
30413,Bartow town,GA,2924750
30414,Bellville city,GA,361372
30415,Brooklet city,GA,8531321
30417,Bellville city,GA,2192189
30417,Claxton city,GA,4502507
30417,Daisy city,GA,1828821
30417,Hagan city,GA,4893499
30417,Manassas city,GA,1363401
30420,Cobbtown city,GA,1732096
30421,Collins city,GA,2641697
30421,Manassas city,GA,638085
30421,Reidsville city,GA,2798
30423,Daisy city,GA,664588
30425,Garfield city,GA,2041657
30426,Girard town,GA,8188230
30427,Glennville city,GA,18256323
30428,Glenwood city,GA,4821862
30429,Hagan city,GA,401567
30434,Louisville city,GA,9353151
30434,Vidette city,GA,1740292
30436,Lyons city,GA,20747713
30436,Oak Park town,GA,12036559
30436,Santa Claus city,GA,477498
30436,Vidalia city,GA,1753604
30439,Metter city,GA,19419855
30439,Pulaski town,GA,1435413
30441,Midville city,GA,5153951
30441,Summertown city,GA,2036969
30442,Millen city,GA,9269756
30445,Ailey city,GA,712549
30445,Mount Vernon city,GA,10862999
