tenant_host,jurisdiction,gov_id,gov_name,gov_type,tier,evidence,new_meeting_body,new_hub_slug,country,state,old_hub_slug,municipal_type_word,state_heading
mt-redlodge.civicplus.com,"City of Red Lodge, MT",us:place:3061525,"Red Lodge, MT",municipality,registry,us_places.csv Red Lodge city,,red-lodge-mt,us,MT,red-lodge-mt,yes,Cities & towns
nc-edenton.civicplus.com,"Town of Edenton, NC",us:place:3720120,"Edenton, NC",municipality,registry,us_places.csv Edenton town,,edenton-nc,us,NC,town-of-edenton-nc,yes,Cities & towns
nc-emeraldisle.civicplus.com,"Town of Emerald Isle, NC",us:place:3721160,"Emerald Isle, NC",municipality,registry,us_places.csv Emerald Isle town,,emerald-isle-nc,us,NC,town-of-emerald-isle-nc,yes,Cities & towns
nc-fuquayvarina.civicplus.com,"Town of Fuquay-Varina, NC",us:place:3725300,"Fuquay-Varina, NC",municipality,registry,us_places.csv Fuquay-Varina town,,fuquay-varina-nc,us,NC,town-of-fuquay-varina-nc,yes,Cities & towns
nc-indiantrail.civicplus.com,"Indian Trail, NC",us:place:3733560,"Indian Trail, NC",municipality,registry,us_places.csv Indian Trail town,,indian-trail-nc,us,NC,indian-trail-nc,no,Cities & towns
nc-northwilkesboro.civicplus.com,"North Wilkesboro, NC",us:place:3747880,"North Wilkesboro, NC",municipality,registry,us_places.csv North Wilkesboro town,,north-wilkesboro-nc,us,NC,north-wilkesboro-nc,no,Cities & towns
ne-chadron.civicplus.com,"Chadron, NE",us:place:3108605,"Chadron, NE",municipality,registry,us_places.csv Chadron city,,chadron-ne,us,NE,chadron-ne,no,Cities & towns
nj-boonton.civicplus.com,"Boonton, NJ",us:place:3406610,"Boonton (town), NJ",municipality,registry,us_places.csv Boonton town,,boonton-town-nj,us,NJ,boonton-nj,no,Cities & towns
nj-fairhaven.civicplus.com,Borough of Fair Haven,us:place:3422440,"Fair Haven, NJ",municipality,registry,us_places.csv Fair Haven borough (state from tenant_hints.csv nj-fairhaven.civicplus.com),,fair-haven-nj,us,NJ,borough-of-fair-haven,yes,Cities & towns
nj-hawthorne.civicplus.com,"Hawthorne, NJ",us:place:3430570,"Hawthorne, NJ",municipality,registry,us_places.csv Hawthorne borough,,hawthorne-nj,us,NJ,hawthorne-nj,no,Cities & towns
nj-rockaway.civicplus.com,"Rockaway, NJ",us:place:3464050,"Rockaway (borough), NJ",municipality,registry,us_places.csv Rockaway borough,,rockaway-borough-nj,us,NJ,rockaway-nj,no,Cities & towns
nj-roseland.civicplus.com,"Borough of Roseland, NJ",us:place:3464590,"Roseland, NJ",municipality,registry,us_places.csv Roseland borough,,roseland-nj,us,NJ,borough-of-roseland-nj,yes,Cities & towns
nj-tenafly.civicplus.com,"Tenafly Borough, NJ",us:place:3472420,"Tenafly, NJ",municipality,registry,us_places.csv Tenafly borough,,tenafly-nj,us,NJ,tenafly-borough-nj,no,Cities & towns
nm-corrales.civicplus.com,"Corrales, NM",us:place:3517960,"Corrales, NM",municipality,registry,us_places.csv Corrales village,,corrales-nm,us,NM,corrales-nm,no,Cities & towns
ny-albany.civicplus.com,"City of Albany, NY",us:place:3601000,"Albany, NY",municipality,registry,us_places.csv Albany city,,albany-ny,us,NY,albany-ny,yes,Cities & towns
ny-harrison.civicplus.com,Harrison,us:place:3632402,"Harrison, NY",municipality,registry,us_places.csv Harrison village (state from tenant_hints.csv ny-harrison.civicplus.com),,harrison-ny,us,NY,harrison,no,Cities & towns
ny-schenectady.civicplus.com,"Schenectady, NY",us:place:3665508,"Schenectady, NY",municipality,registry,us_places.csv Schenectady city,,schenectady-ny,us,NY,schenectady-ny,no,Cities & towns
ny-troy.civicplus.com,"Troy, NY",us:place:3675484,"Troy, NY",municipality,registry,us_places.csv Troy city,,troy-ny,us,NY,troy-ny,no,Cities & towns
ny-troy.civicplus.com,"City of Troy, NY",us:place:3675484,"Troy, NY",municipality,registry,us_places.csv Troy city,,troy-ny,us,NY,troy-ny,yes,Cities & towns
oh-morelandhills.civicplus.com,"Village of Moreland Hills, OH",us:place:3952052,"Moreland Hills, OH",municipality,registry,us_places.csv Moreland Hills village,,moreland-hills-oh,us,OH,village-of-moreland-hills-oh,yes,Cities & towns
oh-newfranklin.civicplus.com,City of New Franklin,us:place:3954562,"New Franklin, OH",municipality,registry,us_places.csv New Franklin city (state from tenant_hints.csv oh-newfranklin.civicplus.com),,new-franklin-oh,us,OH,new-franklin,yes,Cities & towns
oh-norton.civicplus.com,"City of Norton, OH",us:place:3957260,"Norton, OH",municipality,registry,us_places.csv Norton city,,norton-oh,us,OH,norton-oh,yes,Cities & towns
oh-stmarys.civicplus.com,City of St. Marys,us:place:3969680,"St. Marys (city), OH",municipality,registry,us_places.csv St. Marys city (state from tenant_hints.csv oh-stmarys.civicplus.com),,st-marys-city-oh,us,OH,st-marys,yes,Cities & towns
oh-sunbury.civicplus.com,Village of Galena,us:place:3929148,"Galena, OH",municipality,registry,us_places.csv Galena village (state from tenant_hints.csv oh-sunbury.civicplus.com),,galena-oh,us,OH,village-of-galena,yes,Cities & towns
oh-sunbury.civicplus.com,"Sunbury, OH",us:place:3975602,"Sunbury, OH",municipality,registry,us_places.csv Sunbury city,,sunbury-oh,us,OH,sunbury-oh,no,Cities & towns
oh-twinsburg.civicplus.com,"Twinsburg, OH",us:place:3978050,"Twinsburg (city), OH",municipality,registry,us_places.csv Twinsburg city,,twinsburg-city-oh,us,OH,twinsburg-oh,no,Cities & towns
oh-vandalia.civicplus.com,"City of Vandalia, OH",us:place:3979492,"Vandalia, OH",municipality,registry,us_places.csv Vandalia city,,vandalia-oh,us,OH,vandalia-oh,yes,Cities & towns
ok-inola.civicplus.com,"Inola, OK",us:place:4037100,"Inola, OK",municipality,registry,us_places.csv Inola town,,inola-ok,us,OK,inola-ok,no,Cities & towns
ok-jenks.civicplus.com,"City of Jenks, OK",us:place:4037800,"Jenks, OK",municipality,registry,us_places.csv Jenks city,,jenks-ok,us,OK,jenks-ok,yes,Cities & towns
ok-pryorcreek.civicplus.com,"City of Pryor Creek, OK",us:place:4061000,"Pryor Creek, OK",municipality,registry,us_places.csv Pryor Creek city,,pryor-creek-ok,us,OK,pryor-creek-ok,yes,Cities & towns
ok-tahlequah.civicplus.com,"City of Tahlequah, OK",us:place:4072100,"Tahlequah, OK",municipality,registry,us_places.csv Tahlequah city,,tahlequah-ok,us,OK,tahlequah-ok,yes,Cities & towns
or-coquille.civicplus.com,"City Of Coquille, OR",us:place:4115350,"Coquille, OR",municipality,registry,us_places.csv Coquille city,,coquille-or,us,OR,coquille-or,yes,Cities & towns
or-gearhart.civicplus.com,"Gearhart, OR",us:place:4128450,"Gearhart, OR",municipality,registry,us_places.csv Gearhart city,,gearhart-or,us,OR,gearhart-or,no,Cities & towns
or-lagrande.civicplus.com,"La Grande, OR",us:place:4140350,"La Grande, OR",municipality,registry,us_places.csv La Grande city,,la-grande-or,us,OR,la-grande-or,no,Cities & towns
or-prineville.civicplus.com,"City of Prineville, OR",us:place:4159850,"Prineville, OR",municipality,registry,us_places.csv Prineville city,,prineville-or,us,OR,prineville-or,yes,Cities & towns
or-scappoose.civicplus.com,"City of Scappoose, OR",us:place:4165500,"Scappoose, OR",municipality,registry,us_places.csv Scappoose city,,scappoose-or,us,OR,scappoose-or,yes,Cities & towns
or-seaside.civicplus.com,"Seaside, OR",us:place:4165950,"Seaside, OR",municipality,registry,us_places.csv Seaside city,,seaside-or,us,OR,seaside-or,no,Cities & towns
pa-jeffersonhills.civicplus.com,"Borough of Jefferson Hills, PA",us:place:4237955,"Jefferson Hills, PA",municipality,registry,us_places.csv Jefferson Hills borough,,jefferson-hills-pa,us,PA,borough-of-jefferson-hills-pa,yes,Cities & towns
pa-lititz.civicplus.com,"Lititz, PA",us:place:4243816,"Lititz, PA",municipality,registry,us_places.csv Lititz borough,,lititz-pa,us,PA,lititz-pa,no,Cities & towns
pa-malvern.civicplus.com,Malvern Borough,us:place:4246792,"Malvern, PA",municipality,registry,us_places.csv Malvern borough (state from tenant_hints.csv pa-malvern.civicplus.com),,malvern-pa,us,PA,malvern-borough,no,Cities & towns
pa-monroeville.civicplus.com,"Monroeville, PA",us:place:4250528,"Monroeville, PA",municipality,registry,us_places.csv Monroeville municipality,,monroeville-pa,us,PA,monroeville-pa,no,Cities & towns
pa-newtown.civicplus.com,"Newtown, PA",us:place:4254184,"Newtown (borough), PA",municipality,registry,us_places.csv Newtown borough,,newtown-borough-pa,us,PA,newtown-pa,no,Cities & towns
pa-norristown.civicplus.com,"Norristown, PA",us:place:4254656,"Norristown, PA",municipality,registry,us_places.csv Norristown borough,,norristown-pa,us,PA,norristown-pa,no,Cities & towns
sc-beaufort.civicplus.com,"Beaufort, SC",us:place:4504690,"Beaufort, SC",municipality,registry,us_places.csv Beaufort city,,beaufort-sc,us,SC,beaufort-sc,no,Cities & towns
sc-clemson.civicplus.com,"Clemson, SC",us:place:4514950,"Clemson, SC",municipality,registry,us_places.csv Clemson city,,clemson-sc,us,SC,clemson-sc,no,Cities & towns
sc-clinton.civicplus.com,Clinton,us:place:4515295,"Clinton, SC",municipality,registry,us_places.csv Clinton city (state from tenant_hints.csv sc-clinton.civicplus.com),,clinton-sc,us,SC,clinton,no,Cities & towns
sc-fountaininn.civicplus.com,"City of Fountain Inn, SC",us:place:4527070,"Fountain Inn, SC",municipality,registry,us_places.csv Fountain Inn city,,fountain-inn-sc,us,SC,fountain-inn-sc,yes,Cities & towns
sc-hollywood.civicplus.com,Hollywood,us:place:4534495,"Hollywood, SC",municipality,registry,us_places.csv Hollywood town (state from tenant_hints.csv sc-hollywood.civicplus.com),,hollywood-sc,us,SC,hollywood,no,Cities & towns
sc-northmyrtlebeach.civicplus.com,"City of North Myrtle Beach, SC",us:place:4551280,"North Myrtle Beach, SC",municipality,registry,us_places.csv North Myrtle Beach city,,north-myrtle-beach-sc,us,SC,north-myrtle-beach-sc,yes,Cities & towns
sc-surfsidebeach.civicplus.com,Town of Surfside Beach,us:place:4570585,"Surfside Beach, SC",municipality,registry,us_places.csv Surfside Beach town,,surfside-beach-sc,us,SC,town-of-surfside-beach,yes,Cities & towns
sd-vermillion.civicplus.com,"Vermillion, SD",us:place:4666700,"Vermillion (city), SD",municipality,registry,us_places.csv Vermillion city,,vermillion-city-sd,us,SD,vermillion-sd,no,Cities & towns
tn-hendersonville.civicplus.com,"City of Hendersonville, TN",us:place:4733280,"Hendersonville, TN",municipality,registry,us_places.csv Hendersonville city,,hendersonville-tn,us,TN,hendersonville-tn,yes,Cities & towns
tx-shenandoah.civicplus.com,"City of Shenandoah, TX",us:place:4867400,"Shenandoah, TX",municipality,registry,us_places.csv Shenandoah city,,shenandoah-tx,us,TX,shenandoah-tx,yes,Cities & towns
ut-alpine.civicplus.com,Alpine,us:place:4900540,"Alpine, UT",municipality,registry,us_places.csv Alpine city (state from tenant_hints.csv ut-alpine.civicplus.com),,alpine-ut,us,UT,alpine,no,Cities & towns
ut-ogden.civicplus.com,"Ogden, UT",us:place:4955980,"Ogden, UT",municipality,registry,us_places.csv Ogden city,,ogden-ut,us,UT,ogden-ut,no,Cities & towns
ut-parowan.civicplus.com,"PAROWAN city, UT",us:place:4958510,"Parowan, UT",municipality,registry,us_places.csv Parowan city,,parowan-ut,us,UT,parowan-city-ut,no,Cities & towns
ut-payson.civicplus.com,Payson,us:place:4958730,"Payson, UT",municipality,registry,us_places.csv Payson city (state from tenant_hints.csv ut-payson.civicplus.com),,payson-ut,us,UT,payson,no,Cities & towns
ut-providence.civicplus.com,"Providence, UT",us:place:4962360,"Providence, UT",municipality,registry,us_places.csv Providence city,,providence-ut,us,UT,providence-ut,no,Cities & towns
ut-provo.civicplus.com,"Provo, UT",us:place:4962470,"Provo, UT",municipality,registry,us_places.csv Provo city,,provo-ut,us,UT,provo-ut,no,Cities & towns
ut-santaquin.civicplus.com,"Santaquin, UT",us:place:4967770,"Santaquin, UT",municipality,registry,us_places.csv Santaquin city,,santaquin-ut,us,UT,santaquin-ut,no,Cities & towns
va-bedford.civicplus.com,"Town of Bedford, VA",us:place:5105544,"Bedford, VA",municipality,registry,us_places.csv Bedford town,,bedford-va,us,VA,town-of-bedford-va,yes,Cities & towns
va-crewe.civicplus.com,"Crewe, VA",us:place:5120160,"Crewe, VA",municipality,registry,us_places.csv Crewe town,,crewe-va,us,VA,crewe-va,no,Cities & towns
wa-buckley.civicplus.com,City of Buckley,us:place:5308570,"Buckley, WA",municipality,registry,us_places.csv Buckley city (state from tenant_hints.csv wa-buckley.civicplus.com),,buckley-wa,us,WA,buckley,yes,Cities & towns
wa-westrichland.civicplus.com,"City of West Richland, WA",us:place:5377665,"West Richland, WA",municipality,registry,us_places.csv West Richland city,,west-richland-wa,us,WA,west-richland-wa,yes,Cities & towns
wi-browndeer.civicplus.com,"Village of Brown Deer, WI",us:place:5510375,"Brown Deer, WI",municipality,registry,us_places.csv Brown Deer village,,brown-deer-wi,us,WI,village-of-brown-deer-wi,yes,Cities & towns
wi-cottagegrove.civicplus.com,"Town of Cottage Grove, WI",us:cousub:5502517200,"Cottage Grove (town), WI",township,registry,us_cousubs.csv Cottage Grove town,,cottage-grove-town-wi,us,WI,town-of-cottage-grove-wi,yes,Cities & towns
wi-cottagegrove.civicplus.com,"Village of Cottage Grove, WI",us:place:5517175,"Cottage Grove (village), WI",municipality,registry,us_places.csv Cottage Grove village,,cottage-grove-village-wi,us,WI,village-of-cottage-grove-wi,yes,Cities & towns
wi-crossplains.civicplus.com,"Village of Cross Plains, WI",us:place:5517775,"Cross Plains (village), WI",municipality,registry,us_places.csv Cross Plains village,,cross-plains-village-wi,us,WI,village-of-cross-plains-wi,yes,Cities & towns
wi-fredonia.civicplus.com,"Village of Fredonia, WI",us:place:5527550,"Fredonia (village), WI",municipality,registry,us_places.csv Fredonia village,,fredonia-village-wi,us,WI,village-of-fredonia-wi,yes,Cities & towns
wi-juneau.civicplus.com,"Juneau, WI",us:place:5538675,"Juneau, WI",municipality,registry,us_places.csv Juneau city,,juneau-wi,us,WI,juneau-wi,no,Cities & towns
wi-stoughton.civicplus.com,"Stoughton, WI",us:place:5577675,"Stoughton, WI",municipality,registry,us_places.csv Stoughton city,,stoughton-wi,us,WI,stoughton-wi,no,Cities & towns
ab-slavelake.civicplus.com,"Town of Slave Lake, AB",ca:csd:4817029,"Slave Lake, AB",municipality,registry,ca_csd.csv Slave Lake,,slave-lake-ab,ca,AB,town-of-slave-lake-ab,yes,Cities & towns
ar-maumelle.civicplus.com,"City of Maumelle, AR",us:place:0544600,"Maumelle, AR",municipality,registry,us_places.csv Maumelle city,,maumelle-ar,us,AR,maumelle-ar,yes,Cities & towns
blueearthcountymn.gov,"Blue Earth County, MN",us:county:27013,"Blue Earth County, MN",county,registry,us_counties.csv Blue Earth County,,blue-earth-county-mn,us,MN,blue-earth-county-mn,no,Counties & regions
bristolva.gov,"City of Bristol, VA",us:place:5109816,"Bristol, VA",municipality,registry,us_places.csv Bristol city,,bristol-va,us,VA,bristol-va,yes,Cities & towns
brla.gov,"Baton Rouge, LA",us:place:2205000,"Baton Rouge, LA",municipality,registry,us_places.csv Baton Rouge city,,baton-rouge-la,us,LA,baton-rouge-la,no,Cities & towns
brookingscountysd.gov,"Brookings County, SD",us:county:46011,"Brookings County, SD",county,registry,us_counties.csv Brookings County,,brookings-county-sd,us,SD,brookings-county-sd,no,Counties & regions
ca-beverlyhills.civicplus.com,City of Beverly Hills,us:place:0606308,"Beverly Hills, CA",municipality,registry,us_places.csv Beverly Hills city (state from tenant_hints.csv ca-beverlyhills.civicplus.com),,beverly-hills-ca,us,CA,beverly-hills,yes,Cities & towns
ca-ceres.civicplus.com,"Ceres, CA",us:place:0612524,"Ceres, CA",municipality,registry,us_places.csv Ceres city,,ceres-ca,us,CA,ceres-ca,no,Cities & towns
ca-escalon.civicplus.com,"City of Escalon, CA",us:place:0622790,"Escalon, CA",municipality,registry,us_places.csv Escalon city,,escalon-ca,us,CA,escalon-ca,yes,Cities & towns
ca-moraga.civicplus.com,"Town of Moraga, CA",us:place:0649187,"Moraga, CA",municipality,registry,us_places.csv Moraga town,,moraga-ca,us,CA,town-of-moraga-ca,yes,Cities & towns
ca-ridgecrest.civicplus.com,City of Ridgecrest,us:place:0660704,"Ridgecrest, CA",municipality,registry,us_places.csv Ridgecrest city (state from tenant_hints.csv ca-ridgecrest.civicplus.com),,ridgecrest-ca,us,CA,ridgecrest,yes,Cities & towns
ca-sanclemente.civicplus.com,"City of San Clemente, CA",us:place:0665084,"San Clemente, CA",municipality,registry,us_places.csv San Clemente city,,san-clemente-ca,us,CA,san-clemente-ca,yes,Cities & towns
clatsopcounty.gov,"Clatsop County, OR",us:county:41007,"Clatsop County, OR",county,registry,us_counties.csv Clatsop County,,clatsop-county-or,us,OR,clatsop-county-or,no,Counties & regions
co-tellercounty.civicplus.com,"Teller County, CO",us:county:08119,"Teller County, CO",county,registry,us_counties.csv Teller County,,teller-county-co,us,CO,teller-county-co,no,Counties & regions
co-woodlandpark.civicplus.com,"Woodland Park, CO",us:place:0886090,"Woodland Park, CO",municipality,registry,us_places.csv Woodland Park city,,woodland-park-co,us,CO,woodland-park-co,no,Cities & towns
eastgrandforks.gov,"City of East Grand Forks, MN",us:place:2717612,"East Grand Forks, MN",municipality,registry,us_places.csv East Grand Forks city,,east-grand-forks-mn,us,MN,east-grand-forks-mn,yes,Cities & towns
everettwa.gov,City of Everett,us:place:5322640,"Everett, WA",municipality,registry,us_places.csv Everett city (state from tenant_hints.csv everettwa.gov),,everett-wa,us,WA,everett,yes,Cities & towns
fl-jupiterinletcolony.civicplus.com,"Jupiter Inlet Colony, FL",us:place:1235900,"Jupiter Inlet Colony, FL",municipality,registry,us_places.csv Jupiter Inlet Colony town,,jupiter-inlet-colony-fl,us,FL,jupiter-inlet-colony-fl,no,Cities & towns
fl-oakland.civicplus.com,"Town of Oakland, FL",us:place:1250525,"Oakland, FL",municipality,registry,us_places.csv Oakland town,,oakland-fl,us,FL,town-of-oakland-fl,yes,Cities & towns
fruitheights.gov,"Fruit Heights, UT",us:place:4927490,"Fruit Heights, UT",municipality,registry,us_places.csv Fruit Heights city,,fruit-heights-ut,us,UT,fruit-heights-ut,no,Cities & towns
hendersonky.gov,Henderson,us:place:2135866,"Henderson, KY",municipality,registry,us_places.csv Henderson city (state from tenant_hints.csv hendersonky.gov),,henderson-ky,us,KY,henderson,no,Cities & towns
hopewellboroughnj.gov,"Hopewell Borough, VA",us:place:5138424,"Hopewell, VA",municipality,registry,us_places.csv Hopewell city,,hopewell-va,us,VA,hopewell-borough-va,no,Cities & towns
id-pocatello.civicplus.com,"Pocatello, ID",us:place:1664090,"Pocatello, ID",municipality,registry,us_places.csv Pocatello city,,pocatello-id,us,ID,pocatello-id,no,Cities & towns
il-skokie.civicplus.com,"Village of Skokie, IL",us:place:1770122,"Skokie, IL",municipality,registry,us_places.csv Skokie village,,skokie-il,us,IL,village-of-skokie-il,yes,Cities & towns
in-portage.civicplus.com,City of Portage,us:place:1861092,"Portage (city), IN",municipality,registry,us_places.csv Portage city (state from tenant_hints.csv in-portage.civicplus.com),,portage-city-in,us,IN,portage,yes,Cities & towns
in-zionsville.civicplus.com,"Town of Zionsville, IN",us:place:1886372,"Zionsville, IN",municipality,registry,us_places.csv Zionsville town,,zionsville-in,us,IN,town-of-zionsville-in,yes,Cities & towns
ks-wichita.civicplus.com,"Wichita, KS",us:place:2079000,"Wichita, KS",municipality,registry,us_places.csv Wichita city,,wichita-ks,us,KS,wichita-ks,no,Cities & towns
ks-wichita.civicplus.com,"City of Wichita, KS",us:place:2079000,"Wichita, KS",municipality,registry,us_places.csv Wichita city,,wichita-ks,us,KS,wichita-ks,yes,Cities & towns
la-sulphur.civicplus.com,Sulphur,us:place:2273640,"Sulphur, LA",municipality,registry,us_places.csv Sulphur city (state from tenant_hints.csv la-sulphur.civicplus.com),,sulphur-la,us,LA,sulphur,no,Cities & towns
libertycountyga.gov,"Liberty County, GA",us:county:13179,"Liberty County, GA",county,registry,us_counties.csv Liberty County,,liberty-county-ga,us,GA,liberty-county-ga,no,Counties & regions
lindon.gov,"Lindon, UT",us:place:4945090,"Lindon, UT",municipality,registry,us_places.csv Lindon city,,lindon-ut,us,UT,lindon-ut,no,Cities & towns
ma-easthampton.civicplus.com,"Easthampton, MA",us:place:2519365,"Easthampton, MA",municipality,registry,us_places.csv Easthampton city,,easthampton-ma,us,MA,easthampton-ma,no,Cities & towns
md-chesapeakebeach.civicplus.com,"Town of Chesapeake Beach, MD",us:place:2415925,"Chesapeake Beach, MD",municipality,registry,us_places.csv Chesapeake Beach town,,chesapeake-beach-md,us,MD,town-of-chesapeake-beach-md,yes,Cities & towns
md-sykesville.civicplus.com,"Sykesville, MD",us:place:2476550,"Sykesville, MD",municipality,registry,us_places.csv Sykesville town,,sykesville-md,us,MD,sykesville-md,no,Cities & towns
md-takomapark.civicplus.com,"Takoma Park, MD",us:place:2476650,"Takoma Park, MD",municipality,registry,us_places.csv Takoma Park city,,takoma-park-md,us,MD,takoma-park-md,no,Cities & towns
mi-sturgis.civicplus.com,"City of Sturgis, MI",us:place:2676960,"Sturgis (city), MI",municipality,registry,us_places.csv Sturgis city,,sturgis-city-mi,us,MI,sturgis-mi,yes,Cities & towns
mn-cannonfalls.civicplus.com,"Cannon Falls, MN",us:place:2709730,"Cannon Falls (city), MN",municipality,registry,us_places.csv Cannon Falls city,,cannon-falls-city-mn,us,MN,cannon-falls-mn,no,Cities & towns
mn-crookston.civicplus.com,City of Crookston,us:place:2713870,"Crookston (city), MN",municipality,registry,us_places.csv Crookston city (state from tenant_hints.csv mn-crookston.civicplus.com),,crookston-city-mn,us,MN,crookston,yes,Cities & towns
mn-maplegrove.civicplus.com,"Maple Grove, MN",us:place:2740166,"Maple Grove (city), MN",municipality,registry,us_places.csv Maple Grove city,,maple-grove-city-mn,us,MN,maple-grove-mn,no,Cities & towns
mo-fulton.civicplus.com,Fulton,us:place:2926182,"Fulton, MO",municipality,registry,us_places.csv Fulton city (state from tenant_hints.csv mo-fulton.civicplus.com),,fulton-mo,us,MO,fulton,no,Cities & towns
mo-warrensburg.civicplus.com,"Warrensburg, MO",us:place:2977092,"Warrensburg, MO",municipality,registry,us_places.csv Warrensburg city,,warrensburg-mo,us,MO,warrensburg-mo,no,Cities & towns
mt-whitefish.civicplus.com,"City of Whitefish, MT",us:place:3079825,"Whitefish, MT",municipality,registry,us_places.csv Whitefish city,,whitefish-mt,us,MT,whitefish-mt,yes,Cities & towns
nc-blowingrock.civicplus.com,"Town of Blowing Rock, NC",us:place:3706500,"Blowing Rock, NC",municipality,registry,us_places.csv Blowing Rock town,,blowing-rock-nc,us,NC,town-of-blowing-rock-nc,yes,Cities & towns
nc-millsriver.civicplus.com,"Town of Mills River, NC",us:place:3743260,"Mills River, NC",municipality,registry,us_places.csv Mills River town,,mills-river-nc,us,NC,town-of-mills-river-nc,yes,Cities & towns
nj-princeton.civicplus.com,"Princeton, NJ",us:place:3460900,"Princeton, NJ",municipality,registry,us_places.csv Princeton,,princeton-nj,us,NJ,princeton-nj,no,Cities & towns
nj-westfield.civicplus.com,Westfield,us:place:3479040,"Westfield, NJ",municipality,registry,us_places.csv Westfield town (state from tenant_hints.csv nj-westfield.civicplus.com),,westfield-nj,us,NJ,westfield,no,Cities & towns
ny-amsterdam.civicplus.com,"City of Amsterdam, NY",us:place:3602066,"Amsterdam (city), NY",municipality,registry,us_places.csv Amsterdam city,,amsterdam-city-ny,us,NY,amsterdam-ny,yes,Cities & towns
ny-patchogue.civicplus.com,"Village of Patchogue, NY",us:place:3656660,"Patchogue, NY",municipality,registry,us_places.csv Patchogue village,,patchogue-ny,us,NY,village-of-patchogue-ny,yes,Cities & towns
ny-redhook.civicplus.com,"Red Hook, NY",us:place:3660895,"Red Hook (village), NY",municipality,registry,us_places.csv Red Hook village,,red-hook-village-ny,us,NY,red-hook-ny,no,Cities & towns
ny-sagaponack.civicplus.com,"Sagaponack Village, NY",us:place:3664452,"Sagaponack, NY",municipality,registry,us_places.csv Sagaponack village,,sagaponack-ny,us,NY,sagaponack-village-ny,no,Cities & towns
oh-fairviewpark.civicplus.com,"City of Fairview Park, OH",us:place:3926446,"Fairview Park, OH",municipality,registry,us_places.csv Fairview Park city,,fairview-park-oh,us,OH,fairview-park-oh,yes,Cities & towns
oh-fostoria.civicplus.com,"Fostoria, OH",us:place:3928014,"Fostoria, OH",municipality,registry,us_places.csv Fostoria city,,fostoria-oh,us,OH,fostoria-oh,no,Cities & towns
oh-louisville.civicplus.com,"Louisville, OH",us:place:3945094,"Louisville, OH",municipality,registry,us_places.csv Louisville city,,louisville-oh,us,OH,louisville-oh,no,Cities & towns
oh-tallmadge.civicplus.com,"City of Tallmadge, OH",us:place:3976106,"Tallmadge, OH",municipality,registry,us_places.csv Tallmadge city,,tallmadge-oh,us,OH,tallmadge-oh,yes,Cities & towns
or-lebanon.civicplus.com,Lebanon,us:place:4141650,"Lebanon, OR",municipality,registry,us_places.csv Lebanon city (state from tenant_hints.csv or-lebanon.civicplus.com),,lebanon-or,us,OR,lebanon,no,Cities & towns
or-madras.civicplus.com,"City of Madras, OR",us:place:4145250,"Madras, OR",municipality,registry,us_places.csv Madras city,,madras-or,us,OR,madras-or,yes,Cities & towns
or-millersburg.civicplus.com,City of Millersburg,us:place:4148300,"Millersburg, OR",municipality,registry,us_places.csv Millersburg city (state from tenant_hints.csv or-millersburg.civicplus.com),,millersburg-or,us,OR,millersburg,yes,Cities & towns
or-yamhillcounty.civicplus.com,"Yamhill County, OR",us:county:41071,"Yamhill County, OR",county,registry,us_counties.csv Yamhill County,,yamhill-county-or,us,OR,yamhill-county-or,no,Counties & regions
orangecountyva.gov,"Orange County, VA",us:county:51137,"Orange County, VA",county,registry,us_counties.csv Orange County,,orange-county-va,us,VA,orange-county-va,no,Counties & regions
pa-easton.civicplus.com,City of Easton,us:place:4221648,"Easton, PA",municipality,registry,us_places.csv Easton city (state from tenant_hints.csv pa-easton.civicplus.com),,easton-pa,us,PA,easton,yes,Cities & towns
pa-gettysburg.civicplus.com,"Gettysburg, PA",us:place:4228960,"Gettysburg, PA",municipality,registry,us_places.csv Gettysburg borough,,gettysburg-pa,us,PA,gettysburg-pa,no,Cities & towns
pendercountync.gov,"Pender County, NC",us:county:37141,"Pender County, NC",county,registry,us_counties.csv Pender County,,pender-county-nc,us,NC,pender-county-nc,no,Counties & regions
qac.gov,"Queen Anne's County, MD",us:county:24035,"Queen Anne's County, MD",county,registry,us_counties.csv Queen Anne's County,,queen-anne-s-county-md,us,MD,queen-anne-s-county-md,no,Counties & regions
saratogasprings-ut.gov,City of Saratoga Springs,,City of Saratoga Springs,municipality,unresolved,no state for 'City of Saratoga Springs',,city-of-saratoga-springs,us,,saratoga-springs,yes,Cities & towns
scottcountymn.gov,Scott County,us:county:27139,"Scott County, MN",county,registry,us_counties.csv Scott County (state from tenant_hints.csv scottcountymn.gov),,scott-county-mn,us,MN,scott-county,no,Counties & regions
springhillks.gov,"City of Spring Hill, KS",us:place:2067625,"Spring Hill (city), KS",municipality,registry,us_places.csv Spring Hill city,,spring-hill-city-ks,us,KS,spring-hill-ks,yes,Cities & towns
townofbabylonny.gov,"Town of Babylon, NY",us:cousub:3610304000,"Babylon (town), NY",township,registry,us_cousubs.csv Babylon town,,babylon-town-ny,us,NY,town-of-babylon-ny,yes,Cities & towns
tx-denison.civicplus.com,"Denison, TX",us:place:4819900,"Denison, TX",municipality,registry,us_places.csv Denison city,,denison-tx,us,TX,denison-tx,no,Cities & towns
