input_set,gov_id,gov_name,gov_type,tier,jurisdiction,tenant_host,evidence
archive,rtr:unknown:sapatv.cablecast.tv,Unidentified government (sapatv.cablecast.tv),other,blank,,sapatv.cablecast.tv,nothing extracted
archive,rtr:unknown:scgtv.new.swagit.com,Unidentified government (scgtv.new.swagit.com),other,blank,,scgtv.new.swagit.com,nothing extracted
archive,rtr:unknown:siouxcityschools.new.swagit.com,Unidentified government (siouxcityschools.new.swagit.com),other,blank,,siouxcityschools.new.swagit.com,nothing extracted
archive,rtr:unknown:southorangetwpnj.portal.civicclerk.com,Unidentified government (southorangetwpnj.portal.civicclerk.com),other,blank,,southorangetwpnj.portal.civicclerk.com,nothing extracted
archive,rtr:unknown:stcharles-mo.cablecast.tv,Unidentified government (stcharles-mo.cablecast.tv),other,blank,,stcharles-mo.cablecast.tv,nothing extracted
archive,rtr:unknown:stcharles-mo.cablecast.tv,Unidentified government (stcharles-mo.cablecast.tv),other,blank,,stcharles-mo.cablecast.tv,nothing extracted
archive,rtr:unknown:stcharles-mo.cablecast.tv,Unidentified government (stcharles-mo.cablecast.tv),other,blank,,stcharles-mo.cablecast.tv,nothing extracted
archive,rtr:unknown:sttammany.cablecast.tv,Unidentified government (sttammany.cablecast.tv),other,blank,,sttammany.cablecast.tv,nothing extracted
archive,rtr:unknown:sublettecountywy.gov,Unidentified government (sublettecountywy.gov),other,blank,,sublettecountywy.gov,nothing extracted
archive,rtr:unknown:tabc.new.swagit.com,Unidentified government (tabc.new.swagit.com),other,blank,,tabc.new.swagit.com,nothing extracted
archive,rtr:unknown:tdhca.new.swagit.com,Unidentified government (tdhca.new.swagit.com),other,blank,,tdhca.new.swagit.com,nothing extracted
archive,rtr:unknown:tecumseh-pub.escribemeetings.com,Unidentified government (tecumseh-pub.escribemeetings.com),other,blank,,tecumseh-pub.escribemeetings.com,nothing extracted
archive,rtr:unknown:texashhsc.new.swagit.com,Unidentified government (texashhsc.new.swagit.com),other,blank,,texashhsc.new.swagit.com,nothing extracted
archive,rtr:unknown:townhallstreams.com,Unidentified government (townhallstreams.com),other,blank,,townhallstreams.com,nothing extracted
archive,rtr:unknown:traviscad.new.swagit.com,Unidentified government (traviscad.new.swagit.com),other,blank,,traviscad.new.swagit.com,nothing extracted
archive,rtr:unknown:triunfo.new.swagit.com,Unidentified government (triunfo.new.swagit.com),other,blank,,triunfo.new.swagit.com,nothing extracted
archive,rtr:unknown:trojanvision.cablecast.tv,Unidentified government (trojanvision.cablecast.tv),other,blank,,trojanvision.cablecast.tv,nothing extracted
archive,rtr:unknown:trojanvision.cablecast.tv,Unidentified government (trojanvision.cablecast.tv),other,blank,,trojanvision.cablecast.tv,nothing extracted
archive,rtr:unknown:trojanvision.cablecast.tv,Unidentified government (trojanvision.cablecast.tv),other,blank,,trojanvision.cablecast.tv,nothing extracted
archive,rtr:unknown:trwd.new.swagit.com,Unidentified government (trwd.new.swagit.com),other,blank,,trwd.new.swagit.com,nothing extracted
archive,rtr:unknown:txdot.new.swagit.com,Unidentified government (txdot.new.swagit.com),other,blank,,txdot.new.swagit.com,nothing extracted
archive,rtr:unknown:utclermont.gov,Unidentified government (utclermont.gov),other,blank,,utclermont.gov,nothing extracted
archive,rtr:unknown:utvs.cablecast.tv,Unidentified government (utvs.cablecast.tv),other,blank,,utvs.cablecast.tv,nothing extracted
archive,rtr:unknown:utvs.cablecast.tv,Unidentified government (utvs.cablecast.tv),other,blank,,utvs.cablecast.tv,nothing extracted
archive,rtr:unknown:utvs.cablecast.tv,Unidentified government (utvs.cablecast.tv),other,blank,,utvs.cablecast.tv,nothing extracted
archive,rtr:unknown:verdevalleytv.cablecast.tv,Unidentified government (verdevalleytv.cablecast.tv),other,blank,,verdevalleytv.cablecast.tv,nothing extracted
archive,rtr:unknown:video.ibm.com,Unidentified government (video.ibm.com),other,blank,,video.ibm.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
